fname	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	reviewers	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	comments	electronic editor	electronic encoder	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument	staff_3_ambitus	staff_3_instrument	staff_4_ambitus	staff_4_instrument
op01n10e	1: 3/8	1: -1	84	84	126	168	168	252		427.5	763	335	0	0	139	g	2.3.0	Lars Opfermann, Ya-Chuan Wu (2.1.1), Amelia Brey (2.3.0)	AB, AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	5	Allegro	op. 1, no. 10					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 10	5. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n10e.mscx	False	41-86 (F2-D6)				xml	62-86 (D4-D6)	organ	60-82 (C4-Bb5)	cello	41-58 (F2-Bb3)	violn	41-58 (F2-Bb3)	violn
op01n11a	1: 4/4	1: -1	18	18	72	18	18	72		288	206	92	0	0	60	d	2.3.0	Hanné Becker	JH	1681	1681	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 1, no. 11					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 11	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n11a.mscx	False	40-82 (E2-Bb5)				xml	64-81 (E4-A5)	organ	62-82 (D4-Bb5)	cello	40-58 (E2-Bb3)	violn	40-58 (E2-Bb3)	violn
op01n11b	1: 4/4	1: -1	34	34	136	68	68	272		464.5	565	304	0	0	123	d	2.3.0	Hanné Becker	JH	1681	1681	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 1, no. 11					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 11	2. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n11b.mscx	False	38-86 (D2-D6)				xml	62-86 (D4-D6)	organ	57-82 (A3-Bb5)	cello	38-62 (D2-D4)	violn	38-62 (D2-D4)	violn
op01n11c	1: 3/2	1: -1	33	33	198	33	33	198		770	283	89	0	0	79	d	2.3.0	Hanné Becker	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	3	Adagio	op. 1, no. 11					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 11	3. Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n11c.mscx	False	40-84 (E2-C6)				xml	65-83 (F4-B5)	organ	61-84 (C#4-C6)	cello	40-60 (E2-C4)	violn	40-60 (E2-C4)	violn
op01n11d	1: 4/4	1: -1	18	18	72	36	36	144		266.5	445	150	0	0	81	d	2.3.0	Hanné Becker	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 1, no. 11					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 11	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n11d.mscx	False	36-84 (C2-C6)				xml	69-84 (A4-C6)	organ	65-79 (F4-G5)	cello	36-61 (C2-C#4)	violn	36-61 (C2-C#4)	violn
op01n12a	1: 4/4	1: 2	19	19	76	19	19	76		289	421	153	0	0	64	D	2.3.0	Ehsan mohagheghi Fard	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 1, no. 12					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 12	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n12a.mscx	False	40-83 (E2-B5)				xml	69-83 (A4-B5)	organ	66-81 (F#4-A5)	cello	40-62 (E2-D4)	violn	40-62 (E2-D4)	violn
op01n12b	1: 4/4	1: 2	36	36	144	36	36	144		391.75	761	486	0	0	101	D	2.3.0	Ehsan Mohagheghi Fard	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	2	Largo e puntato	op. 1, no. 12					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 12	2. Largo e puntato	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n12b.mscx	False	50-84 (D3-C6)				xml	64-83 (E4-B5)	organ	62-84 (D4-C6)	cello	50-62 (D3-D4)	violn	50-62 (D3-D4)	violn
op01n12c	1: 4/4	1: 2	13	13	52	13	13	52		198.5	164	67	0	0	42	b	2.3.0	Tomoko Ono	JH	1681	1681	Arcangelo Corelli	Sonata da chiesa	3	Grave	op. 1, no. 12					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 12	3. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n12c.mscx	False	42-83 (F#2-B5)				xml	66-83 (F#4-B5)	organ	61-78 (C#4-F#5)	cello	42-62 (F#2-D4)	violn	42-62 (F#2-D4)	violn
op01n12d	1: 6/8	1: 2	62	62	186	124	124	372		642.5	1180	544	0	0	225	D	2.3.0	Ehsan Mohagheghi Fard	AN	1681	1681	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 1, no. 12					2018-12-18	3.02	Linux			Sonata da chiesa op. 1, no. 12	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op01n12d.mscx	False	40-86 (E2-D6)				xml	62-86 (D4-D6)	organ	61-86 (C#4-D6)	cello	40-67 (E2-G4)	violn	40-62 (E2-D4)	violn
op03n01a	1: 4/4	1: -1	19	19	76	19	19	76		299.5	339	133	0	0	78	F	2.3.0	Gabriela Ortiz Würth (2.1.1), Adrian Nagel (2.3.0)	AN (2.1.0), AW (2.3.0)	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 3, no. 1					2019-08-05	3.02	Microsoft Windows			Sonata da chiesa op. 3, no. 1	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n01a.mscx	False	36-84 (C2-C6)				mxl	60-84 (C4-C6)		65-84 (F4-C6)		36-62 (C2-D4)		36-62 (C2-D4)	
op03n01b	1: 4/4	1: -1	37	37	148	37	37	148		508	769	371	0	0	149	F	2.3.0	Gabriela Ortiz Würth (2.1.1), Adrian Nagel (2.3.0)	AN, AW 	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 3, no. 1					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 1	2. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n01b.mscx	False	36-86 (C2-D6)				xml	60-86 (C4-D6)		60-84 (C4-C6)		36-65 (C2-F4)		36-65 (C2-F4)	
op03n01c	1: 3/4	1: -1	61	61	183	122	122	366		708	601	245	0	0	117	F	2.3.0	Gabriela Ortiz Würth (2.1.1), Adrian Nagel (2.3.0)	AN (2.1.1), AW (2.3.0)	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Vivace	op. 3, no. 1					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 1	3. Vivace	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n01c.mscx	False	41-86 (F2-D6)				xml	65-86 (F4-D6)		65-86 (F4-D6)		41-64 (F2-E4)		41-62 (F2-D4)	
op03n01d	1: 6/8	1: -1	40	40	120	80	80	240		424	656	261	0	0	158	F	2.3.0	Gabriela Ortiz Würth (2.1.1), Adrian Nagel (2.3.0)	AN (2.1.1), AW (2.3.0)	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 3, no. 1					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 1	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n01d.mscx	False	41-84 (F2-C6)				xml	60-84 (C4-C6)		60-84 (C4-C6)		41-65 (F2-F4)		41-65 (F2-F4)	
op03n02a	1: 4/4	1: 2	19	19	76	19	19	76		285	326	128	0	0	68	D	2.3.0	Moritz Heffter (2.1.1), Amelia Brey (2.3.0)	AB, ST	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 3, no. 2					2019-05-21	3.02	Apple Macintosh			Sonata da chiesa op. 3, no. 2	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n02a.mscx	False	38-85 (D2-C#6)				musicxml	61-85 (C#4-C#6)		62-83 (D4-B5)		38-64 (D2-E4)		38-64 (D2-E4)	
op03n02b	1: 4/4	1: 2	31	31	124	62	62	248		438	506	238	0	0	118	D	2.3.0	Moritz Heffter (2.1.1), Amelia Brey (2.3.0)	AB, ST	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 3, no. 2					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 2	2. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n02b.mscx	False	38-86 (D2-D6)				xml	62-86 (D4-D6)		61-83 (C#4-B5)		38-66 (D2-F#4)		38-66 (D2-F#4)	
op03n02c	1: 3/2	1: 2	40	40	240	40	40	240		928	318	122	0	0	91	b	2.3.0	Moritz Heffter (2.1.1), Amelia Brey (2.3.0)	AB, ST	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Adagio	op. 3, no. 2					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 2	3. Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n02c.mscx	False	42-81 (F#2-A5)				xml	66-81 (F#4-A5)		61-81 (C#4-A5)		42-61 (F#2-C#4)		42-61 (F#2-C#4)	
op03n02d	1: 6/8	1: 2	43	43	129	86	86	258		444	634	273	0	0	121	D	2.3.0	Moritz Heffter (2.1.1), Amelia Brey (2.3.0)	AB, ST	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 3, no. 2					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 2	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n02d.mscx	False	38-86 (D2-D6)				xml	61-86 (C#4-D6)		64-86 (E4-D6)		38-62 (D2-D4)		38-62 (D2-D4)	
op03n03a	1: 4/4	1: -1	16	16	64	32	32	128		249.5	250	100	0	0	59	Bb	2.3.0	Moritz Heffter (2.1.1), Amelia Brey (2.3.0)	AB	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 3, no. 3					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 3	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n03a.mscx	False	43-86 (G2-D6)				xml	65-86 (F4-D6)		65-84 (F4-C6)		43-65 (G2-F4)		43-65 (G2-F4)	
op03n03b	1: 3/4	1: -1	32	32	96	64	64	192		365.5	326	154	0	0	62	Bb	2.3.0	Moritz Heffter (2.1.1), Amelia Brey (2.3.0)	AB, ST	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Vivace	op. 3, no. 3					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 3	2. Vivace	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n03b.mscx	False	41-84 (F2-C6)				xml	65-84 (F4-C6)		62-82 (D4-Bb5)		41-58 (F2-Bb3)		41-58 (F2-Bb3)	
op03n03c	1: 4/4	1: -1	23	23	92	23	23	92		345	491	196	0	0	137	Bb	2.3.0	Moritz Heffter (2.1.1), Amelia Brey (2.3.0)	AB, ST	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Largo	op. 3, no. 3					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 3	3. Largo	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n03c.mscx	False	41-86 (F2-D6)				xml	60-86 (C4-D6)		62-86 (D4-D6)		41-63 (F2-Eb4)		41-63 (F2-Eb4)	
op03n03d	1: 6/4	1: -1	60	60	360	120	120	720		1347	955	378	0	0	240	Bb	2.3.0	Moritz Heffter (2.1.1), Amelia Brey (2.3.0)	AB, ST	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 3, no. 3					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 3	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n03d.mscx	False	41-86 (F2-D6)				xml	60-86 (C4-D6)		60-86 (C4-D6)		41-65 (F2-F4)		41-65 (F2-F4)	
op03n04a	1: 4/4	1: 2	23	23	92	23	23	92		339	531	204	0	0	137	b	2.3.0	Kelsey Lussier	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Largo	op. 3, no. 4					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 4	1. Largo	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n04a.mscx	False	42-83 (F#2-B5)				xml	62-83 (D4-B5)		59-83 (B3-B5)		42-62 (F#2-D4)		42-62 (F#2-D4)	
op03n04b	1: 4/4	1: 2	39	39	156	78	78	312		515.5	503	262	0	0	138	b	2.3.0	Ehsan Mohagheghi Fard	DK	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Vivace	op. 3, no. 4					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 4	2. Vivace	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n04b.mscx	False	42-83 (F#2-B5)				xml	61-83 (C#4-B5)		57-83 (A3-B5)		42-71 (F#2-B4)		42-71 (F#2-B4)	
op03n04c	1: 3/8	1: 2	55	55	82.5	55	55	82.5		300.5	494	211	0	0	114	b	2.3.0	Yannis Rammos	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Adagio	op. 3, no. 4					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 4	3. Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n04c.mscx	False	38-86 (D2-D6)				xml	61-86 (C#4-D6)		61-86 (C#4-D6)		38-66 (D2-F#4)		38-66 (D2-F#4)	
op03n04d	1: 2/2	1: 2	50	50	200	100	100	400		696.5	763	355	0	0	171	b	2.3.0	Ehsan Mohagheghi Fard	AB	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Presto	op. 3, no. 4					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 4	4. Presto	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n04d.mscx	False	42-86 (F#2-D6)				xml	57-85 (A3-C#6)		57-86 (A3-D6)		42-66 (F#2-F#4)		42-66 (F#2-F#4)	
op03n05a	1: 4/4	1: 0	21	21	84	21	21	84		323.5	384	143	0	0	89	d	2.3.0	Mastaneh Nazarian (2.1.1), John Heilig (2.3.0)	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 3, no. 5					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 5	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n05a.mscx	False	38-86 (D2-D6)				xml	61-86 (C#4-D6)		62-86 (D4-D6)		38-62 (D2-D4)		38-62 (D2-D4)	
op03n05b	1: 4/4	1: 0	49	49	196	49	49	196		725.5	801	383	1	0	175	d	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 3, no. 5					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 5	2. Allegro	Arcangelo Corelli	3.6.0	1.1.2	MS3	MS3/op03n05b.mscx	False	38-86 (D2-D6)				xml	57-86 (A3-D6)		57-86 (A3-D6)		40-65 (E2-F4)		38-65 (D2-F4)	
op03n05c	1: 3/4	1: 0	36	36	108	36	36	108		418	271	104	0	0	80	d	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Largo	op. 3, no. 5					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 5	3. Largo	Arcangelo Corelli	3.6.0	1.1.2	MS3	MS3/op03n05c.mscx	False	38-84 (D2-C6)				xml	62-84 (D4-C6)		61-82 (C#4-Bb5)		38-65 (D2-F4)		38-65 (D2-F4)	
op03n05d	1: 12/8	1: 0	33	33	198	33	33	198		695	699	340	0	0	125	d	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 3, no. 5					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 5	4. Allegro	Arcangelo Corelli	3.6.0	1.1.2	MS3	MS3/op03n05d.mscx	False	38-86 (D2-D6)				xml	60-86 (C4-D6)		62-82 (D4-Bb5)		38-65 (D2-F4)		38-65 (D2-F4)	
op03n06a	1: 4/4	1: 0	33	33	132	66	66	264		496	586	238	0	0	119	G	2.3.0	Kyle Quarles	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Vivace	op. 3, no. 6					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 6	1. Vivace	Arcangelo Corelli	3.6.0	1.1.2	MS3	MS3/op03n06a.mscx	False	38-86 (D2-D6)				xml	64-86 (E4-D6)		57-84 (A3-C6)		38-59 (D2-B3)		38-59 (D2-B3)	
op03n06b	1: 4/4	1: 0	14	14	56	14	14	56		205	186	81	0	0	54	e	2.3.0	Kyle Quarles	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Grave	op. 3, no. 6					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 6	2. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n06b.mscx	False	40-84 (E2-C6)				xml	59-84 (B3-C6)		63-83 (D#4-B5)		45-66 (A2-F#4)		40-66 (E2-F#4)	
op03n06c	1: 4/4	1: 0	38	38	152	76	76	304		531.5	744	342	0	0	150	G	2.3.0	Kyle Quarles	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Allegro	op. 3, no. 6					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 6	3. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n06c.mscx	False	38-86 (D2-D6)				xml	60-86 (C4-D6)		62-86 (D4-D6)		38-64 (D2-E4)		38-64 (D2-E4)	
op03n06d	1: 6/8	1: 0	41	41	123	82	82	246		397	578	226	0	0	179	G	2.3.0	Ehsan Mohagheghi Fard	DK	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 3, no. 6					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 6	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n06d.mscx	False	38-86 (D2-D6)				xml	62-86 (D4-D6)		62-86 (D4-D6)		38-64 (D2-E4)		38-64 (D2-E4)	
op03n07a	1: 4/4	1: 1	20	20	80	20	20	80		296	220	95	0	0	76	e	2.3.0	Hanné Becker	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 3, no. 7					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 7	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n07a.mscx	False	40-84 (E2-C6)				xml	63-84 (D#4-C6)		63-83 (D#4-B5)		40-64 (E2-E4)		40-64 (E2-E4)	
op03n07b	1: 2/2	1: 1	35	35	140	70	70	280		481	459	192	0	0	131	e	2.3.0	Hanné Becker	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 3, no. 7					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 7	2. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n07b.mscx	False	38-86 (D2-D6)				xml	63-86 (D#4-D6)		59-84 (B3-C6)		38-66 (D2-F#4)		38-66 (D2-F#4)	
op03n07c	1: 3/2	1: 1	38	38	228	38	38	228		878	305	110	0	0	92	e	2.3.0	Hanné Becker	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Adagio	op. 3, no. 7					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 7	3. Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n07c.mscx	False	40-84 (E2-C6)				xml	62-84 (D4-C6)		63-84 (D#4-C6)		40-64 (E2-E4)		40-64 (E2-E4)	
op03n07d	1: 3/4	1: 1	28	28	84	56	56	168		298	454	181	0	0	84	e	2.3.0	Hanné Becker	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Allego	op. 3, no. 7					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 7	4. Allego	Arcangelo Corelli	3.6.0	1.1.2	MS3	MS3/op03n07d.mscx	False	40-86 (E2-D6)				xml	64-86 (E4-D6)		59-84 (B3-C6)		40-60 (E2-C4)		40-60 (E2-C4)	
op03n08a	1: 4/4	1: 0	20	20	80	20	20	80		304.5	453	179	0	0	90	C	2.3.0	Matthew Chiu	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Largo	op. 3, no. 8					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 8	1. Largo	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n08a.mscx	False	38-84 (D2-C6)				xml	62-84 (D4-C6)		62-81 (D4-A5)		38-64 (D2-E4)		38-64 (D2-E4)	
op03n08b	1: 4/4	1: 0	39	39	156	78	78	312		558.5	846	397	0	0	153	C	2.3.0	Ehsan Mohagheghi Fard	DK	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 3, no. 8					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 8	2. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n08b.mscx	False	43-86 (G2-D6)				xml	60-86 (C4-D6)		60-84 (C4-C6)		43-64 (G2-E4)		43-64 (G2-E4)	
op03n08c	1: 3/2	1: 0	31	31	186	31	31	186		708	267	95	0	0	74	a	2.3.0	Matthew Chiu	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Largo	op. 3, no. 8					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 8	3. Largo	Arcangelo Corelli	3.6.0	1.1.2	MS3	MS3/op03n08c.mscx	False	40-81 (E2-A5)				xml	63-81 (D#4-A5)		64-76 (E4-E5)		40-60 (E2-C4)		40-60 (E2-C4)	
op03n08d	1: 4/4	1: 0	40	40	160	80	80	320		569	1151	486	0	0	135	C	2.3.0	Matthew Chiu	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 3, no. 8					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 8	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n08d.mscx	False	40-86 (E2-D6)				xml	67-86 (G4-D6)		65-83 (F4-B5)		40-65 (E2-F4)		40-65 (E2-F4)	
op03n09a	1: 3/2	1: -2	30	30	180	30	30	180		684	224	80	0	0	69	f	2.3.0	John Heilig	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 3, no. 9					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 9	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n09a.mscx	False	41-84 (F2-C6)				xml	64-84 (E4-C6)		60-80 (C4-Ab5)		41-65 (F2-F4)		41-65 (F2-F4)	
op03n09b	1: 4/4	1: -2	28	28	112	56	56	224		390.25	447	206	0	0	103	f	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Vivace	op. 3, no. 9					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 9	2. Vivace	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n09b.mscx	False	36-84 (C2-C6)				xml	60-84 (C4-C6)		60-84 (C4-C6)		36-65 (C2-F4)		36-65 (C2-F4)	
op03n09c	1: 3/4	1: -2	38	38	114	38	38	114		454	325	117	0	0	85	f	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Largo	op. 3, no. 9					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 9	3. Largo	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n09c.mscx	False	41-84 (F2-C6)				xml	63-84 (Eb4-C6)		60-80 (C4-Ab5)		41-60 (F2-C4)		41-60 (F2-C4)	
op03n09d	1: 4/4	1: -2	28	28	112	56	56	224		438.5	563	204	0	0	121	f	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 3, no. 9					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 9	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n09d.mscx	False	36-85 (C2-Db6)				xml	60-84 (C4-C6)		60-85 (C4-Db6)		36-61 (C2-Db4)		36-61 (C2-Db4)	
op03n10a	1: 4/4	1: 0	14	14	56	28	28	112		214	224	75	0	0	49	a	2.3.0	Tal Soker	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Vivace	op. 3, no. 10					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 10	1. Vivace	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n10a.mscx	False	40-84 (E2-C6)				xml	66-84 (F#4-C6)		64-76 (E4-E5)		40-64 (E2-E4)		40-64 (E2-E4)	
op03n10b	1: 4/4	1: 0	38	38	152	76	76	304		515	958	338	0	0	154	a	2.3.0	Tal Soker	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 3, no. 10					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 10	2. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n10b.mscx	False	40-86 (E2-D6)				xml	59-86 (B3-D6)		64-83 (E4-B5)		40-65 (E2-F4)		40-65 (E2-F4)	
op03n10c	1: 3/2	1: 0	11	11	66	11	11	66		242	80	28	0	0	25	a	2.3.0	Tal Soker	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Adagio	op. 3, no. 10					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 10	3. Adagio	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n10c.mscx	False	40-84 (E2-C6)				xml	66-83 (F#4-B5)		68-84 (G#4-C6)		40-53 (E2-F3)		40-53 (E2-F3)	
op03n10d	1: 12/8	1: 0	31	31	186	62	62	372		520.5	641	308	0	0	114	a	2.3.0	Tal Soker	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Allegro	op. 3, no. 10					2020-04-07	3.02	Microsoft Windows			Sonata da chiesa op. 3, no. 10	4. Allegro	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n10d.mscx	False	40-83 (E2-B5)				xml	64-83 (E4-B5)		64-83 (E4-B5)		40-64 (E2-E4)		40-64 (E2-E4)	
op03n11a	1: 4/4	1: -1	17	17	68	17	17	68		260	280	126	0	0	68	g	2.3.0	John Heilig	JH	1689	1689	Arcangelo Corelli	Sonata da chiesa	1	Grave	op. 3, no. 11					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 11	1. Grave	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n11a.mscx	False	41-86 (F2-D6)				xml	66-86 (F#4-D6)		66-86 (F#4-D6)		41-60 (F2-C4)		41-60 (F2-C4)	
op03n11b	1: 4/4	1: -1	39	39	156	78	78	312		585	797	313	0	0	164	g	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Presto	op. 3, no. 11					2018-12-18	3.02	Linux			Sonata da chiesa op. 3, no. 11	2. Presto	Arcangelo Corelli	3.6.2	1.1.2	MS3	MS3/op03n11b.mscx	False	38-86 (D2-D6)				xml	62-86 (D4-D6)		62-82 (D4-Bb5)		38-65 (D2-F4)		38-65 (D2-F4)	
