mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1	6/4	3	1		A.vi.i	A	vi		i	i							m	0	1	0, -3, 1		0	0
2	2	0	0	6/4	3	1		V6	A	vi		V6	V		6					M	0	1	5, 2, 1		1	5
2	2	1	1	6/4	3	1		vi6	A	vi		vi6	vi		6					m	0	1	-7, -3, -4		-4	-7
3	3	0	0	6/4	3	1		v6	A	vi		v6	v		6					m	0	1	-2, 2, 1		1	-2
3	3	1	1	6/4	3	1		iv6	A	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
4	4	0	0	6/4	3	1		V\\	A	vi		V	V						\\	M	0	1	1, 5, 2		1	1
5	5	1	1	6/4	3	1		I.I	A	I		I	I							M	0	0	0, 4, 1		0	0
6	6	0	0	6/4	3	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	1	1	6/4	3	1		vi6	A	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
7	7	0	0	6/4	3	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
7	7	1	1	6/4	3	1		viio6/V	A	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
8	8	0	0	6/4	3	1		V\\	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
9	9	0	0	6/4	3	1		IV6(2)	A	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
9	9	1/2	1/2	6/4	3	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
9	9	1	1	6/4	3	1		viio	A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
10	10	0	0	6/4	3	1		I(4)	A	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
10	10	1/2	1/2	6/4	3	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
11	11	0	0	6/4	3	1		VII6(2)	A	I		VII6(2)	VII		6	2				M	0	0	9, 6, 0		5	9
11	11	1/2	1/2	6/4	3	1		VII6	A	I		VII6	VII		6					M	0	0	9, 6, 5		5	9
11	11	1	1	6/4	3	1		iiio	A	I		iiio	iii	o						o	0	0	4, 1, -2		4	4
12	12	0	0	6/4	3	1		IV(4)	A	I		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
12	12	1/2	1/2	6/4	3	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	1	1	6/4	3	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
