mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1	3/2	4	1	A.I		A	I		I	I							M	0	0	0, 4, 1		0	0
2	1	0	0	3/2	4	1	V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	1	1	1	3/2	4	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
3	2	0	0	3/2	4	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
3	2	1	1	3/2	4	1	V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	3	0	0	3/2	4	1	vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
4	3	1	1	3/2	4	1	V6/V		A	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
4	3	5/4	5/4	3/2	4	1	V7/V		A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
5	4	0	0	3/2	4	1	V(9)		A	I		V(9)	V			9				M	0	0	1, 5, 2	3	1	1
5	4	1/2	1/2	3/2	4	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
5	4	5/4	5/4	3/2	4	1	V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	5	0	0	3/2	4	1	I(9)		A	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
6	5	1/2	1/2	3/2	4	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
6	5	1	1	3/2	4	1	vi64	I(6)	A	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
7	6	0	0	3/2	4	1	V.V7		A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	3/4	3/4	3/2	4	1	V2		A	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	6	1	1	3/2	4	1	I6		A	V		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	0	0	3/2	4	1	IV		A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	7	1/2	1/2	3/2	4	1	V(4)		A	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
8	7	5/4	5/4	3/2	4	1	V		A	V		V	V							M	0	0	1, 5, 2		1	1
9	8	0	0	3/2	4	1	I\\		A	V		I	I						\\	M	0	0	0, 4, 1		0	0
10	9	0	0	3/2	4	1	I.IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
10	9	1	1	3/2	4	1	V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
11	10	0	0	3/2	4	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
11	10	1	1	3/2	4	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	11	0	0	3/2	4	1	iv/vi		A	I		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
12	11	1/2	1/2	3/2	4	1	V(4)/vi		A	I		V(4)/vi	V			4	vi			M	0	0	4, 3, 5		4	4
12	11	5/4	5/4	3/2	4	1	V(+4)/vi		A	I		V(+4)/vi	V			+4	vi			M	0	0	4, 8, 5	3	4	4
13	12	0	0	3/2	4	1	vi\\		A	I		vi	vi						\\	m	0	0	3, 0, 4		3	3
13	12	1	1	3/2	4	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
13	12	5/4	5/4	3/2	4	1	IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
14	13	0	0	3/2	4	1	V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
14	13	1	1	3/2	4	1	I(94)		A	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
14	13	5/4	5/4	3/2	4	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
15	14	0	0	3/2	4	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
15	14	3/4	3/4	3/2	4	1	V2		A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
15	14	1	1	3/2	4	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
16	15	0	0	3/2	4	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	15	1/2	1/2	3/2	4	1	V(4)		A	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
16	15	5/4	5/4	3/2	4	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
17	16	0	0	3/2	4	1	I\\		A	I		I	I						\\	M	0	0	0, 4, 1		0	0
