mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	4	1	b.i{		b	i		i		i						{	m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	4/4	4	1	V		b	i		V		V							M	1	1	1, 5, 2		1	1
1	1	3/4	3/4	4/4	4	1	V(4)		b	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
2	2	0	0	4/4	4	1	i|PAC}{		b	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
2	2	1/4	1/4	4/4	4	1	V6		b	i		V6		V		6					M	1	1	5, 2, 1		1	5
2	2	1/2	1/2	4/4	4	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
2	2	3/4	3/4	4/4	4	1	V6		b	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	3	0	0	4/4	4	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
3	3	1/8	1/8	4/4	4	1	v6		b	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
3	3	1/4	1/4	4/4	4	1	iv65(2)		b	i		iv65(2)		iv		65	2				mm7	1	1	-4, 0, -3, 1		-1	-4
3	3	1/2	1/2	4/4	4	1	V|HC}		b	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
4	4	0	0	4/4	4	1	III.I{		b	III		I		I						{	M	1	0	0, 4, 1		0	0
4	4	1/2	1/2	4/4	4	1	V		b	III		V		V							M	1	0	1, 5, 2		1	1
4	4	3/4	3/4	4/4	4	1	V(4)		b	III		V(4)		V			4				M	1	0	1, 0, 2		1	1
5	5	0	0	4/4	4	1	I|PAC}{		b	III		I		I					PAC	}{	M	1	0	0, 4, 1		0	0
5	5	1/4	1/4	4/4	4	1	V6		b	III		V6		V		6					M	1	0	5, 2, 1		1	5
5	5	1/2	1/2	4/4	4	1	I		b	III		I		I							M	1	0	0, 4, 1		0	0
5	5	3/4	3/4	4/4	4	1	V6		b	III		V6		V		6					M	1	0	5, 2, 1		1	5
6	6	0	0	4/4	4	1	I		b	III		I		I							M	1	0	0, 4, 1		0	0
6	6	1/8	1/8	4/4	4	1	V6		b	III		V6		V		6					M	1	0	5, 2, 1		1	5
6	6	1/4	1/4	4/4	4	1	V7(4)/V		b	III		V7(4)/V		V		7	4	V			Mm7	1	0	2, 1, 3, 0		2	2
6	6	1/2	1/2	4/4	4	1	V|HC}		b	III		V		V					HC	}	M	1	0	1, 5, 2		1	1
6	6	3/4	3/4	4/4	4	1	VII.I(6){		b	VII		I(6)		I			6			{	M	1	0	0, 4, 3		0	0
7	7	0	0	4/4	4	1	IV6		b	VII		IV6		IV		6					M	1	0	3, 0, -1		-1	3
7	7	3/8	3/8	4/4	4	1	IV		b	VII		IV		IV							M	1	0	-1, 3, 0		-1	-1
7	7	1/2	1/2	4/4	4	1	V7		b	VII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
7	7	7/8	7/8	4/4	4	1	I		b	VII		I		I							M	1	0	0, 4, 1		0	0
8	8	0	0	4/4	4	1	IV(2)		b	VII		IV(2)		IV			2				M	1	0	1, 3, 0		-1	1
8	8	1/2	1/2	4/4	4	1	I(4)		b	VII		I(4)		I			4				M	1	0	0, -1, 1		0	0
8	8	7/8	7/8	4/4	4	1	V6/ii		b	VII		V6/ii		V		6		ii			M	1	0	7, 4, 3		3	7
9	9	0	0	4/4	4	1	ii(2)		b	VII		ii(2)		ii			2				m	1	0	4, -1, 3		2	4
9	9	1/4	1/4	4/4	4	1	vi(4)		b	VII		vi(4)		vi			4				m	1	0	3, 2, 4		3	3
