mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	4/4	3	1	c.i{		c	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	1.0	1/4	1/4	4/4	3	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1	1	2	0.5	1/2	1/2	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
1	1	5/2	0.5	5/8	5/8	4/4	3	1	iv7		c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
1	1	3	0.5	3/4	3/4	4/4	3	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
1	1	7/2	0.5	7/8	7/8	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
2	2	4	1.0	0	0	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
2	2	5	1.0	1/4	1/4	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
2	2	6	1.0	1/2	1/2	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
2	2	7	0.5	3/4	3/4	4/4	3	1	iv6(2)		c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
2	2	15/2	0.5	7/8	7/8	4/4	3	1	iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
3	3	8	2.0	0	0	4/4	3	1	V|HC}		c	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
3	3	10	1.0	1/2	1/2	4/4	3	1	III{		c	i		III	III						{	M	1	1	-3, 1, -2		-3	-3
3	3	11	1.0	3/4	3/4	4/4	3	1	III6		c	i		III6	III		6					M	1	1	1, -2, -3		-3	1
4	4	12	1.0	0	0	4/4	3	1	VII		c	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
4	4	13	1.0	1/4	1/4	4/4	3	1	#viio		c	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
4	4	14	1.0	1/2	1/2	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
4	4	15	1.0	3/4	3/4	4/4	3	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	16	1.0	0	0	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
5	5	17	1.0	1/4	1/4	4/4	3	1	#viio6		c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
5	5	18	2.0	1/2	1/2	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
6	6	20	2.0	0	0	4/4	3	1	#viio6/iv		c	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
6	6	22	2.0	1/2	1/2	4/4	3	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	24	1.0	0	0	4/4	3	1	V6/iv		c	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
7	7	25	1.0	1/4	1/4	4/4	3	1	V/iv		c	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
7	7	26	1.0	1/2	1/2	4/4	3	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	27	1.0	3/4	3/4	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
8	8	28	1.0	0	0	4/4	3	1	iv6(2)	VIM7	c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
8	8	29	1.0	1/4	1/4	4/4	3	1	iv65		c	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
8	8	30	4.0	1/2	1/2	4/4	3	1	V|HC}		c	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
9	9	32	0.0	0	0	4/4	3	1	{		c	i									{		1	1				
9	9	34	2.0	1/2	1/2	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
10	10	36	2.0	0	0	4/4	3	1	ii/III		c	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
10	10	38	2.0	1/2	1/2	4/4	3	1	V/III		c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
11	11	40	2.0	0	0	4/4	3	1	I/III		c	i		I/III	I				III			M	1	1	-3, 1, -2		-3	-3
11	11	42	1.5	1/2	1/2	4/4	3	1	I6/III		c	i		I6/III	I		6		III			M	1	1	1, -2, -3		-3	1
11	11	87/2	0.5	7/8	7/8	4/4	3	1	ii65/III		c	i		ii65/III	ii		65		III			mm7	1	1	-4, 0, -3, -1		-1	-4
12	12	44	0.5	0	0	4/4	3	1	V/III		c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
12	12	89/2	0.5	1/8	1/8	4/4	3	1	IVM7/III		c	i		IVM7/III	IV	M	7		III			MM7	1	1	-4, 0, -3, 1		-4	-4
12	12	45	0.5	1/4	1/4	4/4	3	1	V(4)/III		c	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
12	12	91/2	0.5	3/8	3/8	4/4	3	1	V/III		c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
12	12	46	4.0	1/2	1/2	4/4	3	1	I/III|PAC		c	i		I/III	I				III	PAC		M	1	1	-3, 1, -2		-3	-3
13	13	50	1.5	1/2	1/2	4/4	3	1	I6/III		c	i		I6/III	I		6		III			M	1	1	1, -2, -3		-3	1
13	13	103/2	0.5	7/8	7/8	4/4	3	1	ii65/III		c	i		ii65/III	ii		65		III			mm7	1	1	-4, 0, -3, -1		-1	-4
14	14	52	0.5	0	0	4/4	3	1	V/III		c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
14	14	105/2	0.5	1/8	1/8	4/4	3	1	IVM7/III		c	i		IVM7/III	IV	M	7		III			MM7	1	1	-4, 0, -3, 1		-4	-4
14	14	53	0.5	1/4	1/4	4/4	3	1	V(4)/III		c	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
14	14	107/2	0.5	3/8	3/8	4/4	3	1	V/III		c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
14	14	54	4.0	1/2	1/2	4/4	3	1	I/III|PAC}		c	i		I/III	I				III	PAC	}	M	1	1	-3, 1, -2		-3	-3
15	15	56	0.0	0	0	4/4	3	1	{		c	i									{		1	1				
15	15	58	1.0	1/2	1/2	4/4	3	1	V6/III		c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
15	15	59	1.0	3/4	3/4	4/4	3	1	V/III		c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
16	16	60	1.0	0	0	4/4	3	1	iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
16	16	61	1.0	1/4	1/4	4/4	3	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	16	62	1.0	1/2	1/2	4/4	3	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	16	63	1.0	3/4	3/4	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
17	17	64	2.0	0	0	4/4	3	1	V6		c	i		V6	V		6					M	1	1	5, 2, 1		1	5
17	17	66	1.5	1/2	1/2	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
17	17	135/2	0.5	7/8	7/8	4/4	3	1	V/iv		c	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
18	18	68	1.0	0	0	4/4	3	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
18	18	69	1.0	1/4	1/4	4/4	3	1	iio6		c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
18	18	70	0.5	1/2	1/2	4/4	3	1	V2		c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
18	18	141/2	0.25	5/8	5/8	4/4	3	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
18	18	283/4	0.25	11/16	11/16	4/4	3	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
18	18	71	0.5	3/4	3/4	4/4	3	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
18	18	143/2	0.5	7/8	7/8	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
19	19	72	1.0	0	0	4/4	3	1	i|PAC		c	i		i	i					PAC		m	1	1	0, -3, 1		0	0
19	19	73	1.0	1/4	1/4	4/4	3	1	V6/iv		c	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
19	19	74	1.0	1/2	1/2	4/4	3	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
19	19	75	1.0	3/4	3/4	4/4	3	1	iio6		c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
20	20	76	0.5	0	0	4/4	3	1	V2		c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
20	20	153/2	0.25	1/8	1/8	4/4	3	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
20	20	307/4	0.25	3/16	3/16	4/4	3	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
20	20	77	0.5	1/4	1/4	4/4	3	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
20	20	155/2	0.5	3/8	3/8	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
20	20	78	2.0	1/2	1/2	4/4	3	1	i|PAC}		c	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
