mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	4.0	0	1/2	3/4	4	1	b.i{		b	i		i	i						{	m	1	1	0, -3, 1		0	0
3	2	4	4	2.0	0	0	3/4	4	1	v		b	i		v	v							m	1	1	1, -2, 2		1	1
3	2	6	6	1.0	1/2	1/2	3/4	4	1	v6		b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	3	7	7	1.0	0	0	3/4	4	1	VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
4	3	8	8	1.0	1/4	1/4	3/4	4	1	iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	3	9	9	1.0	1/2	1/2	3/4	4	1	iio6		b	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
5	4	10	10	2.0	0	0	3/4	4	1	V|HC}		b	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
5	4	12	12	1.0	1/2	1/2	3/4	4	1	i{		b	i		i	i						{	m	1	1	0, -3, 1		0	0
6	5	13	13	1.0	0	0	3/4	4	1	ii%2		b	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
6	5	14	14	2.0	1/4	1/4	3/4	4	1	V6		b	i		V6	V		6					M	1	1	5, 2, 1		1	5
7	6	16	16	2.0	0	0	3/4	4	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
7	6	18	18	1.0	1/2	1/2	3/4	4	1	III.I		b	III		I	I							M	1	0	0, 4, 1		0	0
8	7	19	19	1.0	0	0	3/4	4	1	ii2		b	III		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
8	7	20	20	2.0	1/4	1/4	3/4	4	1	V6		b	III		V6	V		6					M	1	0	5, 2, 1		1	5
9	8	22	22	2.0	0	0	3/4	4	1	I		b	III		I	I							M	1	0	0, 4, 1		0	0
9	8	24	24	1.0	1/2	1/2	3/4	4	1	I6		b	III		I6	I		6					M	1	0	4, 1, 0		0	4
10	9	25	25	2.0	0	0	3/4	4	1	IV		b	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
10	9	27	27	2.0	1/2	1/2	3/4	4	1	I6		b	III		I6	I		6					M	1	0	4, 1, 0		0	4
