mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	2/2	4	1	e.i{	e	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	2	2	1.0	1/2	1/2	2/2	4	1	ii%2	e	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
1	1	3	3	1.0	3/4	3/4	2/2	4	1	v6	e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
2	2	4	4	1.0	0	0	2/2	4	1	VI	e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	5	5	1.0	1/4	1/4	2/2	4	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	6	6	1.0	1/2	1/2	2/2	4	1	ii%65	e	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
2	2	7	7	1.0	3/4	3/4	2/2	4	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
3	3	8	8	2.0	0	0	2/2	4	1	i|PAC}	e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
3	3	10	10	2.0	1/2	1/2	2/2	4	1	V65	e	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	4	12	12	1.0	0	0	2/2	4	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
4	4	13	13	1.0	1/4	1/4	2/2	4	1	v.i{	e	v		i	i						{	m	1	1	0, -3, 1		0	0
4	4	14	14	1.0	1/2	1/2	2/2	4	1	V(4)	e	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
4	4	15	15	1.0	3/4	3/4	2/2	4	1	V	e	v		V	V							M	1	1	1, 5, 2		1	1
5	5	16	16	1.0	0	0	2/2	4	1	VI	e	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	17	17	1.0	1/4	1/4	2/2	4	1	i6	e	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	18	18	1.0	1/2	1/2	2/2	4	1	ii%65	e	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
5	5	19	19	1.0	3/4	3/4	2/2	4	1	V	e	v		V	V							M	1	1	1, 5, 2		1	1
6	6	20	20	2.0	0	0	2/2	4	1	i|PAC}	e	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
6	6	22	22	3.0	1/2	1/2	2/2	4	1	i.V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	7	25	25	1.0	1/4	1/4	2/2	4	1	i6{	e	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
7	7	26	26	1.0	1/2	1/2	2/2	4	1	ii%7	e	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
7	7	27	27	1.0	3/4	3/4	2/2	4	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
8	8	28	28	2.0	0	0	2/2	4	1	i|PAC}	e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
8	8	29	29	0.0	1/4	1/4	2/2	4	1	{	e	i									{		1	1				
8	8	30	30	1.0	1/2	1/2	2/2	4	1	ii%2	e	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
8	8	31	31	1.0	3/4	3/4	2/2	4	1	V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
9	9	32	32	1.0	0	0	2/2	4	1	i(9)	e	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
9	9	33	33	1.0	1/4	1/4	2/2	4	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
9	9	34	34	1.0	1/2	1/2	2/2	4	1	V6/III	e	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
9	9	35	35	1.0	3/4	3/4	2/2	4	1	V65/III	e	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
10	10	36	36	1.0	0	0	2/2	4	1	III(9)	e	i		III(9)	III			9				M	1	1	-3, 1, -2	-1	-3	-3
10	10	37	37	1.0	1/4	1/4	2/2	4	1	III	e	i		III	III							M	1	1	-3, 1, -2		-3	-3
10	10	38	38	1.0	1/2	1/2	2/2	4	1	V65/VII	e	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
10	10	39	39	1.0	3/4	3/4	2/2	4	1	V65	e	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
11	11	40	40	1.0	0	0	2/2	4	1	i(9)	e	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
11	11	41	41	1.0	1/4	1/4	2/2	4	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	11	42	42	1.0	1/2	1/2	2/2	4	1	ii%65	e	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
11	11	43	43	1.0	3/4	3/4	2/2	4	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
12	12	44	44	2.0	0	0	2/2	4	1	i|PAC}	e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
12	12	46	46	2.0	1/2	1/2	2/2	4	1	V7{	e	i		V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
13	13	48	48	1.0	0	0	2/2	4	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
13	13	49	49	1.0	1/4	1/4	2/2	4	1	v6	e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
13	13	50	50	1.0	1/2	1/2	2/2	4	1	iv6(2)	e	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
13	13	51	51	1.0	3/4	3/4	2/2	4	1	iv6	e	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
14	14	52	52	2.0	0	0	2/2	4	1	V|HC}	e	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
14	14	54	54	2.0	1/2	1/2	2/2	4	1	v.i{	e	v		i	i						{	m	1	1	0, -3, 1		0	0
15	15	56	56	1.0	0	0	2/2	4	1	ii%2	e	v		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
15	15	57	57	1.0	1/4	1/4	2/2	4	1	v6	e	v		v6	v		6					m	1	1	-2, 2, 1		1	-2
