mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4.0	0	0	4/4	3	1	A.I{		A	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	4	4	4.0	0	0	4/4	3	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	8	8	4.0	0	0	4/4	3	1	V6/V		A	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
4	4	12	12	4.0	0	0	4/4	3	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
5	5	16	16	4.0	0	0	4/4	3	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
6	6	20	20	0.5	0	0	4/4	3	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	41/2	41/2	0.5	1/8	1/8	4/4	3	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	6	21	21	0.5	1/4	1/4	4/4	3	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
6	6	43/2	43/2	0.5	3/8	3/8	4/4	3	1	iii6		A	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
6	6	22	22	0.5	1/2	1/2	4/4	3	1	vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
6	6	45/2	45/2	0.5	5/8	5/8	4/4	3	1	IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
6	6	23	23	0.5	3/4	3/4	4/4	3	1	viio		A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
6	6	47/2	47/2	0.5	7/8	7/8	4/4	3	1	V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
7	7	24	24	0.5	0	0	4/4	3	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
7	7	49/2	49/2	0.5	1/8	1/8	4/4	3	1	IVM65		A	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
7	7	25	25	0.5	1/4	1/4	4/4	3	1	viio		A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
7	7	51/2	51/2	0.5	3/8	3/8	4/4	3	1	iii65		A	I		iii65	iii		65					mm7	0	0	1, 5, 2, 4		4	1
7	7	26	26	0.5	1/2	1/2	4/4	3	1	vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
7	7	53/2	53/2	0.5	5/8	5/8	4/4	3	1	V.V65		A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	7	27	27	0.5	3/4	3/4	4/4	3	1	I		A	V		I	I							M	0	0	0, 4, 1		0	0
7	7	55/2	55/2	0.5	7/8	7/8	4/4	3	1	IVM65		A	V		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
8	8	28	28	0.5	0	0	4/4	3	1	viio		A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
8	8	57/2	57/2	0.5	1/8	1/8	4/4	3	1	iii6		A	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
8	8	29	29	0.5	1/4	1/4	4/4	3	1	vi		A	V		vi	vi							m	0	0	3, 0, 4		3	3
8	8	59/2	59/2	0.5	3/8	3/8	4/4	3	1	IV		A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	30	30	1.0	1/2	1/2	4/4	3	1	V		A	V		V	V							M	0	0	1, 5, 2		1	1
8	8	31	31	1.0	3/4	3/4	4/4	3	1	I6		A	V		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	32	32	1.0	0	0	4/4	3	1	ii65		A	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
9	9	33	33	0.5	1/4	1/4	4/4	3	1	V(4)		A	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
9	9	67/2	67/2	0.5	3/8	3/8	4/4	3	1	V		A	V		V	V							M	0	0	1, 5, 2		1	1
9	9	34	34	2.0	1/2	1/2	4/4	3	1	I|PAC}{		A	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
10	10	36	36	2.0	0	0	4/4	3	1	I6		A	V		I6	I		6					M	0	0	4, 1, 0		0	4
10	10	38	38	2.0	1/2	1/2	4/4	3	1	IV		A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	40	40	2.0	0	0	4/4	3	1	I.I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	42	42	8.0	1/2	1/2	4/4	3	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	50	50	2.0	1/2	1/2	4/4	3	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
14	14	52	52	8.0	0	0	4/4	3	1	V|HC}		A	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
16	16	60	60	1.0	0	0	4/4	3	1	V(64)		A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	16	61	61	1.0	1/4	1/4	4/4	3	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
16	16	62	62	1.0	1/2	1/2	4/4	3	1	I6{		A	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
16	16	63	63	1.0	3/4	3/4	4/4	3	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
17	17	64	64	1.0	0	0	4/4	3	1	V(4)		A	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
17	17	65	65	1.0	1/4	1/4	4/4	3	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
17	17	66	66	1.0	1/2	1/2	4/4	3	1	vi(9)		A	I		vi(9)	vi			9				m	0	0	3, 0, 4	5	3	3
17	17	67	67	1.0	3/4	3/4	4/4	3	1	vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
18	18	68	68	1.0	0	0	4/4	3	1	iii(4)		A	I		iii(4)	iii			4				m	0	0	4, 3, 5		4	4
18	18	69	69	1.0	1/4	1/4	4/4	3	1	iii		A	I		iii	iii							m	0	0	4, 1, 5		4	4
18	18	70	70	1.0	1/2	1/2	4/4	3	1	IV(9)		A	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
18	18	71	71	1.0	3/4	3/4	4/4	3	1	IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
19	19	72	72	1.0	0	0	4/4	3	1	I(4)		A	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
19	19	73	73	1.0	1/4	1/4	4/4	3	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
19	19	74	74	1.0	1/2	1/2	4/4	3	1	ii(9)		A	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
19	19	75	75	1.0	3/4	3/4	4/4	3	1	V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	76	76	1.0	0	0	4/4	3	1	I(9)		A	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
20	20	77	77	1.0	1/4	1/4	4/4	3	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
20	20	78	78	1.0	1/2	1/2	4/4	3	1	IVM7		A	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
20	20	79	79	1.0	3/4	3/4	4/4	3	1	V65/V		A	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
21	21	80	80	1.0	0	0	4/4	3	1	V(64)		A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
21	21	81	81	1.0	1/4	1/4	4/4	3	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
21	21	82	82	1.0	1/2	1/2	4/4	3	1	I|PAC}{		A	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
21	21	83	83	1.0	3/4	3/4	4/4	3	1	V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
22	22	84	84	1.0	0	0	4/4	3	1	vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
22	22	85	85	1.0	1/4	1/4	4/4	3	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
