mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1		E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/2	1/2	4/4	3	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	7/8	7/8	4/4	3	1		iii7	E	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
2	2	0	0	4/4	3	1		IV6(2)	E	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
2	2	1/4	1/4	4/4	3	1		IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	2	3/8	3/8	4/4	3	1		ii7	E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
2	2	1/2	1/2	4/4	3	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	3/4	3/4	4/4	3	1		iii6	E	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
2	2	7/8	7/8	4/4	3	1		IM7	E	I		IM7	I	M	7					MM7	0	0	0, 4, 1, 5		0	0
3	3	0	0	4/4	3	1		ii6(2)	E	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
3	3	1/4	1/4	4/4	3	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
3	3	1/2	1/2	4/4	3	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
3	3	3/4	3/4	4/4	3	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	0	0	4/4	3	1		ii7	E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
4	4	1/4	1/4	4/4	3	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	1/2	1/2	4/4	3	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
4	4	3/4	3/4	4/4	3	1		vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
5	5	0	0	4/4	3	1		V6(2)	E	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
5	5	1/4	1/4	4/4	3	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	1/2	1/2	4/4	3	1		ii7/V	E	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
5	5	3/4	3/4	4/4	3	1		V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
6	6	0	0	4/4	3	1		V|HC}	E	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
