mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/2	1	1		.G.vi.i	G	vi		i	i							m	0	1	0, -3, 1		0	0
1	1	1/2	1/2	3/2	1	1		V6	G	vi		V6	V		6					M	0	1	5, 2, 1		1	5
2	2	0	0	3/2	1	1		i	G	vi		i	i							m	0	1	0, -3, 1		0	0
2	2	5/4	5/4	3/2	1	1		VI6	G	vi		VI6	VI		6					M	0	1	0, -3, -4		-4	0
3	3	0	0	3/2	1	1		v6	G	vi		v6	v		6					m	0	1	-2, 2, 1		1	-2
3	3	1/2	1/2	3/2	1	1		iv6	G	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
4	4	0	0	3/2	1	1		V\\	G	vi		V	V						\\	M	0	1	1, 5, 2		1	1
5	5	0	0	3/2	1	1		I.vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
5	5	1/2	1/2	3/2	1	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	0	0	3/2	1	1		IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
6	6	1/2	1/2	3/2	1	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	5/4	5/4	3/2	1	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	0	0	3/2	1	1		IVM7	G	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
7	7	1/2	1/2	3/2	1	1		V(4)	G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
7	7	5/4	5/4	3/2	1	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
8	8	0	0	3/2	1	1		I\\	G	I		I	I						\\	M	0	0	0, 4, 1		0	0
10	10	0	0	3/2	1	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
11	11	0	0	3/2	1	1		V.ii7	G	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
11	11	1/2	1/2	3/2	1	1		V7	G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	0	0	3/2	1	1		I\\	G	V		I	I						\\	M	0	0	0, 4, 1		0	0
13	13	1/2	1/2	3/2	1	1		IV6	G	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
13	13	5/4	5/4	3/2	1	1		iii6	G	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
14	14	0	0	3/2	1	1		IVM7	G	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
14	14	1/2	1/2	3/2	1	1		viio64	G	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
14	14	5/4	5/4	3/2	1	1		I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	0	0	3/2	1	1		IVM7	G	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
15	15	1/2	1/2	3/2	1	1		V(4)	G	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
15	15	5/4	5/4	3/2	1	1		V	G	V		V	V							M	0	0	1, 5, 2		1	1
16	16	0	0	3/2	1	1		I\\	G	V		I	I						\\	M	0	0	0, 4, 1		0	0
17	17	0	0	3/2	1	1		I.V	G	I		V	V							M	0	0	1, 5, 2		1	1
17	17	1/2	1/2	3/2	1	1		IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	17	5/4	5/4	3/2	1	1		viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
18	18	0	0	3/2	1	1		I(4)	G	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
18	18	1/2	1/2	3/2	1	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
19	19	1/2	1/2	3/2	1	1		vi.iio6	G	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
19	19	5/4	5/4	3/2	1	1		iv7	G	vi		iv7	iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
20	20	0	0	3/2	1	1		V\\	G	vi		V	V						\\	M	0	1	1, 5, 2		1	1
21	21	0	0	3/2	1	1		i6	G	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
21	21	1/2	1/2	3/2	1	1		.bII6	G	vi		bII6	bII		6					M	0	1	-1, -4, -5		-5	-1
21	21	5/4	5/4	3/2	1	1		iv	G	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
