mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	5/8	3/4	4	1		D.I		D	I		I	I							M	0	0	0, 4, 1		0	0
3	2	1/4	1/4	3/4	4	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
4	3	0	0	3/4	4	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
4	3	1/2	1/2	3/4	4	1		V6		D	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	4	0	0	3/4	4	1		IV6(2)		D	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
5	4	1/4	1/4	3/4	4	1		IV6		D	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
5	4	1/2	1/2	3/4	4	1		viio6		D	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	5	0	0	3/4	4	1		V7		D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	5	1/2	1/2	3/4	4	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
7	6	0	0	3/4	4	1		ii6(2)		D	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
7	6	1/4	1/4	3/4	4	1		ii6		D	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	6	1/2	1/2	3/4	4	1		ii		D	I		ii	ii							m	0	0	2, -1, 3		2	2
8	7	0	0	3/4	4	1		I6(2)		D	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
8	7	1/2	1/2	3/4	4	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	8	0	0	3/4	4	1		IV		D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
9	8	1/4	1/4	3/4	4	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
10	9	0	0	3/4	4	1		I\\		D	I		I	I						\\	M	0	0	0, 4, 1		0	0
11	10	0	0	3/4	4	1		viio(2)		D	I		viio(2)	vii	o		2				o	0	0	0, 2, -1		5	0
11	10	1/4	1/4	3/4	4	1		viio		D	I		viio	vii	o						o	0	0	5, 2, -1		5	5
11	10	1/2	1/2	3/4	4	1		V6		D	I		V6	V		6					M	0	0	5, 2, 1		1	5
12	11	0	0	3/4	4	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
12	11	1/2	1/2	3/4	4	1		V6		D	I		V6	V		6					M	0	0	5, 2, 1		1	5
13	12	1/4	1/4	3/4	4	1		V.viio6		D	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
14	13	0	0	3/4	4	1		I		D	V		I	I							M	0	0	0, 4, 1		0	0
14	13	1/2	1/2	3/4	4	1		V6		D	V		V6	V		6					M	0	0	5, 2, 1		1	5
