mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	1	1	.C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	6/8	1	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	3/8	3/8	6/8	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
2	2	0	0	6/8	1	1	V(4)	C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
2	2	1/4	1/4	6/8	1	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	3/8	3/8	6/8	1	1	I}	C	I		I	I						}	M	0	0	0, 4, 1		0	0
3	3	0	0	6/8	1	1	V.I6{	C	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
3	3	1/4	1/4	6/8	1	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	3/8	3/8	6/8	1	1	vi	C	V		vi	vi							m	0	0	3, 0, 4		3	3
4	4	0	0	6/8	1	1	V(4)	C	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
4	4	1/4	1/4	6/8	1	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	3/8	3/8	6/8	1	1	I}	C	V		I	I						}	M	0	0	0, 4, 1		0	0
5	5	0	0	6/8	1	1	I.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
5	5	1/4	1/4	6/8	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
5	5	3/8	3/8	6/8	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
6	6	0	0	6/8	1	1	V(4)	C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
6	6	1/4	1/4	6/8	1	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	3/8	3/8	6/8	1	1	I}	C	I		I	I						}	M	0	0	0, 4, 1		0	0
7	7	0	0	6/8	1	1	{	C	I									{		0	0				
7	7	5/8	5/8	6/8	1	1	vi.#viio6	C	vi		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
8	8	1/4	1/4	6/8	1	1	i	C	vi		i	i							m	0	1	0, -3, 1		0	0
