mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	4	1		g.V		g	i		V	V							M	1	1	1, 5, 2		1	1
1	1	1/4	1/4	3/4	4	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	0	0	3/4	4	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
2	2	1/4	1/4	3/4	4	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	0	0	3/4	4	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
3	3	1/4	1/4	3/4	4	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	0	0	3/4	4	1		ii%2	#viio(2)	g	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
4	4	1/4	1/4	3/4	4	1		#viio		g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
5	5	0	0	3/4	4	1		V(4)/iv		g	i		V(4)/iv	V			4	iv			M	1	1	0, -1, 1		0	0
5	5	1/4	1/4	3/4	4	1		V/iv		g	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
5	5	1/2	1/2	3/4	4	1		V7/iv		g	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
6	6	0	0	3/4	4	1		iv(9)		g	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
6	6	1/2	1/2	3/4	4	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	0	0	3/4	4	1		V65		g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	7	1/4	1/4	3/4	4	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
7	7	1/2	1/2	3/4	4	1		V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	0	0	3/4	4	1		VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	8	1/2	1/2	3/4	4	1		iio64		g	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
8	8	1/2	1/2	3/4	4	1		iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
9	9	0	0	3/4	4	1		V\\		g	i		V	V						\\	M	1	1	1, 5, 2		1	1
9	9	1/2	1/2	3/4	4	1		V2		g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
10	10	0	0	3/4	4	1		V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
10	10	1/2	1/2	3/4	4	1		V65/iv		g	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
11	11	0	0	3/4	4	1		iv(9)		g	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
11	11	1/2	1/2	3/4	4	1		iv7		g	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
11	11	1/2	1/2	3/4	4	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	0	0	3/4	4	1		V6(2)		g	i		V6(2)	V		6	2				M	1	1	5, 2, -4		1	5
12	12	1/4	1/4	3/4	4	1		V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
12	12	1/2	1/2	3/4	4	1		V65		g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
13	13	0	0	3/4	4	1		i(9)		g	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
13	13	1/4	1/4	3/4	4	1		i(4)		g	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
13	13	1/2	1/2	3/4	4	1		#viio/iv		g	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
14	14	0	0	3/4	4	1		iv(9)		g	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
14	14	1/4	1/4	3/4	4	1		iio		g	i		iio	ii	o						o	1	1	2, -1, -4		2	2
14	14	1/2	1/2	3/4	4	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	15	0	0	3/4	4	1		V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	15	1/4	1/4	3/4	4	1		VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
15	15	1/2	1/2	3/4	4	1		ii%65		g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
16	16	0	0	3/4	4	1		V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
16	16	1/4	1/4	3/4	4	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
17	17	0	0	3/4	4	1		i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
18	18	0	0	3/4	4	1		ii%2	V6(4)	g	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
18	18	1/4	1/4	3/4	4	1		V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
19	19	0	0	3/4	4	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
19	19	1/4	1/4	3/4	4	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
20	20	0	0	3/4	4	1		ii2/III	V6(4)/III	g	i		ii2/III	ii		2		III			mm7	1	1	-3, -1, -4, 0		-1	-3
20	20	1/4	1/4	3/4	4	1		V6/III		g	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
21	21	0	0	3/4	4	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
21	21	1/4	1/4	3/4	4	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
22	22	0	0	3/4	4	1		ii%2/iv	V6(4)/iv	g	i		ii%2/iv	ii	%	2		iv			%7	1	1	-1, 1, -2, -5		1	-1
22	22	1/4	1/4	3/4	4	1		V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
23	23	0	0	3/4	4	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
