mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	4/4	4	1	c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	2	2	0.5	1/2	1/2	4/4	4	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
1	1	5/2	5/2	0.5	5/8	5/8	4/4	4	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
1	1	3	3	0.5	3/4	3/4	4/4	4	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
1	1	7/2	7/2	0.5	7/8	7/8	4/4	4	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
2	2	4	4	1.5	0	0	4/4	4	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
2	2	11/2	11/2	0.5	3/8	3/8	4/4	4	1	VI6	c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
2	2	6	6	0.5	1/2	1/2	4/4	4	1	V7/III	c	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
2	2	13/2	13/2	0.5	5/8	5/8	4/4	4	1	IIIM7	c	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
2	2	7	7	0.5	3/4	3/4	4/4	4	1	VIM7	c	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
2	2	15/2	15/2	0.5	7/8	7/8	4/4	4	1	ii%7	c	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
3	3	8	8	0.5	0	0	4/4	4	1	v7	c	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
3	3	17/2	17/2	0.5	1/8	1/8	4/4	4	1	i7	c	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
3	3	9	9	0.5	1/4	1/4	4/4	4	1	iv7	c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
3	3	19/2	19/2	0.5	3/8	3/8	4/4	4	1	V7/III	c	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
3	3	10	10	0.5	1/2	1/2	4/4	4	1	IIIM7	c	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
3	3	21/2	21/2	0.5	5/8	5/8	4/4	4	1	VIM7	c	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
3	3	11	11	0.5	3/4	3/4	4/4	4	1	ii%7	c	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
3	3	23/2	23/2	0.5	7/8	7/8	4/4	4	1	V7	c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	12	12	0.5	0	0	4/4	4	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
4	4	25/2	25/2	0.5	1/8	1/8	4/4	4	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	13	13	0.5	1/4	1/4	4/4	4	1	ii%65	c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
4	4	27/2	27/2	0.5	3/8	3/8	4/4	4	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
4	4	14	14	0.5	1/2	1/2	4/4	4	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
4	4	29/2	29/2	0.5	5/8	5/8	4/4	4	1	v6	c	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	4	15	15	0.0	3/4	3/4	4/4	4	1	IV6(2)	c	i		IV6(2)	IV		6	2				M	1	1	3, 0, 1		-1	3
4	4	15	15	1.0	3/4	3/4	4/4	4	1	IV6	c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
5	5	16	16	4.0	0	0	4/4	4	1	V|HC}	c	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
6	6	20	20	2.0	0	0	4/4	4	1	III.I{	c	III		I	I						{	M	1	0	0, 4, 1		0	0
6	6	22	22	0.5	1/2	1/2	4/4	4	1	V6	c	III		V6	V		6					M	1	0	5, 2, 1		1	5
6	6	45/2	45/2	0.5	5/8	5/8	4/4	4	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
6	6	23	23	0.5	3/4	3/4	4/4	4	1	V	c	III		V	V							M	1	0	1, 5, 2		1	1
6	6	47/2	47/2	0.5	7/8	7/8	4/4	4	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
7	7	24	24	1.5	0	0	4/4	4	1	V6	c	III		V6	V		6					M	1	0	5, 2, 1		1	5
7	7	51/2	51/2	0.5	3/8	3/8	4/4	4	1	vi6	c	III		vi6	vi		6					m	1	0	0, 4, 3		3	0
7	7	26	26	0.5	1/2	1/2	4/4	4	1	vii%7	c	III		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
7	7	53/2	53/2	0.5	5/8	5/8	4/4	4	1	iii7	c	III		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
7	7	27	27	0.5	3/4	3/4	4/4	4	1	vi7	c	III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
7	7	55/2	55/2	0.5	7/8	7/8	4/4	4	1	ii7	c	III		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
8	8	28	28	0.5	0	0	4/4	4	1	V7	c	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
8	8	57/2	57/2	0.5	1/8	1/8	4/4	4	1	IM7	c	III		IM7	I	M	7					MM7	1	0	0, 4, 1, 5		0	0
8	8	29	29	0.5	1/4	1/4	4/4	4	1	IVM7	c	III		IVM7	IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
8	8	59/2	59/2	0.5	3/8	3/8	4/4	4	1	vii%7	c	III		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
8	8	30	30	0.5	1/2	1/2	4/4	4	1	iii7	c	III		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
