mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1		D.I{	D	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	4/4	3	1		I6	D	I		I6	I		6					M	0	0	4, 1, 0		0	4
1	1	1/2	1/2	4/4	3	1		V	D	I		V	V							M	0	0	1, 5, 2		1	1
2	2	0	0	4/4	3	1		I	D	I		I	I							M	0	0	0, 4, 1		0	0
2	2	1/4	1/4	4/4	3	1		vi6	D	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
2	2	1/2	1/2	4/4	3	1		V6(2)	D	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
2	2	3/4	3/4	4/4	3	1		iii7	D	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
3	3	0	0	4/4	3	1		IV6(2)	D	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
3	3	1/4	1/4	4/4	3	1		ii7	D	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
3	3	1/2	1/2	4/4	3	1		V7	D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	3/4	3/4	4/4	3	1		vi	D	I		vi	vi							m	0	0	3, 0, 4		3	3
4	4	0	0	4/4	3	1		V7/V	D	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
4	4	1/4	1/4	4/4	3	1		vi/V	D	I		vi/V	vi				V			m	0	0	4, 1, 5		4	4
4	4	1/2	1/2	4/4	3	1		ii7/V	D	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
4	4	3/4	3/4	4/4	3	1		V/V	D	I		V/V	V				V			M	0	0	2, 6, 3		2	2
5	5	0	0	4/4	3	1		I/V|PAC}	D	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
5	5	1/2	1/2	4/4	3	1		{	D	I									{		0	0				
5	5	3/4	3/4	4/4	3	1		I6/V	D	I		I6/V	I		6		V			M	0	0	5, 2, 1		1	5
6	6	0	0	4/4	3	1		V/V	D	I		V/V	V				V			M	0	0	2, 6, 3		2	2
6	6	1/2	1/2	4/4	3	1		V	D	I		V	V							M	0	0	1, 5, 2		1	1
6	6	3/4	3/4	4/4	3	1		I	D	I		I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	4/4	3	1		ii6(2)	D	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
7	7	1/4	1/4	4/4	3	1		vii%7	D	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
7	7	1/2	1/2	4/4	3	1		I6(2)	D	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
7	7	3/4	3/4	4/4	3	1		vi7	D	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
8	8	0	0	4/4	3	1		ii7	D	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
8	8	1/4	1/4	4/4	3	1		V7	D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	1/2	1/2	4/4	3	1		I|PAC}{	D	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
9	9	0	0	4/4	3	1		viio6	D	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
9	9	1/2	1/2	4/4	3	1		V/vi	D	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
10	10	0	0	4/4	3	1		vi6(2)/vi	D	I		vi6(2)/vi	vi		6	2	vi			m	0	0	-4, 0, 1		-1	-4
10	10	1/4	1/4	4/4	3	1		vi6/vi	D	I		vi6/vi	vi		6		vi			m	0	0	-4, 0, -1		-1	-4
10	10	1/2	1/2	4/4	3	1		V/vi	D	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
10	10	3/4	3/4	4/4	3	1		III/vi	D	I		III/vi	III				vi			M	0	0	0, 4, 1		0	0
11	11	0	0	4/4	3	1		iv6(2)/vi	D	I		iv6(2)/vi	iv		6	2	vi			m	0	0	-1, 3, 4		2	-1
11	11	1/4	1/4	4/4	3	1		iio/vi	D	I		iio/vi	ii	o			vi			o	0	0	5, 2, -1		5	5
11	11	1/2	1/2	4/4	3	1		V7/vi	D	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
11	11	3/4	3/4	4/4	3	1		vi	D	I		vi	vi							m	0	0	3, 0, 4		3	3
12	12	0	0	4/4	3	1		ii7	D	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
12	12	1/4	1/4	4/4	3	1		V	D	I		V	V							M	0	0	1, 5, 2		1	1
12	12	1/2	1/2	4/4	3	1		IM7	D	I		IM7	I	M	7					MM7	0	0	0, 4, 1, 5		0	0
12	12	3/4	3/4	4/4	3	1		IV	D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	0	0	4/4	3	1		ii7/vi	D	I		ii7/vi	ii		7		vi			mm7	0	0	5, 2, 6, 3		5	5
13	13	1/4	1/4	4/4	3	1		V/vi	D	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
13	13	1/2	1/2	4/4	3	1		i/vi|PAC}{	D	I		i/vi	i				vi	PAC	}{	m	0	0	3, 0, 4		3	3
14	14	0	0	4/4	3	1		V6	D	I		V6	V		6					M	0	0	5, 2, 1		1	5
14	14	1/2	1/2	4/4	3	1		I	D	I		I	I							M	0	0	0, 4, 1		0	0
15	15	0	0	4/4	3	1		ii6	D	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
15	15	1/2	1/2	4/4	3	1		V	D	I		V	V							M	0	0	1, 5, 2		1	1
15	15	3/4	3/4	4/4	3	1		I	D	I		I	I							M	0	0	0, 4, 1		0	0
16	16	0	0	4/4	3	1		IV(9)	D	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
16	16	1/4	1/4	4/4	3	1		IV	D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	16	1/2	1/2	4/4	3	1		V7	D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	3/4	3/4	4/4	3	1		vi64	D	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
17	17	0	0	4/4	3	1		ii7	D	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
17	17	1/4	1/4	4/4	3	1		V	D	I		V	V							M	0	0	1, 5, 2		1	1
17	17	1/2	1/2	4/4	3	1		I	D	I		I	I							M	0	0	0, 4, 1		0	0
18	18	0	0	4/4	3	1		IV(9)	D	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
18	18	1/4	1/4	4/4	3	1		IV	D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	1/2	1/2	4/4	3	1		V7	D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	3/4	3/4	4/4	3	1		vi64	D	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
19	19	0	0	4/4	3	1		ii7	D	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
19	19	1/4	1/4	4/4	3	1		V	D	I		V	V							M	0	0	1, 5, 2		1	1
19	19	1/2	1/2	4/4	3	1		I|PAC}	D	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
