mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1/8	1/8	6/8	4	1	F.I{		F	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	3/8	3/8	6/8	4	1	viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	2	0	0	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	3/8	3/8	6/8	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	1/2	1/2	6/8	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
3	3	0	0	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
3	3	3/8	3/8	6/8	4	1	viio6(2)		F	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
3	3	5/8	5/8	6/8	4	1	viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
4	4	0	0	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	3/8	3/8	6/8	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	5	0	0	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
5	5	3/8	3/8	6/8	4	1	viio6(2)		F	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
5	5	5/8	5/8	6/8	4	1	viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	6	0	0	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	3/8	3/8	6/8	4	1	ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
6	6	1/2	1/2	6/8	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	0	0	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
7	7	3/8	3/8	6/8	4	1	V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
7	7	1/2	1/2	6/8	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
8	8	0	0	6/8	4	1	V.ii(9)		F	V		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
8	8	1/8	1/8	6/8	4	1	V7		F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	3/8	3/8	6/8	4	1	I(9)		F	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
8	8	1/2	1/2	6/8	4	1	I		F	V		I	I							M	0	0	0, 4, 1		0	0
9	9	0	0	6/8	4	1	IV(9)		F	V		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
9	9	1/8	1/8	6/8	4	1	IV		F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
9	9	3/8	3/8	6/8	4	1	V7		F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	1/2	1/2	6/8	4	1	I		F	V		I	I							M	0	0	0, 4, 1		0	0
10	10	0	0	6/8	4	1	IVM7		F	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
10	10	1/8	1/8	6/8	4	1	V		F	V		V	V							M	0	0	1, 5, 2		1	1
10	10	3/8	3/8	6/8	4	1	I|PAC}		F	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
10	10	1/2	1/2	6/8	4	1	{		F	V									{		0	0				
10	10	5/8	5/8	6/8	4	1	I.iii6		F	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
11	11	0	0	6/8	4	1	vi2		F	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
11	11	1/8	1/8	6/8	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	1/4	1/4	6/8	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
11	11	3/8	3/8	6/8	4	1	V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
11	11	1/2	1/2	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	0	0	6/8	4	1	ii7		F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
12	12	1/8	1/8	6/8	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	3/8	3/8	6/8	4	1	I(9)		F	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
12	12	1/2	1/2	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
12	12	5/8	5/8	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	0	0	6/8	4	1	ii6(2)		F	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
13	13	1/8	1/8	6/8	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
13	13	3/8	3/8	6/8	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	1/2	1/2	6/8	4	1	V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	13	5/8	5/8	6/8	4	1	ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
14	14	0	0	6/8	4	1	V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
14	14	1/8	1/8	6/8	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
14	14	3/8	3/8	6/8	4	1	I|PAC}		F	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
14	14	5/8	5/8	6/8	4	1	I6{		F	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
15	15	0	0	6/8	4	1	IV(9)		F	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
15	15	1/4	1/4	6/8	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	15	3/8	3/8	6/8	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	1/2	1/2	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
15	15	5/8	5/8	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	0	0	6/8	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	16	1/8	1/8	6/8	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
16	16	3/8	3/8	6/8	4	1	I|PAC}		F	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
17	17	0	0	6/8	4	1	{		F	I									{		0	0				
17	17	3/8	3/8	6/8	4	1	V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
18	18	0	0	6/8	4	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
18	18	1/4	1/4	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
18	18	3/8	3/8	6/8	4	1	ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
18	18	1/2	1/2	6/8	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	19	0	0	6/8	4	1	I|IAC}		F	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
19	19	1/8	1/8	6/8	4	1	{		F	I									{		0	0				
19	19	3/8	3/8	6/8	4	1	V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
19	19	1/2	1/2	6/8	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
20	20	0	0	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
20	20	3/8	3/8	6/8	4	1	viio6(2)		F	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
20	20	1/2	1/2	6/8	4	1	viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
21	21	0	0	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	3/8	3/8	6/8	4	1	ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
21	21	1/2	1/2	6/8	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	22	0	0	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
22	22	3/8	3/8	6/8	4	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
23	23	0	0	6/8	4	1	ii7/V		F	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
23	23	1/8	1/8	6/8	4	1	V7/V		F	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
23	23	3/8	3/8	6/8	4	1	I/V|IAC}		F	I		I/V	I				V	IAC	}	M	0	0	1, 5, 2		1	1
23	23	5/8	5/8	6/8	4	1	{		F	I									{		0	0				
24	24	0	0	6/8	4	1	IV6(2)		F	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
24	24	1/8	1/8	6/8	4	1	IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
24	24	1/4	1/4	6/8	4	1	viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
24	24	3/8	3/8	6/8	4	1	I(4)		F	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
24	24	1/2	1/2	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
24	24	5/8	5/8	6/8	4	1	vi.III6		F	vi		III6	III		6					M	0	1	1, -2, -3		-3	1
25	25	0	0	6/8	4	1	IV65		F	vi		IV65	IV		65					Mm7	0	1	3, 0, -3, -1		-1	3
25	25	1/4	1/4	6/8	4	1	#viio		F	vi		#viio	#vii	o						o	0	1	5, 2, -1		5	5
25	25	3/8	3/8	6/8	4	1	i(9)		F	vi		i(9)	i			9				m	0	1	0, -3, 1	2	0	0
25	25	5/8	5/8	6/8	4	1	i6		F	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
26	26	0	0	6/8	4	1	iio65		F	vi		iio65	ii	o	65					o7	0	1	-1, -4, -7, 2		2	-1
26	26	1/8	1/8	6/8	4	1	V		F	vi		V	V							M	0	1	1, 5, 2		1	1
26	26	3/8	3/8	6/8	4	1	i|PAC}		F	vi		i	i					PAC	}	m	0	1	0, -3, 1		0	0
26	26	1/2	1/2	6/8	4	1	I.IV6{		F	I		IV6	IV		6				{	M	0	0	3, 0, -1		-1	3
26	26	5/8	5/8	6/8	4	1	viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
27	27	0	0	6/8	4	1	I(4)		F	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
27	27	1/8	1/8	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
27	27	1/4	1/4	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
27	27	3/8	3/8	6/8	4	1	ii6(2)		F	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
27	27	1/2	1/2	6/8	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
27	27	5/8	5/8	6/8	4	1	V.viio		F	V		viio	vii	o						o	0	0	5, 2, -1		5	5
28	28	0	0	6/8	4	1	I		F	V		I	I							M	0	0	0, 4, 1		0	0
28	28	1/4	1/4	6/8	4	1	vi6		F	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
28	28	3/8	3/8	6/8	4	1	V6(2)		F	V		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
28	28	1/2	1/2	6/8	4	1	V6		F	V		V6	V		6					M	0	0	5, 2, 1		1	5
28	28	5/8	5/8	6/8	4	1	V		F	V		V	V							M	0	0	1, 5, 2		1	1
29	29	0	0	6/8	4	1	IV6(2)		F	V		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
29	29	1/8	1/8	6/8	4	1	IV6		F	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
29	29	1/4	1/4	6/8	4	1	IV		F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	3/8	3/8	6/8	4	1	V7		F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29	1/2	1/2	6/8	4	1	vi		F	V		vi	vi							m	0	0	3, 0, 4		3	3
29	29	5/8	5/8	6/8	4	1	V6		F	V		V6	V		6					M	0	0	5, 2, 1		1	5
30	30	0	0	6/8	4	1	IVM7		F	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
30	30	1/8	1/8	6/8	4	1	V		F	V		V	V							M	0	0	1, 5, 2		1	1
30	30	3/8	3/8	6/8	4	1	I|IAC}		F	V		I	I					IAC	}	M	0	0	0, 4, 1		0	0
30	30	1/2	1/2	6/8	4	1	{		F	V									{		0	0				
30	30	5/8	5/8	6/8	4	1	I.iii6		F	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
31	31	0	0	6/8	4	1	vi2		F	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
31	31	1/8	1/8	6/8	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	1/4	1/4	6/8	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
31	31	3/8	3/8	6/8	4	1	V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
31	31	1/2	1/2	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	0	0	6/8	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
32	32	1/8	1/8	6/8	4	1	V6/V		F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
32	32	3/8	3/8	6/8	4	1	V|HC}		F	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
32	32	1/2	1/2	6/8	4	1	I{		F	I		I	I						{	M	0	0	0, 4, 1		0	0
33	33	0	0	6/8	4	1	ii2	viio(2)	F	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
33	33	1/8	1/8	6/8	4	1	viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
33	33	1/4	1/4	6/8	4	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
33	33	3/8	3/8	6/8	4	1	I(9)		F	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
33	33	1/2	1/2	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
34	34	0	0	6/8	4	1	V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
34	34	1/8	1/8	6/8	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
34	34	3/8	3/8	6/8	4	1	vi(9)		F	I		vi(9)	vi			9				m	0	0	3, 0, 4	5	3	3
34	34	1/2	1/2	6/8	4	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
35	35	0	0	6/8	4	1	iii(4)		F	I		iii(4)	iii			4				m	0	0	4, 3, 5		4	4
35	35	1/8	1/8	6/8	4	1	iii		F	I		iii	iii							m	0	0	4, 1, 5		4	4
35	35	3/8	3/8	6/8	4	1	IV(9)		F	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
35	35	1/2	1/2	6/8	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
36	36	0	0	6/8	4	1	I(4)		F	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
36	36	1/8	1/8	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
36	36	3/8	3/8	6/8	4	1	ii(9)		F	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
36	36	1/2	1/2	6/8	4	1	ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
37	37	0	0	6/8	4	1	I6(2)		F	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
37	37	1/8	1/8	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	3/8	3/8	6/8	4	1	ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
37	37	1/2	1/2	6/8	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
38	38	0	0	6/8	4	1	I|PAC}		F	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
38	38	1/4	1/4	6/8	4	1	{		F	I									{		0	0				
38	38	3/8	3/8	6/8	4	1	IVM65		F	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
38	38	1/2	1/2	6/8	4	1	viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
38	38	5/8	5/8	6/8	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
39	39	0	0	6/8	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
39	39	1/4	1/4	6/8	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
39	39	3/8	3/8	6/8	4	1	ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
39	39	1/2	1/2	6/8	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
40	40	0	0	6/8	4	1	I|PAC}		F	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
