mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	4/4	3	1	c.i{		c	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	1.0	1/4	1/4	4/4	3	1	VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
1	1	2	1.0	1/2	1/2	4/4	3	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
1	1	3	1.0	3/4	3/4	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
2	2	4	1.0	0	0	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
2	2	5	1.0	1/4	1/4	4/4	3	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	6	1.0	1/2	1/2	4/4	3	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
2	2	7	1.0	3/4	3/4	4/4	3	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
3	3	8	1.5	0	0	4/4	3	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
3	3	19/2	0.5	3/8	3/8	4/4	3	1	v6		c	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
3	3	10	1.0	1/2	1/2	4/4	3	1	iv6(2)		c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
3	3	11	1.0	3/4	3/4	4/4	3	1	iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	12	4.0	0	0	4/4	3	1	V|HC}		c	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
5	5	16	1.0	0	0	4/4	3	1	i/v{		c	i		i/v	i				v		{	m	1	1	1, -2, 2		1	1
5	5	17	1.0	1/4	1/4	4/4	3	1	VI/v		c	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
5	5	18	1.0	1/2	1/2	4/4	3	1	V(4)/v		c	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
5	5	19	1.0	3/4	3/4	4/4	3	1	V/v		c	i		V/v	V				v			M	1	1	2, 6, 3		2	2
6	6	20	1.0	0	0	4/4	3	1	i/v		c	i		i/v	i				v			m	1	1	1, -2, 2		1	1
6	6	21	1.0	1/4	1/4	4/4	3	1	i6/v		c	i		i6/v	i		6		v			m	1	1	-2, 2, 1		1	-2
6	6	22	1.0	1/2	1/2	4/4	3	1	V(4)/v		c	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
6	6	23	1.0	3/4	3/4	4/4	3	1	V/v		c	i		V/v	V				v			M	1	1	2, 6, 3		2	2
7	7	24	1.5	0	0	4/4	3	1	i/v		c	i		i/v	i				v			m	1	1	1, -2, 2		1	1
7	7	51/2	0.5	3/8	3/8	4/4	3	1	v6/v		c	i		v6/v	v		6		v			m	1	1	-1, 3, 2		2	-1
7	7	26	1.0	1/2	1/2	4/4	3	1	iv6(2)/v		c	i		iv6(2)/v	iv		6	2	v			m	1	1	-3, 1, 2		0	-3
