mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	1	1	.c.i	c	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1/4	1/4	4/4	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
1	1	1/2	1/2	4/4	1	1	V(4)	c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
1	1	3/4	3/4	4/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
2	2	0	0	4/4	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
2	2	1/4	1/4	4/4	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	1/2	1/2	4/4	1	1	V(4)	c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
2	2	3/4	3/4	4/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
3	3	0	0	4/4	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
3	3	3/8	3/8	4/4	1	1	v6	c	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
3	3	1/2	1/2	4/4	1	1	iv6(2)	c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
3	3	3/4	3/4	4/4	1	1	iv6	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	0	0	4/4	1	1	V\\	c	i		V	V						\\	M	1	1	1, 5, 2		1	1
5	5	0	0	4/4	1	1	v.i	c	v		i	i							m	1	1	0, -3, 1		0	0
5	5	1/4	1/4	4/4	1	1	VI	c	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	1/2	1/2	4/4	1	1	V(4)	c	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
5	5	3/4	3/4	4/4	1	1	V	c	v		V	V							M	1	1	1, 5, 2		1	1
6	6	0	0	4/4	1	1	i	c	v		i	i							m	1	1	0, -3, 1		0	0
6	6	1/2	1/2	4/4	1	1	V(4)	c	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
6	6	3/4	3/4	4/4	1	1	V	c	v		V	V							M	1	1	1, 5, 2		1	1
7	7	0	0	4/4	1	1	i	c	v		i	i							m	1	1	0, -3, 1		0	0
7	7	3/8	3/8	4/4	1	1	v6	c	v		v6	v		6					m	1	1	-2, 2, 1		1	-2
7	7	1/2	1/2	4/4	1	1	iv6(2)	c	v		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
7	7	3/4	3/4	4/4	1	1	iv6	c	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
8	8	0	0	4/4	1	1	V\\	c	v		V	V						\\	M	1	1	1, 5, 2		1	1
8	8	1/2	1/2	4/4	1	1	V65	c	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	9	0	0	4/4	1	1	i	c	v		i	i							m	1	1	0, -3, 1		0	0
9	9	1/4	1/4	4/4	1	1	V7/iv	c	v		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
9	9	1/2	1/2	4/4	1	1	iv	c	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	9	3/4	3/4	4/4	1	1	iv.V2	c	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
10	10	0	0	4/4	1	1	i6	c	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	10	1/4	1/4	4/4	1	1	#viio/iv	c	iv		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
10	10	1/2	1/2	4/4	1	1	ii6	c	iv		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
10	10	3/4	3/4	4/4	1	1	#viio/v	c	iv		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
11	11	0	0	4/4	1	1	v	c	iv		v	v							m	1	1	1, -2, 2		1	1
11	11	1/4	1/4	4/4	1	1	#viio6	c	iv		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
11	11	1/2	1/2	4/4	1	1	i	c	iv		i	i							m	1	1	0, -3, 1		0	0
11	11	3/4	3/4	4/4	1	1	iv	c	iv		iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	0	0	4/4	1	1	V(4)	c	iv		V(4)	V			4				M	1	1	1, 0, 2		1	1
12	12	1/4	1/4	4/4	1	1	V	c	iv		V	V							M	1	1	1, 5, 2		1	1
12	12	1/2	1/2	4/4	1	1	i\\	c	iv		i	i						\\	m	1	1	0, -3, 1		0	0
12	12	3/4	3/4	4/4	1	1	i.V6/iv	c	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
13	13	0	0	4/4	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
13	13	1/4	1/4	4/4	1	1	V6/V	c	i		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
13	13	1/2	1/2	4/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
13	13	3/4	3/4	4/4	1	1	V2	c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
14	14	0	0	4/4	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	1/4	1/4	4/4	1	1	#viio/iv	c	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
14	14	1/2	1/2	4/4	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
14	14	3/4	3/4	4/4	1	1	V6/V	c	i		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
15	15	0	0	4/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
15	15	1/4	1/4	4/4	1	1	V(64)	c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
15	15	1/2	1/2	4/4	1	1	V(4)	c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
15	15	3/4	3/4	4/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
