mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	4	1		A.I	A	I		I	I							M	0	0	0, 4, 1		0	0
2	2	0	0	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
2	2	1/2	1/2	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
3	3	0	0	3/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	3	1/4	1/4	3/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	1/2	1/2	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
4	4	0	0	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
4	4	1/2	1/2	3/4	4	1		I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
5	5	0	0	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	1/2	1/2	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
6	6	0	0	3/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	1/2	1/2	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
7	7	0	0	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
8	8	0	0	3/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
8	8	1/2	1/2	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
9	9	0	0	3/4	4	1		V.V	A	V		V	V							M	0	0	1, 5, 2		1	1
9	9	1/2	1/2	3/4	4	1		iii6	A	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
10	10	0	0	3/4	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	1/4	1/4	3/4	4	1		V2	A	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	1/2	1/2	3/4	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
11	11	0	0	3/4	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
11	11	1/2	1/2	3/4	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
12	12	0	0	3/4	4	1		I.V	A	I		V	V							M	0	0	1, 5, 2		1	1
12	12	1/2	1/2	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	0	0	3/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	1/2	1/2	3/4	4	1		V65/V	A	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
14	14	0	0	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
14	14	1/2	1/2	3/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
15	15	0	0	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
16	16	0	0	3/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
16	16	1/4	1/4	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
16	16	1/2	1/2	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	0	0	3/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	1/4	1/4	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
17	17	1/2	1/2	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
18	18	0	0	3/4	4	1		viio6	A	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
18	18	1/2	1/2	3/4	4	1		I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
20	20	0	0	3/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
21	21	0	0	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	1/2	1/2	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	22	0	0	3/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
22	22	1/2	1/2	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
23	23	0	0	3/4	4	1		V.V	A	V		V	V							M	0	0	1, 5, 2		1	1
23	23	1/2	1/2	3/4	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
24	24	0	0	3/4	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
24	24	1/2	1/2	3/4	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
25	25	0	0	3/4	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	1/2	1/2	3/4	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
26	26	0	0	3/4	4	1		I.I	A	I		I	I							M	0	0	0, 4, 1		0	0
27	27	0	0	3/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
27	27	1/2	1/2	3/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
28	28	0	0	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
