mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.G.I	G	I		I	I						M	0	0	0, 4, 1		0.0	0.0
9	9	0	I\\	G	I		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
10	10	1/2	V6	G	I		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
11	11	0	vi	G	I		vi	vi						m	0	0	3, 0, 4		3.0	3.0
11	11	1/4	I	G	I		I	I						M	0	0	0, 4, 1		0.0	0.0
11	11	1/2	V6	G	I		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
12	12	0	I	G	I		I	I						M	0	0	0, 4, 1		0.0	0.0
12	12	1/4	I6	G	I		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
12	12	1/2	V	G	I		V	V						M	0	0	1, 5, 2		1.0	1.0
13	13	0	I	G	I		I	I						M	0	0	0, 4, 1		0.0	0.0
14	14	0	V.I	G	V		I	I						M	0	0	0, 4, 1		0.0	0.0
14	14	1/2	I6	G	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
15	15	0	IV	G	V		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
15	15	1/4	V(4)	G	V		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
15	15	1/2	V	G	V		V	V						M	0	0	1, 5, 2		1.0	1.0
16	16	0	I\\	G	V		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
16	16	1/2	V6	G	V		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
17	17	0	vi	G	V		vi	vi						m	0	0	3, 0, 4		3.0	3.0
17	17	1/4	I	G	V		I	I						M	0	0	0, 4, 1		0.0	0.0
17	17	1/2	V6	G	V		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
18	18	0	I	G	V		I	I						M	0	0	0, 4, 1		0.0	0.0
18	18	1/4	I6	G	V		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
18	18	1/2	V	G	V		V	V						M	0	0	1, 5, 2		1.0	1.0
19	19	0	I\\	G	V		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
21	21	0	I.I	G	I		I	I						M	0	0	0, 4, 1		0.0	0.0
23	23	0	IV	G	I		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
23	23	1/4	IV6	G	I		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
23	23	1/2	ii6	G	I		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
24	24	0	iii7	G	I		iii7	iii		7				mm7	0	0	4, 1, 5, 2		4.0	4.0
24	24	1/4	I	G	I		I	I						M	0	0	0, 4, 1		0.0	0.0
24	24	1/2	vi6	G	I		vi6	vi		6				m	0	0	0, 4, 3		3.0	0.0
25	25	0	ii	G	I		ii	ii						m	0	0	2, -1, 3		2.0	2.0
25	25	1/4	V	G	I		V	V						M	0	0	1, 5, 2		1.0	1.0
26	26	0	I6	G	I		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
26	26	1/2	IV	G	I		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
27	27	0	I	G	I		I	I						M	0	0	0, 4, 1		0.0	0.0
27	27	1/4	V(4)	G	I		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
27	27	1/2	V	G	I		V	V						M	0	0	1, 5, 2		1.0	1.0
28	28	0	I\\	G	I		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
29	29	1/4	viio6/V	G	I		viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6.0	3.0
30	30	0	V\\	G	I		V	V					\\	M	0	0	1, 5, 2		1.0	1.0
39	39	0	V\\	G	I		V	V					\\	M	0	0	1, 5, 2		1.0	1.0
39	39	1/2	empty_harmony	G	I										0	0				
