mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	4	1	a.i{		a	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	4/4	4	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	0	0	4/4	4	1	V2		a	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
2	2	1/4	1/4	4/4	4	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	1/2	1/2	4/4	4	1	ii%7		a	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
2	2	3/4	3/4	4/4	4	1	V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	0	0	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/4	1/4	4/4	4	1	i(6)		a	i		i(6)	i			6				m	1	1	0, -3, -4		0	0
3	3	1/2	1/2	4/4	4	1	v6(2)		a	i		v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
3	3	3/4	3/4	4/4	4	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
3	3	7/8	7/8	4/4	4	1			a	i											1	1				
4	4	0	0	4/4	4	1	iv6(2)		a	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
4	4	1/4	1/4	4/4	4	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	1/2	1/2	4/4	4	1	V|HC}		a	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
6	6	0	0	4/4	4	1	III.I{		a	III		I	I						{	M	1	0	0, 4, 1		0	0
6	6	1/2	1/2	4/4	4	1	IV		a	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
7	7	0	0	4/4	4	1	V2		a	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
7	7	1/4	1/4	4/4	4	1	I6		a	III		I6	I		6					M	1	0	4, 1, 0		0	4
