mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	4/4	4	1	G.I{		G	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	2	1.0	1/2	1/2	4/4	4	1	ii2		G	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
1	1	3	3	1.0	3/4	3/4	4/4	4	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	4	4	1.0	0	0	4/4	4	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
2	2	5	5	1.0	1/4	1/4	4/4	4	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	6	6	1.0	1/2	1/2	4/4	4	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	7	7	1.0	3/4	3/4	4/4	4	1	viio6		G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
3	3	8	8	2.0	0	0	4/4	4	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
3	3	10	10	2.0	1/2	1/2	4/4	4	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
4	4	12	12	1.0	0	0	4/4	4	1	ii65/V		G	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
4	4	13	13	1.0	1/4	1/4	4/4	4	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
4	4	14	14	1.5	1/2	1/2	4/4	4	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
4	4	31/2	31/2	0.5	7/8	7/8	4/4	4	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	16	16	1.0	0	0	4/4	4	1	ii7/V		G	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
