mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.5	0	0	3/8	3	1	g.i{	g	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	3/2	1.0	0	0	3/8	3	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	5/2	0.5	1/4	1/4	3/8	3	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
3	3	3	1.5	0	0	3/8	3	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	9/2	1.0	0	0	3/8	3	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
4	4	11/2	0.5	1/4	1/4	3/8	3	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	6	1.5	0	0	3/8	3	1	v.i	g	v		i	i							m	1	1	0, -3, 1		0	0
6	6	15/2	1.0	0	0	3/8	3	1	iv	g	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	17/2	0.5	1/4	1/4	3/8	3	1	i	g	v		i	i							m	1	1	0, -3, 1		0	0
7	7	9	1.0	0	0	3/8	3	1	iv	g	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	10	0.5	1/4	1/4	3/8	3	1	iv6	g	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
8	8	21/2	1.0	0	0	3/8	3	1	V	g	v		V	V							M	1	1	1, 5, 2		1	1
8	8	23/2	0.5	1/4	1/4	3/8	3	1	i6	g	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	9	12	1.0	0	0	3/8	3	1	i.i	g	i		i	i							m	1	1	0, -3, 1		0	0
9	9	13	0.5	1/4	1/4	3/8	3	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
10	10	27/2	1.0	0	0	3/8	3	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
10	10	29/2	0.5	1/4	1/4	3/8	3	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
11	11	15	1.0	0	0	3/8	3	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
11	11	16	0.5	1/4	1/4	3/8	3	1	iv7	g	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
12	12	33/2	1.0	0	0	3/8	3	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
12	12	35/2	0.5	1/4	1/4	3/8	3	1	i|PAC}	g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
13	13	18	1.5	0	0	3/8	3	1	VI6{	g	i		VI6	VI		6				{	M	1	1	0, -3, -4		-4	0
14	14	39/2	1.5	0	0	3/8	3	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
15	15	21	1.5	0	0	3/8	3	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
16	16	45/2	2.5	0	0	3/8	3	1	V|HC}	g	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
17	17	24	0.0	0	0	3/8	3	1	{	g	i									{		1	1				
17	17	25	0.5	1/4	1/4	3/8	3	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
18	18	51/2	1.0	0	0	3/8	3	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
18	18	53/2	0.5	1/4	1/4	3/8	3	1	III.viio	g	III		viio	vii	o						o	1	0	5, 2, -1		5	5
19	19	27	1.0	0	0	3/8	3	1	V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
19	19	28	0.5	1/4	1/4	3/8	3	1	vi	g	III		vi	vi							m	1	0	3, 0, 4		3	3
20	20	57/2	1.0	0	0	3/8	3	1	ii6	g	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
20	20	59/2	0.5	1/4	1/4	3/8	3	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
21	21	30	1.0	0	0	3/8	3	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
21	21	31	0.5	1/4	1/4	3/8	3	1	IV	g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
22	22	63/2	1.0	0	0	3/8	3	1	viio6	g	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
22	22	65/2	0.5	1/4	1/4	3/8	3	1	iii	g	III		iii	iii							m	1	0	4, 1, 5		4	4
23	23	33	0.5	0	0	3/8	3	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
23	23	67/2	0.5	1/8	1/8	3/8	3	1	IV	g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
23	23	34	0.5	1/4	1/4	3/8	3	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
24	24	69/2	1.0	0	0	3/8	3	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
24	24	71/2	0.5	1/4	1/4	3/8	3	1	I|PAC}	g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
25	25	36	1.0	0	0	3/8	3	1	ii{	g	III		ii	ii						{	m	1	0	2, -1, 3		2	2
25	25	37	0.5	1/4	1/4	3/8	3	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
26	26	75/2	1.0	0	0	3/8	3	1	I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
26	26	77/2	0.5	1/4	1/4	3/8	3	1	IV	g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
27	27	39	1.0	0	0	3/8	3	1	viio6	g	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
27	27	40	0.5	1/4	1/4	3/8	3	1	iii	g	III		iii	iii							m	1	0	4, 1, 5		4	4
28	28	81/2	0.5	0	0	3/8	3	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
28	28	41	0.5	1/8	1/8	3/8	3	1	IV	g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
28	28	83/2	0.5	1/4	1/4	3/8	3	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
29	29	42	1.0	0	0	3/8	3	1	V	g	III		V	V							M	1	0	1, 5, 2		1	1
29	29	43	2.0	1/4	1/4	3/8	3	1	I|PAC}	g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
30	30	87/2	0.0	0	0	3/8	3	1	{	g	III									{		1	0				
31	31	45	1.5	0	0	3/8	3	1	V6	g	III		V6	V		6					M	1	0	5, 2, 1		1	5
32	32	93/2	1.5	0	0	3/8	3	1	ii	g	III		ii	ii							m	1	0	2, -1, 3		2	2
33	33	48	1.5	0	0	3/8	3	1	vi6	g	III		vi6	vi		6					m	1	0	0, 4, 3		3	0
34	34	99/2	1.5	0	0	3/8	3	1	v.i	g	v		i	i							m	1	1	0, -3, 1		0	0
35	35	51	1.0	0	0	3/8	3	1	iv	g	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
