mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
22	22	3/8	V	C	I		V	V						M	0	0	1, 5, 2		1.0	1.0
22	22	5/8	V	C	I		V	V						M	0	0	1, 5, 2		1.0	1.0
23	23	0	V/V	C	I		V/V	V				V		M	0	0	2, 6, 3		2.0	2.0
23	23	3/8	V	C	I		V	V						M	0	0	1, 5, 2		1.0	1.0
23	23	5/8	V7(9)	C	I		V7(9)	V		7	9			Mm7	0	0	1, 5, 2, -1	3	1.0	1.0
24	24	0	I	C	I		I	I						M	0	0	0, 4, 1		0.0	0.0
24	24	3/8	IV.I6	C	IV		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
24	24	5/8	iii7	C	IV		iii7	iii		7				mm7	0	0	4, 1, 5, 2		4.0	4.0
25	25	0	IV	C	IV		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
25	25	1/4	IV2	C	IV		IV2	IV		2				Mm7	0	0	-3, -1, 3, 0		-1.0	-3.0
25	25	3/8	viio6	C	IV		viio6	vii	o	6				o	0	0	2, -1, 5		5.0	2.0
25	25	5/8	ii7	C	IV		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2.0	2.0
26	26	0	iii	C	IV		iii	iii						m	0	0	4, 1, 5		4.0	4.0
26	26	1/4	iii2	C	IV		iii2	iii		2				mm7	0	0	2, 4, 1, 5		4.0	2.0
26	26	3/8	vi6	C	IV		vi6	vi		6				m	0	0	0, 4, 3		3.0	0.0
26	26	5/8	IVM7/I	C	IV		IVM7/I	IV	M	7		I		MM7	0	0	-1, 3, 0, 4		-1.0	-1.0
27	27	0	V/I	C	IV		V/I	V				I		M	0	0	1, 5, 2		1.0	1.0
27	27	3/8	I6/I	C	IV		I6/I	I		6		I		M	0	0	4, 1, 0		0.0	4.0
28	28	0	viio6/I	C	IV		viio6/I	vii	o	6		I		o	0	0	2, -1, 5		5.0	2.0
28	28	3/8	I/I	C	IV		I/I	I				I		M	0	0	0, 4, 1		0.0	0.0
28	28	5/8	viio64	C	IV		viio64	vii	o	64				o	0	0	-1, 5, 2		5.0	-1.0
29	29	0	I6	C	IV		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
29	29	3/8	ii65	C	IV		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2.0	-1.0
30	30	0	V(4)	C	IV		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
30	30	1/4	V	C	IV		V	V						M	0	0	1, 5, 2		1.0	1.0
30	30	3/8	I}	C	IV		I	I					}	M	0	0	0, 4, 1		0.0	0.0
30	30	5/8	I2{	C	IV		I2	I		2			{	Mm7	0	0	-2, 0, 4, 1		0.0	-2.0
31	31	0	vi	C	IV		vi	vi						m	0	0	3, 0, 4		3.0	3.0
31	31	3/8	I64	C	IV		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
31	31	5/8	V7	C	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
32	32	0	I.IV	C	I		IV	IV						M	0	0	-1, 3, 0		-1.0	-1.0
32	32	1/4	viio6	C	I		viio6	vii	o	6				o	0	0	2, -1, 5		5.0	2.0
32	32	3/8	I	C	I		I	I						M	0	0	0, 4, 1		0.0	0.0
32	32	5/8	V	C	I		V	V						M	0	0	1, 5, 2		1.0	1.0
33	33	0	vi	C	I		vi	vi						m	0	0	3, 0, 4		3.0	3.0
33	33	3/8	V6	C	I		V6	V		6				M	0	0	5, 2, 1		1.0	5.0
33	33	5/8	viio	C	I		viio	vii	o					o	0	0	5, 2, -1		5.0	5.0
34	34	0	I	C	I		I	I						M	0	0	0, 4, 1		0.0	0.0
34	34	1/4	viio6/V	C	I		viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6.0	3.0
34	34	3/8	V	C	I		V	V						M	0	0	1, 5, 2		1.0	1.0
35	35	0	vi7	C	I		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3.0	3.0
35	35	1/8	IV6	C	I		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
35	35	3/8	V7	C	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
36	36	0	I(4)	C	I		I(4)	I			4			M	0	0	0, -1, 1		0.0	0.0
36	36	1/4	I	C	I		I	I						M	0	0	0, 4, 1		0.0	0.0
36	36	3/8	III.V	C	III		V	V						M	0	0	1, 5, 2		1.0	1.0
37	37	0	vi7	C	III		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3.0	3.0
37	37	1/4	IV6	C	III		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
37	37	3/8	viio	C	III		viio	vii	o					o	0	0	5, 2, -1		5.0	5.0
37	37	1/2	viio7	C	III		viio7	vii	o	7				o7	0	0	5, 2, -1, -4		5.0	5.0
38	38	0	i(4)	C	III		i(4)	i			4			m	0	0	0, -1, 1		0.0	0.0
38	38	1/4	i	C	III		i	i						m	0	0	0, -3, 1		0.0	0.0
38	38	3/8	i6	C	III		i6	i		6				m	0	0	-3, 1, 0		0.0	-3.0
39	39	0	iio6	C	III		iio6	ii	o	6				o	0	0	-1, -4, 2		2.0	-1.0
39	39	1/4	iv7	C	III		iv7	iv		7				mm7	0	0	-1, -4, 0, -3		-1.0	-1.0
39	39	3/8	V(4)	C	III		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
39	39	5/8	V	C	III		V	V						M	0	0	1, 5, 2		1.0	1.0
40	40	0	i}	C	III		i	i					}	m	0	0	0, -3, 1		0.0	0.0
40	40	3/8	VI.IV{	C	VI		IV	IV					{	M	0	0	-1, 3, 0		-1.0	-1.0
40	40	5/8	iii6	C	VI		iii6	iii		6				m	0	0	1, 5, 4		4.0	1.0
41	41	0	ii6	C	VI		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
41	41	1/4	I6	C	VI		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
41	41	3/8	IV6	C	VI		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
41	41	5/8	iii6	C	VI		iii6	iii		6				m	0	0	1, 5, 4		4.0	1.0
42	42	0	ii6	C	VI		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
42	42	1/4	I6	C	VI		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
42	42	3/8	I	C	VI		I	I						M	0	0	0, 4, 1		0.0	0.0
42	42	1/2	IV64	C	VI		IV64	IV		64				M	0	0	0, -1, 3		-1.0	0.0
42	42	9/16	I	C	VI		I	I						M	0	0	0, 4, 1		0.0	0.0
42	42	5/8	viio6	C	VI		viio6	vii	o	6				o	0	0	2, -1, 5		5.0	2.0
43	43	0	I6	C	VI		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
43	43	1/4	IVM7	C	VI		IVM7	IV	M	7				MM7	0	0	-1, 3, 0, 4		-1.0	-1.0
43	43	3/8	V(4)	C	VI		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
43	43	5/8	V	C	VI		V	V						M	0	0	1, 5, 2		1.0	1.0
44	44	0	I}	C	VI		I	I					}	M	0	0	0, 4, 1		0.0	0.0
44	44	1/4	V6{	C	VI		V6	V		6			{	M	0	0	5, 2, 1		1.0	5.0
44	44	3/8	vi	C	VI		vi	vi						m	0	0	3, 0, 4		3.0	3.0
45	45	0	V	C	VI		V	V						M	0	0	1, 5, 2		1.0	1.0
45	45	1/4	V7	C	VI		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
45	45	3/8	I	C	VI		I	I						M	0	0	0, 4, 1		0.0	0.0
45	45	5/8	viio6/V	C	VI		viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6.0	3.0
46	46	0	V	C	VI		V	V						M	0	0	1, 5, 2		1.0	1.0
46	46	1/4	V6/V	C	VI		V6/V	V		6		V		M	0	0	6, 3, 2		2.0	6.0
46	46	3/8	vi/V	C	VI		vi/V	vi				V		m	0	0	4, 1, 5		4.0	4.0
47	47	0	V(4)	C	VI		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
47	47	1/4	V7/V	C	VI		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2.0	2.0
47	47	3/8	V	C	VI		V	V						M	0	0	1, 5, 2		1.0	1.0
48	48	0	I	C	VI		I	I						M	0	0	0, 4, 1		0.0	0.0
48	48	1/4	viio6	C	VI		viio6	vii	o	6				o	0	0	2, -1, 5		5.0	2.0
48	48	3/8	I6	C	VI		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
48	48	5/8	IVM7	C	VI		IVM7	IV	M	7				MM7	0	0	-1, 3, 0, 4		-1.0	-1.0
49	49	0	V(4)	C	VI		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
49	49	1/4	V	C	VI		V	V						M	0	0	1, 5, 2		1.0	1.0
49	49	3/8	I}	C	VI		I	I					}	M	0	0	0, 4, 1		0.0	0.0
50	50	0	I{	C	VI		I	I					{	M	0	0	0, 4, 1		0.0	0.0
50	50	1/8	IV64	C	VI		IV64	IV		64				M	0	0	0, -1, 3		-1.0	0.0
50	50	3/16	I	C	VI		I	I						M	0	0	0, 4, 1		0.0	0.0
50	50	1/4	iii	C	VI		iii	iii						m	0	0	4, 1, 5		4.0	4.0
50	50	3/8	I6	C	VI		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
50	50	5/8	IVM7	C	VI		IVM7	IV	M	7				MM7	0	0	-1, 3, 0, 4		-1.0	-1.0
51	51	0	V(4)	C	VI		V(4)	V			4			M	0	0	1, 0, 2		1.0	1.0
51	51	1/4	V	C	VI		V	V						M	0	0	1, 5, 2		1.0	1.0
51	51	3/8	I}	C	VI		I	I					}	M	0	0	0, 4, 1		0.0	0.0
