mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/2	4	1	e.i{		e	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	2/2	4	1	ii%2		e	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
1	1	3/4	3/4	2/2	4	1	v6		e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
2	2	0	0	2/2	4	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	1/4	1/4	2/2	4	1	i6		e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	1/2	1/2	2/2	4	1	ii%65		e	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
2	2	3/4	3/4	2/2	4	1	V		e	i		V	V							M	1	1	1, 5, 2		1	1
3	3	0	0	2/2	4	1	i|PAC}		e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
3	3	1/2	1/2	2/2	4	1	V65		e	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	4	0	0	2/2	4	1	i		e	i		i	i							m	1	1	0, -3, 1		0	0
4	4	1/4	1/4	2/2	4	1	v.i{		e	v		i	i						{	m	1	1	0, -3, 1		0	0
4	4	1/2	1/2	2/2	4	1	V(4)	V	e	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
5	5	0	0	2/2	4	1	VI		e	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	1/4	1/4	2/2	4	1	i6		e	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	1/2	1/2	2/2	4	1	ii%65		e	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
5	5	3/4	3/4	2/2	4	1	V		e	v		V	V							M	1	1	1, 5, 2		1	1
6	6	0	0	2/2	4	1	i|PAC}		e	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
6	6	1/2	1/2	2/2	4	1	i.V(7)		e	i		V(7)	V			7				M	1	1	1, 5, 2	-1	1	1
7	7	1/4	1/4	2/2	4	1	i6{		e	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
7	7	1/2	1/2	2/2	4	1	ii%7		e	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
7	7	3/4	3/4	2/2	4	1	V		e	i		V	V							M	1	1	1, 5, 2		1	1
8	8	0	0	2/2	4	1	i|PAC}		e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
8	8	1/4	1/4	2/2	4	1	i{		e	i		i	i						{	m	1	1	0, -3, 1		0	0
8	8	1/2	1/2	2/2	4	1	ii%2		e	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
8	8	3/4	3/4	2/2	4	1	V6		e	i		V6	V		6					M	1	1	5, 2, 1		1	5
9	9	0	0	2/2	4	1	i(9)		e	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
9	9	1/4	1/4	2/2	4	1	i6		e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
