mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1		a.i	a	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	4/4	3	1		V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
1	1	3/4	3/4	4/4	3	1		v6	a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
2	2	0	0	4/4	3	1		IV6(2)	a	i		IV6(2)	IV		6	2				M	1	1	3, 0, 1		-1	3
2	2	1/4	1/4	4/4	3	1		iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	1/2	1/2	4/4	3	1		V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
2	2	3/4	3/4	4/4	3	1		V\\	a	i		V	V						\\	M	1	1	1, 5, 2		1	1
3	3	0	0	4/4	3	1		VI65	a	i		VI65	VI		65					Mm7	1	1	0, -3, -6, -4		-4	0
3	3	1/4	1/4	4/4	3	1		iv64	a	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
3	3	1/2	1/2	4/4	3	1		V65	a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
3	3	3/4	3/4	4/4	3	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
4	4	0	0	4/4	3	1		V2/v	a	i		V2/v	V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
4	4	1/4	1/4	4/4	3	1		i6/v	a	i		i6/v	i		6		v			m	1	1	-2, 2, 1		1	-2
4	4	3/8	3/8	4/4	3	1		iv/v	a	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
4	4	1/2	1/2	4/4	3	1		V(4)/v	a	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
4	4	3/4	3/4	4/4	3	1		V/v\\	a	i		V/v	V				v		\\	M	1	1	2, 6, 3		2	2
5	5	0	0	4/4	3	1		v(13)	a	i		v(13)	v			13				m	1	1	1, -2, 2	-3	1	1
5	5	1/4	1/4	4/4	3	1		v(64)	a	i		v(64)	v			64				m	1	1	1, 0, -3		1	1
5	5	1/2	1/2	4/4	3	1		v(4)	a	i		v(4)	v			4				m	1	1	1, 0, 2		1	1
5	5	3/4	3/4	4/4	3	1		v	a	i		v	v							m	1	1	1, -2, 2		1	1
6	6	0	0	4/4	3	1		V7/iv	a	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
6	6	1/4	1/4	4/4	3	1		i64/iv	a	i		i64/iv	i		64		iv			m	1	1	0, -1, -4		-1	0
6	6	1/2	1/2	4/4	3	1		V(4)/iv	a	i		V(4)/iv	V			4	iv			M	1	1	0, -1, 1		0	0
6	6	3/4	3/4	4/4	3	1		V/iv	a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
7	7	0	0	4/4	3	1		i(9)/iv	a	i		i(9)/iv	i			9	iv			m	1	1	-1, -4, 0	1	-1	-1
7	7	1/4	1/4	4/4	3	1		iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	1/2	1/2	4/4	3	1		V65	a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	7	3/4	3/4	4/4	3	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
8	8	0	0	4/4	3	1		iv6(2)	a	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
8	8	1/4	1/4	4/4	3	1		iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
8	8	1/2	1/2	4/4	3	1		V\\	a	i		V	V						\\	M	1	1	1, 5, 2		1	1
9	9	0	0	4/4	3	1		iv6(2)	a	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
9	9	1/4	1/4	4/4	3	1		IV6	a	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
9	9	1/2	1/2	4/4	3	1		VII	a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
9	9	3/4	3/4	4/4	3	1		V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
10	10	0	0	4/4	3	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
10	10	1/4	1/4	4/4	3	1		iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
10	10	3/8	3/8	4/4	3	1		iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
10	10	1/2	1/2	4/4	3	1		#viio64	a	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
10	10	3/4	3/4	4/4	3	1		viio7/V	a	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
11	11	0	0	4/4	3	1		V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
11	11	1/4	1/4	4/4	3	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
11	11	1/2	1/2	4/4	3	1		i\\	a	i		i	i						\\	m	1	1	0, -3, 1		0	0
12	12	0	0	4/4	3	1		v6	a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
12	12	1/2	1/2	4/4	3	1		iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
13	13	0	0	4/4	3	1		V\\	a	i		V	V						\\	M	1	1	1, 5, 2		1	1
