mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	4/4	3	1	C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	2.0	1/2	1/2	4/4	3	1	viio6	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	2	4	2.0	0	0	4/4	3	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	6	1.0	1/2	1/2	4/4	3	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	7	1.0	3/4	3/4	4/4	3	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
3	3	8	2.0	0	0	4/4	3	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
3	3	10	2.0	1/2	1/2	4/4	3	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
4	4	12	1.0	0	0	4/4	3	1	viio6(2)/V	C	I		viio6(2)/V	vii	o	6	2	V			o	0	0	3, 0, 1		6	3
4	4	13	1.0	1/4	1/4	4/4	3	1	viio6/V	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
4	4	14	2.0	1/2	1/2	4/4	3	1	I6/V	C	I		I6/V	I		6		V			M	0	0	5, 2, 1		1	5
5	5	16	1.0	0	0	4/4	3	1	IV/V	C	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
5	5	17	1.0	1/4	1/4	4/4	3	1	V/V	C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
5	5	18	2.0	1/2	1/2	4/4	3	1	I/V	C	I		I/V	I				V			M	0	0	1, 5, 2		1	1
6	6	20	1.0	0	0	4/4	3	1	IV(6)	C	I		IV(6)	IV			6				M	0	0	-1, 3, 2		-1	-1
6	6	21	1.0	1/4	1/4	4/4	3	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	22	1.0	1/2	1/2	4/4	3	1	I(4)	C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
6	6	23	1.0	3/4	3/4	4/4	3	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
7	7	24	1.0	0	0	4/4	3	1	ii(9)	C	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
7	7	25	1.0	1/4	1/4	4/4	3	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	26	1.0	1/2	1/2	4/4	3	1	I6(2)	C	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
7	7	27	1.0	3/4	3/4	4/4	3	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	8	28	1.0	0	0	4/4	3	1	ii65	C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
8	8	29	1.0	1/4	1/4	4/4	3	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	30	2.0	1/2	1/2	4/4	3	1	I|PAC}	C	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
9	9	32	2.0	0	0	4/4	3	1	V6{	C	I		V6	V		6				{	M	0	0	5, 2, 1		1	5
9	9	34	1.0	1/2	1/2	4/4	3	1	ii7/V	C	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
9	9	35	1.0	3/4	3/4	4/4	3	1	V/V	C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
10	10	36	2.0	0	0	4/4	3	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
10	10	38	1.0	1/2	1/2	4/4	3	1	IV6(2)	C	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
10	10	39	1.0	3/4	3/4	4/4	3	1	viio	C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
11	11	40	1.0	0	0	4/4	3	1	I(4)	C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
11	11	41	1.0	1/4	1/4	4/4	3	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
11	11	42	1.0	1/2	1/2	4/4	3	1	V(4)	C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
11	11	43	0.5	3/4	3/4	4/4	3	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
11	11	87/2	0.5	7/8	7/8	4/4	3	1	#viio/vi	C	I		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
12	12	44	1.0	0	0	4/4	3	1	i(9)/vi	C	I		i(9)/vi	i			9	vi			m	0	0	3, 0, 4	5	3	3
12	12	45	0.5	1/4	1/4	4/4	3	1	i/vi	C	I		i/vi	i				vi			m	0	0	3, 0, 4		3	3
12	12	91/2	0.5	3/8	3/8	4/4	3	1	i6/vi	C	I		i6/vi	i		6		vi			m	0	0	0, 4, 3		3	0
12	12	46	1.0	1/2	1/2	4/4	3	1	ii65/vi	C	I		ii65/vi	ii		65		vi			mm7	0	0	2, 6, 3, 5		5	2
12	12	47	1.0	3/4	3/4	4/4	3	1	V/vi	C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
13	13	48	1.0	0	0	4/4	3	1	i/vi|PAC}{	C	I		i/vi	i				vi	PAC	}{	m	0	0	3, 0, 4		3	3
13	13	49	1.0	1/4	1/4	4/4	3	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
13	13	50	1.0	1/2	1/2	4/4	3	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	13	51	1.0	3/4	3/4	4/4	3	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
14	14	52	1.0	0	0	4/4	3	1	IVM65	C	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
14	14	53	1.0	1/4	1/4	4/4	3	1	viio	C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
14	14	54	1.0	1/2	1/2	4/4	3	1	I(9)	C	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
