mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	3/4	4	1	b.i{		b	i		i	i						{	m	1	1	0, -3, 1		0	0
3	2	0	0	3/4	4	1	v		b	i		v	v							m	1	1	1, -2, 2		1	1
3	2	1/2	1/2	3/4	4	1	v6		b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	3	0	0	3/4	4	1	VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
4	3	1/4	1/4	3/4	4	1	iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	3	1/2	1/2	3/4	4	1	iio6		b	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
5	4	0	0	3/4	4	1	V|HC}		b	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
5	4	1/2	1/2	3/4	4	1	i{		b	i		i	i						{	m	1	1	0, -3, 1		0	0
6	5	0	0	3/4	4	1	ii%2		b	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
6	5	1/4	1/4	3/4	4	1	V6		b	i		V6	V		6					M	1	1	5, 2, 1		1	5
7	6	0	0	3/4	4	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
7	6	1/2	1/2	3/4	4	1	III.I		b	III		I	I							M	1	0	0, 4, 1		0	0
8	7	0	0	3/4	4	1	ii2		b	III		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
8	7	1/4	1/4	3/4	4	1	V6		b	III		V6	V		6					M	1	0	5, 2, 1		1	5
9	8	0	0	3/4	4	1	I		b	III		I	I							M	1	0	0, 4, 1		0	0
9	8	1/2	1/2	3/4	4	1	I6		b	III		I6	I		6					M	1	0	4, 1, 0		0	4
10	9	0	0	3/4	4	1	IV		b	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
10	9	1/2	1/2	3/4	4	1	I6		b	III		I6	I		6					M	1	0	4, 1, 0		0	4
11	10	1/4	1/4	3/4	4	1	viio6		b	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
12	11	0	0	3/4	4	1	I|IAC}		b	III		I	I					IAC	}	M	1	0	0, 4, 1		0	0
12	11	1/2	1/2	3/4	4	1	{		b	III									{		1	0				
13	12	0	0	3/4	4	1	i.#vio64		b	i		#vio64	#vi	o	64					o	1	1	-3, 3, 0		3	-3
13	12	1/4	1/4	3/4	4	1	#viio6		b	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
14	13	0	0	3/4	4	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
14	13	1/2	1/2	3/4	4	1	V/iv		b	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
15	14	0	0	3/4	4	1	vi7/iv		b	i		vi7/iv	vi		7		iv			mm7	1	1	-5, -8, -4, -7		-5	-5
15	14	1/4	1/4	3/4	4	1	V65/iv		b	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
16	15	0	0	3/4	4	1	iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	15	1/2	1/2	3/4	4	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
17	16	1/4	1/4	3/4	4	1	iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
18	17	0	0	3/4	4	1	V|HC}		b	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
18	17	1/2	1/2	3/4	4	1	{		b	i									{		1	1				
20	19	0	0	3/4	4	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
21	20	0	0	3/4	4	1	VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
21	20	1/4	1/4	3/4	4	1	v		b	i		v	v							m	1	1	1, -2, 2		1	1
21	20	1/2	1/2	3/4	4	1	viio6/III		b	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
22	21	0	0	3/4	4	1	III		b	i		III	III							M	1	1	-3, 1, -2		-3	-3
22	21	1/4	1/4	3/4	4	1	i6		b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	21	1/2	1/2	3/4	4	1	VII6		b	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
23	22	0	0	3/4	4	1	VI6(2)		b	i		VI6(2)	VI		6	2				M	1	1	0, -3, -2		-4	0
23	22	1/4	1/4	3/4	4	1	VI6		b	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
23	22	1/2	1/2	3/4	4	1	v6		b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
24	23	0	0	3/4	4	1	iv6(2)		b	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
24	23	1/4	1/4	3/4	4	1	iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
24	23	1/2	1/2	3/4	4	1	III.I6		b	III		I6	I		6					M	1	0	4, 1, 0		0	4
25	24	0	0	3/4	4	1	viio6		b	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
25	24	1/2	1/2	3/4	4	1	I		b	III		I	I							M	1	0	0, 4, 1		0	0
26	25	0	0	3/4	4	1	iv7		b	III		iv7	iv		7					mm7	1	0	-1, -4, 0, -3		-1	-1
26	25	1/4	1/4	3/4	4	1	V(4)		b	III		V(4)	V			4				M	1	0	1, 0, 2		1	1
26	25	5/8	5/8	3/4	4	1	V		b	III		V	V							M	1	0	1, 5, 2		1	1
27	26	0	0	3/4	4	1	I|PAC}		b	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
27	26	1/4	1/4	3/4	4	1	{		b	III									{		1	0				
27	26	1/2	1/2	3/4	4	1	vi6		b	III		vi6	vi		6					m	1	0	0, 4, 3		3	0
28	27	0	0	3/4	4	1	vii%7		b	III		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
28	27	1/4	1/4	3/4	4	1	iii7		b	III		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
29	28	0	0	3/4	4	1	IV6(2)	vi7	b	III		IV6(2)	IV		6	2				M	1	0	3, 0, 1		-1	3
29	28	1/4	1/4	3/4	4	1	IV6		b	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
29	28	1/2	1/2	3/4	4	1	viio		b	III		viio	vii	o						o	1	0	5, 2, -1		5	5
30	29	0	0	3/4	4	1	I(4)		b	III		I(4)	I			4				M	1	0	0, -1, 1		0	0
30	29	1/4	1/4	3/4	4	1	I64(7)		b	III		I64(7)	I		64	7				M	1	0	1, 5, 4		0	1
30	29	1/2	1/2	3/4	4	1	I		b	III		I	I							M	1	0	0, 4, 1		0	0
31	30	0	0	3/4	4	1	i.IV6(2)		b	i		IV6(2)	IV		6	2				M	1	1	3, 0, 1		-1	3
31	30	1/4	1/4	3/4	4	1	IV6		b	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
31	30	1/2	1/2	3/4	4	1	#viio		b	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
32	31	0	0	3/4	4	1	i(4)		b	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
32	31	1/4	1/4	3/4	4	1	i64(7)		b	i		i64(7)	i		64	7				m	1	1	1, -2, -3		0	1
32	31	1/2	1/2	3/4	4	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
33	32	0	0	3/4	4	1	iio6(2)		b	i		iio6(2)	ii	o	6	2				o	1	1	-1, -4, -3		2	-1
33	32	1/4	1/4	3/4	4	1	iio6		b	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
33	32	1/2	1/2	3/4	4	1	iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
34	33	0	0	3/4	4	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
34	33	1/4	1/4	3/4	4	1	V2		b	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
34	33	1/2	1/2	3/4	4	1	i6		b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
35	34	0	0	3/4	4	1	iv7		b	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
35	34	1/4	1/4	3/4	4	1	V(4)		b	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
35	34	5/8	5/8	3/4	4	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
36	35	0	0	3/4	4	1	i|PAC}		b	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
