mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	12/8	4	1		F.I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/2	1/2	12/8	4	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1	1	3/4	3/4	12/8	4	1		I	F	I		I	I							M	0	0	0, 4, 1		0	0
2	2	0	0	12/8	4	1		IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	2	1/4	1/4	12/8	4	1		V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
2	2	1/2	1/2	12/8	4	1		I|IAC}{	F	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
3	3	0	0	12/8	4	1		V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	1/2	1/2	12/8	4	1		ii7	F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
3	3	3/4	3/4	12/8	4	1		V/V	F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
4	4	0	0	12/8	4	1		I/V|IAC}{	F	I		I/V	I				V	IAC	}{	M	0	0	1, 5, 2		1	1
4	4	1/2	1/2	12/8	4	1		IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	4	3/4	3/4	12/8	4	1		V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	5	0	0	12/8	4	1		I|IAC}{	F	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
5	5	1/2	1/2	12/8	4	1		IV/IV	F	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
5	5	3/4	3/4	12/8	4	1		viio/IV	F	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
6	6	0	0	12/8	4	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	1/4	1/4	12/8	4	1		ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	6	1/2	1/2	12/8	4	1		V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	3/4	3/4	12/8	4	1		vi	F	I		vi	vi							m	0	0	3, 0, 4		3	3
7	7	0	0	12/8	4	1		ii65	F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
7	7	1/4	1/4	12/8	4	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
7	7	1/2	1/2	12/8	4	1		I|PAC}{	F	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
8	8	0	0	12/8	4	1		V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
8	8	1/2	1/2	12/8	4	1		I	F	I		I	I							M	0	0	0, 4, 1		0	0
9	9	0	0	12/8	4	1		V.V6	F	V		V6	V		6					M	0	0	5, 2, 1		1	5
9	9	1/2	1/2	12/8	4	1		I	F	V		I	I							M	0	0	0, 4, 1		0	0
9	9	3/4	3/4	12/8	4	1		I6	F	V		I6	I		6					M	0	0	4, 1, 0		0	4
10	10	0	0	12/8	4	1		IV	F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	1/4	1/4	12/8	4	1		ii6	F	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
10	10	1/2	1/2	12/8	4	1		V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	3/4	3/4	12/8	4	1		vi	F	V		vi	vi							m	0	0	3, 0, 4		3	3
11	11	0	0	12/8	4	1		ii65	F	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	11	1/4	1/4	12/8	4	1		V	F	V		V	V							M	0	0	1, 5, 2		1	1
11	11	1/2	1/2	12/8	4	1		I|PAC}	F	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
12	12	0	0	12/8	4	1		I.I6{	F	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
12	12	1/2	1/2	12/8	4	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	3/4	3/4	12/8	4	1		I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	0	0	12/8	4	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	1/4	1/4	12/8	4	1		I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	1/2	1/2	12/8	4	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	3/4	3/4	12/8	4	1		ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
14	14	0	0	12/8	4	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
14	14	1/4	1/4	12/8	4	1		V6/V	F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
14	14	1/2	1/2	12/8	4	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
14	14	3/4	3/4	12/8	4	1		V6/V	F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
