mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1		A.I{		A	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	0	0	4/4	3	1		IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	0	0	4/4	3	1		V6/V		A	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
4	4	0	0	4/4	3	1		V		A	I		V	V							M	0	0	1, 5, 2		1	1
5	5	0	0	4/4	3	1		I		A	I		I	I							M	0	0	0, 4, 1		0	0
6	6	0	0	4/4	3	1		IV		A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	1/8	1/8	4/4	3	1		ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	6	1/4	1/4	4/4	3	1		V		A	I		V	V							M	0	0	1, 5, 2		1	1
6	6	3/8	3/8	4/4	3	1		iii6		A	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
6	6	1/2	1/2	4/4	3	1		vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
6	6	5/8	5/8	4/4	3	1		IV6		A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
6	6	3/4	3/4	4/4	3	1		viio		A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
6	6	7/8	7/8	4/4	3	1		V6		A	I		V6	V		6					M	0	0	5, 2, 1		1	5
7	7	0	0	4/4	3	1		I		A	I		I	I							M	0	0	0, 4, 1		0	0
7	7	1/8	1/8	4/4	3	1		IVM65		A	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
7	7	1/4	1/4	4/4	3	1		viio		A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
7	7	3/8	3/8	4/4	3	1		iii65		A	I		iii65	iii		65					mm7	0	0	1, 5, 2, 4		4	1
7	7	1/2	1/2	4/4	3	1		vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
7	7	5/8	5/8	4/4	3	1		V.V65		A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	7	3/4	3/4	4/4	3	1		I		A	V		I	I							M	0	0	0, 4, 1		0	0
7	7	7/8	7/8	4/4	3	1		IVM65		A	V		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
8	8	0	0	4/4	3	1		viio		A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
8	8	1/8	1/8	4/4	3	1		iii6		A	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
8	8	1/4	1/4	4/4	3	1		vi		A	V		vi	vi							m	0	0	3, 0, 4		3	3
