mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	4/4	4	1	F.I{		F	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	2	1.0	1/2	1/2	4/4	4	1	ii2		F	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
1	1	3	3	1.0	3/4	3/4	4/4	4	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	4	4	2.0	0	0	4/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
2	2	6	6	2.0	1/2	1/2	4/4	4	1	ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
3	3	8	8	2.0	0	0	4/4	4	1	iii		F	I		iii	iii							m	0	0	4, 1, 5		4	4
3	3	10	10	1.0	1/2	1/2	4/4	4	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
3	3	11	11	1.0	3/4	3/4	4/4	4	1	V.viio6		F	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
4	4	12	12	1.0	0	0	4/4	4	1	V		F	V		V	V							M	0	0	1, 5, 2		1	1
4	4	13	13	1.0	1/4	1/4	4/4	4	1	vi		F	V		vi	vi							m	0	0	3, 0, 4		3	3
4	4	14	14	1.0	1/2	1/2	4/4	4	1	V(4)		F	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
4	4	15	15	1.0	3/4	3/4	4/4	4	1	V		F	V		V	V							M	0	0	1, 5, 2		1	1
5	5	16	16	2.0	0	0	4/4	4	1	I|PAC}		F	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
5	5	17	17	0.0	1/4	1/4	4/4	4	1	{		F	V									{		0	0				
5	5	18	18	1.0	1/2	1/2	4/4	4	1	viio6(2)		F	V		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
5	5	19	19	1.0	3/4	3/4	4/4	4	1	viio6		F	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	6	20	20	2.0	0	0	4/4	4	1	I6		F	V		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	22	22	2.0	1/2	1/2	4/4	4	1	IV		F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	24	24	2.0	0	0	4/4	4	1	I.ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	26	26	1.0	1/2	1/2	4/4	4	1	iii		F	I		iii	iii							m	0	0	4, 1, 5		4	4
7	7	27	27	1.0	3/4	3/4	4/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	8	28	28	1.0	0	0	4/4	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	29	29	1.0	1/4	1/4	4/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
8	8	30	30	1.0	1/2	1/2	4/4	4	1	V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
8	8	31	31	1.0	3/4	3/4	4/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
9	9	32	32	2.0	0	0	4/4	4	1	I|PAC}		F	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
9	9	33	33	0.0	1/4	1/4	4/4	4	1	{		F	I									{		0	0				
9	9	34	34	1.0	1/2	1/2	4/4	4	1	ii2		F	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
9	9	35	35	1.0	3/4	3/4	4/4	4	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
10	10	36	36	2.0	0	0	4/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
10	10	38	38	2.0	1/2	1/2	4/4	4	1	IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	11	40	40	1.0	0	0	4/4	4	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
11	11	41	41	1.0	1/4	1/4	4/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
11	11	42	42	1.0	1/2	1/2	4/4	4	1	vi6		F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
11	11	43	43	1.0	3/4	3/4	4/4	4	1	V.viio6		F	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
12	12	44	44	1.0	0	0	4/4	4	1	V		F	V		V	V							M	0	0	1, 5, 2		1	1
12	12	45	45	1.0	1/4	1/4	4/4	4	1	I		F	V		I	I							M	0	0	0, 4, 1		0	0
12	12	46	46	0.5	1/2	1/2	4/4	4	1	V(4)		F	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
12	12	93/2	93/2	0.5	5/8	5/8	4/4	4	1	IVM7		F	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
12	12	47	47	0.5	3/4	3/4	4/4	4	1	V(4)		F	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
12	12	95/2	95/2	0.5	7/8	7/8	4/4	4	1	V		F	V		V	V							M	0	0	1, 5, 2		1	1
13	13	48	48	1.0	0	0	4/4	4	1	I|PAC}{		F	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
13	13	49	49	1.0	1/4	1/4	4/4	4	1	I.iii6		F	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
13	13	50	50	1.0	1/2	1/2	4/4	4	1	IVM65		F	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
13	13	51	51	1.0	3/4	3/4	4/4	4	1	viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
14	14	52	52	1.0	0	0	4/4	4	1	I(9)		F	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
14	14	53	53	1.0	1/4	1/4	4/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	54	54	1.0	1/2	1/2	4/4	4	1	ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
14	14	55	55	1.0	3/4	3/4	4/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
15	15	56	56	1.0	0	0	4/4	4	1	I|PAC}{		F	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
15	15	57	57	1.0	1/4	1/4	4/4	4	1	vi6		F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
15	15	58	58	1.0	1/2	1/2	4/4	4	1	IV.IVM65		F	IV		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
15	15	59	59	1.0	3/4	3/4	4/4	4	1	ii		F	IV		ii	ii							m	0	0	2, -1, 3		2	2
16	16	60	60	1.0	0	0	4/4	4	1	iii65		F	IV		iii65	iii		65					mm7	0	0	1, 5, 2, 4		4	1
16	16	61	61	0.5	1/4	1/4	4/4	4	1	I6		F	IV		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	123/2	123/2	0.5	3/8	3/8	4/4	4	1	I		F	IV		I	I							M	0	0	0, 4, 1		0	0
16	16	62	62	1.0	1/2	1/2	4/4	4	1	V(4)		F	IV		V(4)	V			4				M	0	0	1, 0, 2		1	1
16	16	63	63	1.0	3/4	3/4	4/4	4	1	V		F	IV		V	V							M	0	0	1, 5, 2		1	1
17	17	64	64	1.5	0	0	4/4	4	1	I|PAC}{		F	IV		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
17	17	131/2	131/2	0.5	3/8	3/8	4/4	4	1	V.viio6/IV		F	V		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
17	17	66	66	1.5	1/2	1/2	4/4	4	1	IV		F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	135/2	135/2	0.5	7/8	7/8	4/4	4	1	ii6		F	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
18	18	68	68	1.0	0	0	4/4	4	1	V7		F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	69	69	0.5	1/4	1/4	4/4	4	1	vi		F	V		vi	vi							m	0	0	3, 0, 4		3	3
18	18	139/2	139/2	0.5	3/8	3/8	4/4	4	1	I6		F	V		I6	I		6					M	0	0	4, 1, 0		0	4
18	18	70	70	1.0	1/2	1/2	4/4	4	1	ii65		F	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
18	18	71	71	1.0	3/4	3/4	4/4	4	1	V		F	V		V	V							M	0	0	1, 5, 2		1	1
