mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	3	1		E.V{	E	I		V	V						{	M	0	0	1, 5, 2		1	1
2	2	1/2	1/2	3/4	3	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
3	3	0	0	3/4	3	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	1/2	1/2	3/4	3	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
4	4	0	0	3/4	3	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
4	4	1/2	1/2	3/4	3	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	0	0	3/4	3	1		vi.i	E	vi		i	i							m	0	1	0, -3, 1		0	0
5	5	1/4	1/4	3/4	3	1		i6	E	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
5	5	1/2	1/2	3/4	3	1		V	E	vi		V	V							M	0	1	1, 5, 2		1	1
6	6	0	0	3/4	3	1		i	E	vi		i	i							m	0	1	0, -3, 1		0	0
6	6	1/4	1/4	3/4	3	1		i6	E	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
6	6	1/2	1/2	3/4	3	1		V	E	vi		V	V							M	0	1	1, 5, 2		1	1
7	7	0	0	3/4	3	1		i	E	vi		i	i							m	0	1	0, -3, 1		0	0
7	7	1/4	1/4	3/4	3	1		I.IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
7	7	1/2	1/2	3/4	3	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8	0	0	3/4	3	1		iii6(2)	E	I		iii6(2)	iii		6	2				m	0	0	1, 5, -1		4	1
8	8	1/4	1/4	3/4	3	1		iii6	E	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
9	9	0	0	3/4	3	1		ii6(2)	E	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
9	9	1/4	1/4	3/4	3	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
10	10	0	0	3/4	3	1		vi.V	E	vi		V	V							M	0	1	1, 5, 2		1	1
10	10	3/8	3/8	3/4	3	1		i6	E	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
10	10	1/2	1/2	3/4	3	1		iv	E	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
11	11	0	0	3/4	3	1		i	E	vi		i	i							m	0	1	0, -3, 1		0	0
11	11	1/4	1/4	3/4	3	1		V(4)	E	vi		V(4)	V			4				M	0	1	1, 0, 2		1	1
11	11	1/2	1/2	3/4	3	1		V	E	vi		V	V							M	0	1	1, 5, 2		1	1
12	12	0	0	3/4	3	1		i|IAC}{	E	vi		i	i					IAC	}{	m	0	1	0, -3, 1		0	0
