mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
7	7	0	ii%7	g	i		ii%7	ii	%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
7	7	1/4	V	g	i		V	V						M	1	1	1, 5, 2		1.0	1.0
7	7	1/2	i\\	g	i		i	i					\\	m	1	1	0, -3, 1		0.0	0.0
7	7	7/8	iv6	g	i		iv6	iv		6				m	1	1	-4, 0, -1		-1.0	-4.0
8	8	0	v	g	i		v	v						m	1	1	1, -2, 2		1.0	1.0
8	8	3/8	VI	g	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
8	8	1/2	IV	g	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
8	8	5/8	i	g	i		i	i						m	1	1	0, -3, 1		0.0	0.0
8	8	3/4	V(4)	g	i		V(4)	V			4			M	1	1	1, 0, 2		1.0	1.0
8	8	7/8	V	g	i		V	V						M	1	1	1, 5, 2		1.0	1.0
9	9	0	i\\	g	i		i	i					\\	m	1	1	0, -3, 1		0.0	0.0
9	9	1/8	VI6	g	i		VI6	VI		6				M	1	1	0, -3, -4		-4.0	0.0
9	9	1/4	v6(2)	g	i		v6(2)	v		6	2			m	1	1	-2, 2, -4		1.0	-2.0
9	9	3/8	v6	g	i		v6	v		6				m	1	1	-2, 2, 1		1.0	-2.0
9	9	1/2	iv6(2)	g	i		iv6(2)	iv		6	2			m	1	1	-4, 0, 1		-1.0	-4.0
9	9	5/8	iv6	g	i		iv6	iv		6				m	1	1	-4, 0, -1		-1.0	-4.0
10	10	0	V	g	i		V	V						M	1	1	1, 5, 2		1.0	1.0
10	10	3/8	v	g	i		v	v						m	1	1	1, -2, 2		1.0	1.0
10	10	1/2	V(4)/v	g	i		V(4)/v	V			4	v		M	1	1	2, 1, 3		2.0	2.0
10	10	3/4	V/v	g	i		V/v	V				v		M	1	1	2, 6, 3		2.0	2.0
11	11	0	III\\	g	i		III	III					\\	M	1	1	-3, 1, -2		-3.0	-3.0
11	11	3/8	iv6	g	i		iv6	iv		6				m	1	1	-4, 0, -1		-1.0	-4.0
11	11	1/2	VII	g	i		VII	VII						M	1	1	-2, 2, -1		-2.0	-2.0
11	11	3/4	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5.0	5.0
12	12	0	i	g	i		i	i						m	1	1	0, -3, 1		0.0	0.0
12	12	1/2	V(4)	g	i		V(4)	V			4			M	1	1	1, 0, 2		1.0	1.0
12	12	7/8	V2	g	i		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1.0	-1.0
13	13	0	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
13	13	3/8	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
13	13	1/2	v.i	g	v		i	i						m	1	1	0, -3, 1		0.0	0.0
13	13	7/8	iv	g	v		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
14	14	0	V	g	v		V	V						M	1	1	1, 5, 2		1.0	1.0
14	14	1/8	iv7	g	v		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1.0	-1.0
14	14	1/4	V(4)	g	v		V(4)	V			4			M	1	1	1, 0, 2		1.0	1.0
14	14	3/8	V	g	v		V	V						M	1	1	1, 5, 2		1.0	1.0
14	14	1/2	i\\	g	v		i	i					\\	m	1	1	0, -3, 1		0.0	0.0
14	14	7/8	i6	g	v		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
15	15	0	ii%7	g	v		ii%7	ii	%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
15	15	1/4	i.ii%7	g	i		ii%7	ii	%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
15	15	1/2	V7	g	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
15	15	3/4	i	g	i		i	i						m	1	1	0, -3, 1		0.0	0.0
15	15	7/8	i6	g	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
16	16	0	ii%65	g	i		ii%65	ii	%	65				%7	1	1	1, 8, 0, 2		2.0	1.0
16	16	1/8	i	g	i		i	i						m	1	1	0, -3, 1		0.0	0.0
16	16	1/4	V(4)	g	i		V(4)	V			4			M	1	1	1, 0, 2		1.0	1.0
16	16	3/8	V	g	i		V	V						M	1	1	1, 5, 2		1.0	1.0
16	16	1/2	i\\	g	i		i	i					\\	m	1	1	0, -3, 1		0.0	0.0
16	16	7/8	v6	g	i		v6	v		6				m	1	1	-2, 2, 1		1.0	-2.0
17	17	0	iv6(2)	g	i		iv6(2)	iv		6	2			m	1	1	-4, 0, 1		-1.0	-4.0
17	17	3/8	iv6	g	i		iv6	iv		6				m	1	1	-4, 0, -1		-1.0	-4.0
17	17	1/2	empty_harmony	g	i										1	1				
