mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	12/8	4	1	F.I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	2	1.0	1/2	1/2	12/8	4	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1	1	3	3	3.0	3/4	3/4	12/8	4	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
2	2	6	6	1.0	0	0	12/8	4	1	IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	2	7	7	1.0	1/4	1/4	12/8	4	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
2	2	8	8	4.0	1/2	1/2	12/8	4	1	I|IAC}{	F	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
3	3	12	12	2.0	0	0	12/8	4	1	V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	14	14	1.0	1/2	1/2	12/8	4	1	ii7	F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
3	3	15	15	3.0	3/4	3/4	12/8	4	1	V/V	F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
4	4	18	18	2.0	0	0	12/8	4	1	I/V|IAC}{	F	I		I/V	I				V	IAC	}{	M	0	0	1, 5, 2		1	1
4	4	20	20	1.0	1/2	1/2	12/8	4	1	IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	4	21	21	3.0	3/4	3/4	12/8	4	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	5	24	24	2.0	0	0	12/8	4	1	I|IAC}{	F	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
5	5	26	26	1.0	1/2	1/2	12/8	4	1	IV/IV	F	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
5	5	27	27	3.0	3/4	3/4	12/8	4	1	viio/IV	F	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
6	6	30	30	1.0	0	0	12/8	4	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	31	31	1.0	1/4	1/4	12/8	4	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	6	32	32	1.0	1/2	1/2	12/8	4	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	33	33	3.0	3/4	3/4	12/8	4	1	vi	F	I		vi	vi							m	0	0	3, 0, 4		3	3
7	7	36	36	1.0	0	0	12/8	4	1	ii65	F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
7	7	37	37	1.0	1/4	1/4	12/8	4	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
7	7	38	38	4.0	1/2	1/2	12/8	4	1	I|PAC}{	F	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
8	8	42	42	2.0	0	0	12/8	4	1	V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
8	8	44	44	4.0	1/2	1/2	12/8	4	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
9	9	48	48	2.0	0	0	12/8	4	1	V.V6	F	V		V6	V		6					M	0	0	5, 2, 1		1	5
9	9	50	50	1.0	1/2	1/2	12/8	4	1	I	F	V		I	I							M	0	0	0, 4, 1		0	0
9	9	51	51	3.0	3/4	3/4	12/8	4	1	I6	F	V		I6	I		6					M	0	0	4, 1, 0		0	4
10	10	54	54	1.0	0	0	12/8	4	1	IV	F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	55	55	1.0	1/4	1/4	12/8	4	1	ii6	F	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
10	10	56	56	1.0	1/2	1/2	12/8	4	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	57	57	3.0	3/4	3/4	12/8	4	1	vi	F	V		vi	vi							m	0	0	3, 0, 4		3	3
11	11	60	60	1.0	0	0	12/8	4	1	ii65	F	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	11	61	61	1.0	1/4	1/4	12/8	4	1	V	F	V		V	V							M	0	0	1, 5, 2		1	1
