mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/2	3	1	d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	1	1	3/2	3	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
3	3	0	0	3/2	3	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/2	1/2	3/2	3	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	1	1	3/2	3	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
4	4	0	0	3/2	3	1	i(9)	d	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
4	4	1/2	1/2	3/2	3	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
4	4	1	1	3/2	3	1	viio/iv	d	i		viio/iv	vii	o			iv			o	1	1	-3, -6, -9		-3	-3
5	5	0	0	3/2	3	1	iv(9)	d	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
5	5	1/2	1/2	3/2	3	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
5	5	1	1	3/2	3	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
6	6	0	0	3/2	3	1	i|IAC}{	d	i		i	i					IAC	}{	m	1	1	0, -3, 1		0	0
6	6	1/2	1/2	3/2	3	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
7	7	0	0	3/2	3	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
7	7	1	1	3/2	3	1	V2	d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
8	8	0	0	3/2	3	1	i6(7)	d	i		i6(7)	i		6	7				m	1	1	-3, 1, -2		0	-3
8	8	1/2	1/2	3/2	3	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
