mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	4	1		Bb.I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	3/4	4	1		V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	0	0	3/4	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
2	2	1/2	1/2	3/4	4	1		V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	0	0	3/4	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1/4	1/4	3/4	4	1		viio6/V	Bb	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
3	3	1/2	1/2	3/4	4	1		V7/V	Bb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
4	4	0	0	3/4	4	1		V|HC}	Bb	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
4	4	1/2	1/2	3/4	4	1		V{	Bb	I		V	V						{	M	0	0	1, 5, 2		1	1
5	5	0	0	3/4	4	1		IV6(2)	Bb	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
5	5	1/4	1/4	3/4	4	1		viio	Bb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
6	6	0	0	3/4	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
6	6	3/8	3/8	3/4	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	1/2	1/2	3/4	4	1		IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	0	0	3/4	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
7	7	1/4	1/4	3/4	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
8	8	0	0	3/4	4	1		I|IAC}{	Bb	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
9	9	0	0	3/4	4	1		V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
10	10	0	0	3/4	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
11	11	0	0	3/4	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
12	12	0	0	3/4	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
13	13	0	0	3/4	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
14	14	0	0	3/4	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
15	15	0	0	3/4	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
15	15	1/2	1/2	3/4	4	1		V.ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	0	0	3/4	4	1		V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
16	16	1/4	1/4	3/4	4	1		I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
16	16	3/8	3/8	3/4	4	1		I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	1/2	1/2	3/4	4	1		IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	0	0	3/4	4	1		I(4)	Bb	V		I(4)	I			4				M	0	0	0, -1, 1		0	0
17	17	1/8	1/8	3/4	4	1		I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
17	17	1/4	1/4	3/4	4	1		V(4)	Bb	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
17	17	5/8	5/8	3/4	4	1		V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
18	18	0	0	3/4	4	1		I|IAC}{	Bb	V		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
19	19	0	0	3/4	4	1		I.V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
20	20	0	0	3/4	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
22	22	0	0	3/4	4	1		IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
23	23	0	0	3/4	4	1		ii65	Bb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
24	24	0	0	3/4	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
24	24	1/4	1/4	3/4	4	1		V(6)	Bb	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
24	24	1/2	1/2	3/4	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
25	25	0	0	3/4	4	1		IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
25	25	1/2	1/2	3/4	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
25	25	1/2	1/2	3/4	4	1		IV(6)	Bb	I		IV(6)	IV			6				M	0	0	-1, 3, 2		-1	-1
26	26	0	0	3/4	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
26	26	1/2	1/2	3/4	4	1		iii	Bb	I		iii	iii							m	0	0	4, 1, 5		4	4
26	26	1/2	1/2	3/4	4	1		V(6)	Bb	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
27	27	0	0	3/4	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
27	27	1/2	1/2	3/4	4	1		IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
27	27	1/2	1/2	3/4	4	1		vi(b6)	Bb	I		vi(b6)	vi			b6				m	0	0	3, 0, -8		3	3
28	28	0	0	3/4	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
