mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	1	1	.g.i	g	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	4/4	1	1	ii%2	g	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
1	1	3/4	3/4	4/4	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
2	2	0	0	4/4	1	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	1/4	1/4	4/4	1	1	VI6	g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
2	2	1/2	1/2	4/4	1	1	III	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
2	2	3/4	3/4	4/4	1	1	V65/iv	g	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
3	3	0	0	4/4	1	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	1/4	1/4	4/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
3	3	1/2	1/2	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	5/8	5/8	4/4	1	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	3/4	3/4	4/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
3	3	7/8	7/8	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
4	4	0	0	4/4	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
4	4	1/2	1/2	4/4	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	4	7/8	7/8	4/4	1	1	v	g	i		v	v							m	1	1	1, -2, 2		1	1
5	5	0	0	4/4	1	1	V(4)/v	g	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
5	5	1/4	1/4	4/4	1	1	V/v	g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
5	5	1/2	1/2	4/4	1	1	VI\\	g	i		VI	VI						\\	M	1	1	-4, 0, -3		-4	-4
5	5	5/8	5/8	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
5	5	7/8	7/8	4/4	1	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	0	0	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
6	6	1/2	1/2	4/4	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
6	6	7/8	7/8	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
7	7	0	0	4/4	1	1	ii%7	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
7	7	1/4	1/4	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
7	7	1/2	1/2	4/4	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
7	7	7/8	7/8	4/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
8	8	0	0	4/4	1	1	v	g	i		v	v							m	1	1	1, -2, 2		1	1
8	8	3/8	3/8	4/4	1	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	8	1/2	1/2	4/4	1	1	IV	g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
8	8	5/8	5/8	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
8	8	3/4	3/4	4/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
8	8	7/8	7/8	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
9	9	0	0	4/4	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
9	9	1/8	1/8	4/4	1	1	VI6	g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
9	9	1/4	1/4	4/4	1	1	v6(2)	g	i		v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
9	9	3/8	3/8	4/4	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
9	9	1/2	1/2	4/4	1	1	iv6(2)	g	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
9	9	5/8	5/8	4/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
10	10	0	0	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
