mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	3/4	4	1	A.I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	3	3	2.0	0	0	3/4	4	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
2	2	5	5	1.0	1/2	1/2	3/4	4	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
3	3	6	6	1.0	0	0	3/4	4	1	IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	3	7	7	1.0	1/4	1/4	3/4	4	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	8	8	1.0	1/2	1/2	3/4	4	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
4	4	9	9	2.0	0	0	3/4	4	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
4	4	11	11	1.0	1/2	1/2	3/4	4	1	I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
5	5	12	12	2.0	0	0	3/4	4	1	I6{	A	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
5	5	14	14	1.0	1/2	1/2	3/4	4	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
6	6	15	15	2.0	0	0	3/4	4	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	17	17	1.0	1/2	1/2	3/4	4	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
7	7	18	18	3.0	0	0	3/4	4	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
7	7	20	20	0.0	1/2	1/2	3/4	4	1	}	A	I									}		0	0				
8	8	21	21	2.0	0	0	3/4	4	1	V.I6{	A	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
8	8	23	23	1.0	1/2	1/2	3/4	4	1	I	A	V		I	I							M	0	0	0, 4, 1		0	0
9	9	24	24	2.0	0	0	3/4	4	1	V	A	V		V	V							M	0	0	1, 5, 2		1	1
9	9	26	26	1.0	1/2	1/2	3/4	4	1	iii6	A	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
10	10	27	27	1.0	0	0	3/4	4	1	IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	28	28	1.0	1/4	1/4	3/4	4	1	V2	A	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	29	29	1.0	1/2	1/2	3/4	4	1	I	A	V		I	I							M	0	0	0, 4, 1		0	0
11	11	30	30	2.0	0	0	3/4	4	1	V	A	V		V	V							M	0	0	1, 5, 2		1	1
11	11	32	32	1.0	1/2	1/2	3/4	4	1	I|PAC}	A	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
12	12	33	33	2.0	0	0	3/4	4	1	I.V{	A	I		V	V						{	M	0	0	1, 5, 2		1	1
12	12	35	35	1.0	1/2	1/2	3/4	4	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	36	36	2.0	0	0	3/4	4	1	IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	38	38	1.0	1/2	1/2	3/4	4	1	V6/V	A	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
14	14	39	39	2.0	0	0	3/4	4	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
14	14	41	41	1.0	1/2	1/2	3/4	4	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
15	15	42	42	3.0	0	0	3/4	4	1	I|PAC}{	A	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
16	16	45	45	1.0	0	0	3/4	4	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
16	16	46	46	1.0	1/4	1/4	3/4	4	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
16	16	47	47	1.0	1/2	1/2	3/4	4	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	48	48	1.0	0	0	3/4	4	1	IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	49	49	1.0	1/4	1/4	3/4	4	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
17	17	50	50	1.0	1/2	1/2	3/4	4	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
18	18	51	51	2.0	0	0	3/4	4	1	viio6	A	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
18	18	53	53	4.0	1/2	1/2	3/4	4	1	I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
19	19	54	54	0.0	0	0	3/4	4	1	{	A	I									{		0	0				
20	20	57	57	3.0	0	0	3/4	4	1	ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
21	21	60	60	2.0	0	0	3/4	4	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
