mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	2	12/8	1/8	11/8			1			firstMeasure	2
2	1	2	12/8	3/2	0							3
3	2	2	12/8	3/2	0							4
4	3	2	12/8	3/2	0							5
5	4	2	12/8	3/2	0							6
6	5	2	12/8	3/2	0							7
7	6	2	12/8	3/2	0							8
8	7	2	12/8	3/2	0							9
9	8	2	12/8	3/2	0							10
10	9	2	12/8	3/2	0							11
11	10	2	12/8	3/2	0							12
12	11	2	12/8	3/2	0							13
13	12	2	12/8	3/2	0							14
14	13	2	12/8	3/2	0							15
15	14	2	12/8	11/8	0						end	1, 16
16	14	2	12/8	1/8	11/8			1			start	17
17	15	2	12/8	3/2	0							18
18	16	2	12/8	3/2	0							19
19	17	2	12/8	3/2	0							20
20	18	2	12/8	3/2	0							21
21	19	2	12/8	3/2	0							22
22	20	2	12/8	3/2	0							23
23	21	2	12/8	3/2	0							24
24	22	2	12/8	3/2	0							25
25	23	2	12/8	3/2	0							26
26	24	2	12/8	3/2	0							27
27	25	2	12/8	3/2	0							28
28	26	2	12/8	3/2	0							29
29	27	2	12/8	3/2	0							30
30	28	2	12/8	3/2	0							31
31	29	2	12/8	3/2	0							32
32	30	2	12/8	3/2	0							33
33	31	2	12/8	11/8	0						end	16, -1
