mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	1	0	4/4	1	0	firstMeasure					2
2	2	0	4/4	1	0						3
3	3	0	4/4	1	0						4
4	4	0	4/4	1	0						5
5	5	0	4/4	1	0						6
6	6	0	4/4	1	0						7
7	7	0	4/4	1	0						8
8	8	0	4/4	1	0						9
9	9	0	4/4	1	0						10
10	10	0	4/4	1	0						11
11	11	0	4/4	1	0						12
12	12	0	4/4	1	0	endRepeat					1, 13
13	13	0	4/4	1	0	startRepeat					14
14	14	0	4/4	1	0						15
15	15	0	4/4	1	0						16
16	16	0	4/4	1	0						17
17	17	0	4/4	1	0						18
18	18	0	4/4	1	0						19
19	19	0	4/4	1	0						20
20	20	0	4/4	1	0						21
21	21	0	4/4	1	0						22
22	22	0	4/4	1	0						23
23	23	0	4/4	1	0						24
24	24	0	4/4	1	0						25
25	25	0	4/4	1	0						26
26	26	0	4/4	1	0						27
27	27	0	4/4	1	0						28
28	28	0	4/4	1	0	endRepeat					13, -1
