mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	1.5	-1	12/8	3/8	0					firstMeasure	2
2	1	3/2	4.5	-1	12/8	9/8	3/8		1			start	3
3	2	6	6.0	-1	12/8	3/2	0						4
4	3	12	6.0	-1	12/8	3/2	0						5
5	4	18	6.0	-1	12/8	3/2	0						6
6	5	24	6.0	-1	12/8	3/2	0						7
7	6	30	6.0	-1	12/8	3/2	0						8
8	7	36	6.0	-1	12/8	3/2	0						9
9	8	42	6.0	-1	12/8	3/2	0						10
10	9	48	6.0	-1	12/8	3/2	0						11
11	10	54	6.0	-1	12/8	3/2	0						12
12	11	60	6.0	-1	12/8	3/2	0						13
13	12	66	6.0	-1	12/8	3/2	0						14
14	13	72	6.0	-1	12/8	3/2	0						15
15	14	78	6.0	-1	12/8	3/2	0						16
16	15	84	1.5	-1	12/8	3/8	0					end	2, 17
17	15	171/2	4.5	-1	12/8	9/8	3/8		1			start	18
18	16	90	6.0	-1	12/8	3/2	0						19
19	17	96	6.0	-1	12/8	3/2	0						20
20	18	102	6.0	-1	12/8	3/2	0						21
21	19	108	6.0	-1	12/8	3/2	0						22
22	20	114	6.0	-1	12/8	3/2	0						23
23	21	120	6.0	-1	12/8	3/2	0						24
24	22	126	6.0	-1	12/8	3/2	0						25
25	23	132	6.0	-1	12/8	3/2	0						26
26	24	138	6.0	-1	12/8	3/2	0						27
27	25	144	6.0	-1	12/8	3/2	0						28
28	26	150	6.0	-1	12/8	3/2	0						29
29	27	156	6.0	-1	12/8	3/2	0						30
30	28	162	6.0	-1	12/8	3/2	0						31
31	28	168	1.5	-1	12/8	3/8	0		1			end	17, -1
