mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0	0	0	4/4	3	1	1/4	1/4	1		1	55	G3	3	6
1	1	0	1.0	0	0	4/4	4	1	1/4	1/4	1		1	55	G3	3	9
1	1	0	1.0	0	0	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	0
1	1	0	3.0	0	0	4/4	2	1	3/4	1/2	3/2		2	74	D5	5	4
1	1	1	1.0	1/4	1/4	4/4	3	1	1/4	1/4	1		-1	53	F3	3	7
1	1	1	1.0	1/4	1/4	4/4	4	1	1/4	1/4	1		-1	53	F3	3	10
1	1	1	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	1
1	1	2	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		-3	51	Eb3	3	8
1	1	2	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		-3	51	Eb3	3	11
1	1	2	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	2
1	1	3	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	72	C5	5	5
1	1	3	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1	1	1	79	G5	5	3
2	2	4	1.0	0	0	4/4	3	1	1/4	1/4	1		2	50	D3	3	20
2	2	4	1.0	0	0	4/4	4	1	1/4	1/4	1		2	50	D3	3	23
2	2	4	1.0	0	0	4/4	2	1	1/4	1/4	1		-2	70	Bb4	4	16
2	2	4	1.0	0	0	4/4	1	1	1/4	1/4	1	-1	1	79	G5	5	12
2	2	5	2.0	1/4	1/4	4/4	3	1	1/2	1/2	1		2	62	D4	4	21
2	2	5	2.0	1/4	1/4	4/4	4	1	1/2	1/2	1		2	62	D4	4	24
2	2	5	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	69	A4	4	17
2	2	5	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		-1	77	F5	5	13
2	2	6	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2		1	67	G4	4	18
2	2	6	1.5	1/2	1/2	4/4	1	1	3/8	1/4	3/2		-3	75	Eb5	5	14
2	2	7	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1	1	0	60	C4	4	22
2	2	7	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1	1	0	60	C4	4	25
2	2	15/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		1	67	G4	4	19
2	2	15/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		-3	75	Eb5	5	15
3	3	8	1.0	0	0	4/4	3	1	1/4	1/4	1	-1	0	60	C4	4	33
3	3	8	1.0	0	0	4/4	4	1	1/4	1/4	1	-1	0	60	C4	4	37
3	3	8	1.0	0	0	4/4	2	1	1/4	1/4	1		6	66	F#4	4	30
3	3	8	1.5	0	0	4/4	1	1	3/8	1/4	3/2		2	74	D5	5	26
3	3	9	1.0	1/4	1/4	4/4	3	1	1/4	1/4	1		-2	58	Bb3	3	34
3	3	9	1.0	1/4	1/4	4/4	4	1	1/4	1/4	1		-2	58	Bb3	3	38
3	3	9	2.0	1/4	1/4	4/4	2	1	1/2	1/2	1		1	67	G4	4	31
3	3	19/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	27
3	3	10	1.0	1/2	1/2	4/4	3	1	1/4	1/4	1		3	57	A3	3	35
3	3	10	1.0	1/2	1/2	4/4	4	1	1/4	1/4	1		3	57	A3	3	39
3	3	10	1.5	1/2	1/2	4/4	1	1	3/8	1/4	3/2		0	72	C5	5	28
3	3	11	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		2	50	D3	3	36
3	3	11	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		2	50	D3	3	40
3	3	11	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		6	66	F#4	4	32
3	3	23/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		2	74	D5	5	29
4	4	12	1.0	0	0	4/4	3	1	1/4	1/4	1		1	55	G3	3	47
4	4	12	1.0	0	0	4/4	4	1	1/4	1/4	1		1	55	G3	3	50
4	4	12	1.0	0	0	4/4	2	1	1/4	1/4	1		-2	70	Bb4	4	44
4	4	12	1.0	0	0	4/4	1	1	1/4	1/4	1		-3	75	Eb5	5	41
4	4	13	1.0	1/4	1/4	4/4	3	1	1/4	1/4	1		-1	53	F3	3	48
4	4	13	1.0	1/4	1/4	4/4	4	1	1/4	1/4	1		-1	53	F3	3	51
4	4	13	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	69	A4	4	45
4	4	13	2.0	1/4	1/4	4/4	1	1	1/2	1/2	1		2	74	D5	5	42
4	4	14	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		-3	51	Eb3	3	49
4	4	14	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		-3	51	Eb3	3	52
4	4	14	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		1	67	G4	4	46
4	4	15	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	43
5	5	16	1.5	0	0	4/4	3	1	3/8	1/4	3/2		2	50	D3	3	58
5	5	16	1.5	0	0	4/4	4	1	3/8	1/4	3/2		2	50	D3	3	61
5	5	16	2.0	0	0	4/4	2	1	1/2	1/2	1		6	66	F#4	4	56
5	5	16	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	53
5	5	17	2.0	1/4	1/4	4/4	1	1	1/2	1/2	1		3	81	A5	5	54
5	5	35/2	0.5	3/8	3/8	4/4	3	1	1/8	1/8	1		0	48	C3	3	59
5	5	35/2	0.5	3/8	3/8	4/4	4	1	1/8	1/8	1		0	48	C3	3	62
5	5	18	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		-2	46	Bb2	2	60
5	5	18	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		-2	46	Bb2	2	63
5	5	19	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	1	2	74	D5	5	57
5	5	19	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	79	G5	5	55
6	6	20	1.0	0	0	4/4	3	1	1/4	1/4	1		3	45	A2	2	70
6	6	20	1.0	0	0	4/4	4	1	1/4	1/4	1		3	45	A2	2	73
6	6	20	1.0	0	0	4/4	2	1	1/4	1/4	1	-1	2	74	D5	5	67
6	6	20	1.0	0	0	4/4	1	1	1/4	1/4	1		-1	77	F5	5	64
6	6	21	2.0	1/4	1/4	4/4	3	1	1/2	1/2	1		3	57	A3	3	71
6	6	21	2.0	1/4	1/4	4/4	4	1	1/2	1/2	1		3	57	A3	3	74
6	6	21	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		0	72	C5	5	68
6	6	21	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	65
6	6	22	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		-2	70	Bb4	4	69
6	6	22	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		2	74	D5	5	66
6	6	23	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1	1	1	55	G3	3	72
6	6	23	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1	1	1	55	G3	3	75
7	7	24	1.0	0	0	4/4	3	1	1/4	1/4	1	-1	1	55	G3	3	83
7	7	24	1.0	0	0	4/4	4	1	1/4	1/4	1	-1	1	55	G3	3	86
7	7	24	2.0	0	0	4/4	2	1	1/2	1/2	1		3	69	A4	4	80
7	7	24	1.0	0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5	76
7	7	25	2.0	1/4	1/4	4/4	3	1	1/2	1/2	1		-1	53	F3	3	84
7	7	25	2.0	1/4	1/4	4/4	4	1	1/2	1/2	1		-1	53	F3	3	87
7	7	25	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	77
7	7	26	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		1	67	G4	4	81
7	7	26	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	78
7	7	27	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		-3	51	Eb3	3	85
7	7	27	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		-3	51	Eb3	3	88
7	7	27	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1	1	0	72	C5	5	79
7	7	27	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		1	79	G5	5	82
8	8	28	1.0	0	0	4/4	3	1	1/4	1/4	1		2	50	D3	3	96
8	8	28	1.0	0	0	4/4	4	1	1/4	1/4	1		2	50	D3	3	100
8	8	28	1.0	0	0	4/4	1	1	1/4	1/4	1	-1	0	72	C5	5	89
8	8	28	1.0	0	0	4/4	2	1	1/4	1/4	1		-1	77	F5	5	92
8	8	29	1.0	1/4	1/4	4/4	3	1	1/4	1/4	1		1	55	G3	3	97
8	8	29	1.0	1/4	1/4	4/4	4	1	1/4	1/4	1		1	55	G3	3	101
8	8	29	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	90
8	8	29	2.0	1/4	1/4	4/4	2	1	1/2	1/2	1		2	74	D5	5	93
8	8	30	1.0	1/2	1/2	4/4	3	1	1/4	1/4	1		0	48	C3	3	98
8	8	30	1.0	1/2	1/2	4/4	4	1	1/4	1/4	1		0	48	C3	3	102
8	8	30	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1	1	-3	75	Eb5	5	91
8	8	31	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		0	60	C4	4	99
8	8	31	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		0	60	C4	4	103
8	8	31	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		0	72	C5	5	94
8	8	63/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-2	70	Bb4	4	95
9	9	32	2.0	0	0	4/4	3	1	1/2	1/2	1		6	54	F#3	3	114
9	9	32	2.0	0	0	4/4	4	1	1/2	1/2	1		6	54	F#3	3	117
9	9	32	1.0	0	0	4/4	2	1	1/4	1/4	1		3	69	A4	4	110
9	9	32	1.0	0	0	4/4	1	1	1/4	1/4	1	-1	-3	75	Eb5	5	104
9	9	33	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		2	74	D5	5	105
9	9	33	2.0	1/4	1/4	4/4	2	1	1/2	1/2	1		3	81	A5	5	111
9	9	67/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	106
9	9	34	1.0	1/2	1/2	4/4	3	1	1/4	1/4	1		1	55	G3	3	115
9	9	34	1.0	1/2	1/2	4/4	4	1	1/4	1/4	1		1	55	G3	3	118
9	9	34	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	107
9	9	69/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	108
9	9	35	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		5	47	B2	2	116
9	9	35	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		5	47	B2	2	119
9	9	35	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1	1	2	74	D5	5	109
9	9	35	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		1	79	G5	5	112
9	9	71/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-1	77	F5	5	113
10	10	36	1.0	0	0	4/4	3	1	1/4	1/4	1		0	48	C3	3	127
10	10	36	1.0	0	0	4/4	4	1	1/4	1/4	1		0	48	C3	3	131
10	10	36	1.0	0	0	4/4	1	1	1/4	1/4	1	-1	2	74	D5	5	120
10	10	36	2.0	0	0	4/4	2	1	1/2	1/2	1		-3	75	Eb5	5	124
10	10	37	2.0	1/4	1/4	4/4	3	1	1/2	1/2	1		0	60	C4	4	128
10	10	37	2.0	1/4	1/4	4/4	4	1	1/2	1/2	1		0	60	C4	4	132
10	10	37	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	121
