mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	0	3/4	3	1	1/4	1/4	1		-1	53	F3	3	6
1	1	0	0	1.0	0	0	3/4	4	1	1/4	1/4	1		-1	53	F3	3	8
1	1	0	0	1.0	0	0	3/4	2	1	1/4	1/4	1		-1	77	F5	5	3
1	1	0	0	1.0	0	0	3/4	1	1	1/4	1/4	1		-4	80	Ab5	5	0
1	1	1	1	2.0	1/4	1/4	3/4	3	1	1/2	1/2	1		0	48	C3	3	7
1	1	1	1	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		0	48	C3	3	9
1	1	1	1	1.5	1/4	1/4	3/4	2	1	3/8	1/4	3/2		4	76	E5	5	4
1	1	1	1	1.5	1/4	1/4	3/4	1	1	3/8	1/4	3/2		1	79	G5	5	1
1	1	5/2	5/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		4	76	E5	5	5
1	1	5/2	5/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	2
2	2	3	3	2.0	0	0	3/4	3	1	1/2	1/2	1		-1	53	F3	3	15
2	2	3	3	2.0	0	0	3/4	4	1	1/2	1/2	1		-1	53	F3	3	17
2	2	3	3	2.0	0	0	3/4	2	1	1/2	1/2	1		-1	77	F5	5	13
2	2	3	3	1.5	0	0	3/4	1	1	3/8	1/4	3/2		-4	80	Ab5	5	10
2	2	9/2	9/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	82	Bb5	5	11
2	2	5	5	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1	1	-3	51	Eb3	3	16
2	2	5	5	1.0	1/2	1/2	3/4	4	1	1/4	1/4	1	1	-3	51	Eb3	3	18
2	2	5	5	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1	1	0	72	C5	5	14
2	2	5	5	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		1	79	G5	5	12
3	3	6	6	1.0	0	0	3/4	3	1	1/4	1/4	1	-1	-3	51	Eb3	3	25
3	3	6	6	1.0	0	0	3/4	4	1	1/4	1/4	1	-1	-3	51	Eb3	3	27
