mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
1	1	0	1/2		1/2	1		2	50	3	1	
1	1	0	1/2		1/2	1		2	50	4	1	
1	1	0	1/4		1/4	1		2	74	2	1	
1	1	0	1/4		1/4	1		-1	77	1	1	
1	1	1/4	1/4		1/4	1		4	76	2	1	
1	1	1/4	1/4		1/4	1		1	79	1	1	
1	1	1/2	1/4		1/4	1		2	50	3	1	
1	1	1/2	1/4		1/4	1		2	50	4	1	
1	1	1/2	1/4		1/4	1		-1	77	2	1	
1	1	1/2	1/4		1/4	1		3	81	1	1	
1	1	3/4	1/4		1/4	1		4	52	3	1	
1	1	3/4	1/4		1/4	1		4	52	4	1	
1	1	3/4	1/4		1/4	1		4	76	2	1	
1	1	3/4	1/4		1/4	1		1	79	1	1	
2	2	0	1/4		1/4	1		-1	53	3	1	
2	2	0	1/4		1/4	1		-1	53	4	1	
2	2	0	1/2		1/2	1		2	74	2	1	
2	2	0	1/2		1/2	1		-1	77	1	1	
2	2	1/4	1/4		1/4	1		1	55	3	1	
2	2	1/4	1/4		1/4	1		1	55	4	1	
2	2	1/2	1/2		1/2	1		3	57	3	1	
2	2	1/2	1/2		1/2	1		3	57	4	1	
2	2	1/2	1/4		1/4	1		7	73	2	1	
2	2	1/2	1/4		1/4	1		4	76	1	1	
2	2	3/4	1/4		1/4	1		7	73	2	1	
2	2	3/4	1/4		1/4	1	1	3	81	1	1	
3	3	0	1/2		1/2	1		-2	58	3	1	
3	3	0	1/2		1/2	1		-2	58	4	1	
3	3	0	1/2		1/2	1		2	74	2	1	
3	3	0	1/4		1/4	1	-1	3	81	1	1	
3	3	1/4	1/4		1/4	1		1	79	1	1	
3	3	1/2	1/2		1/2	1		3	57	3	1	
3	3	1/2	1/2		1/2	1		3	57	4	1	
3	3	1/2	1/2		1/2	1		7	73	2	1	
3	3	1/2	1/2		1/2	1		3	81	1	1	
4	4	0	1/2		1/2	1		3	45	3	1	
4	4	0	1/2		1/2	1		3	45	4	1	
4	4	0	1/4		1/4	1		3	69	2	1	
4	4	0	1/4		1/4	1		0	72	1	1	
4	4	1/4	1/4		1/4	1		5	71	2	1	
4	4	1/4	1/4		1/4	1		2	74	1	1	
4	4	1/2	1/4		1/4	1		3	45	3	1	
4	4	1/2	1/4		1/4	1		3	45	4	1	
4	4	1/2	1/4		1/4	1		0	72	2	1	
4	4	1/2	1/4		1/4	1		4	76	1	1	
4	4	3/4	1/4		1/4	1		5	47	3	1	
4	4	3/4	1/4		1/4	1		5	47	4	1	
4	4	3/4	1/4		1/4	1		5	71	2	1	
4	4	3/4	1/4		1/4	1		2	74	1	1	
5	5	0	1/4		1/4	1		0	48	3	1	
5	5	0	1/4		1/4	1		0	48	4	1	
5	5	0	1/2		1/2	1		3	69	2	1	
5	5	0	1/2		1/2	1		0	72	1	1	
5	5	1/4	1/4		1/4	1		2	50	3	1	
5	5	1/4	1/4		1/4	1		2	50	4	1	
5	5	1/2	1/2		1/2	1		4	52	3	1	
5	5	1/2	1/2		1/2	1		4	52	4	1	
5	5	1/2	1/4		1/4	1		8	68	2	1	
5	5	1/2	1/4		1/4	1		5	71	1	1	
5	5	3/4	1/4		1/4	1		8	68	2	1	
5	5	3/4	1/4		1/4	1	1	4	76	1	1	
6	6	0	1/2		1/2	1		-1	53	3	1	
6	6	0	1/2		1/2	1		-1	53	4	1	
6	6	0	1/2		1/2	1		3	69	2	1	
6	6	0	1/4		1/4	1	-1	4	76	1	1	
6	6	1/4	1/4		1/4	1		2	74	1	1	
6	6	1/2	1/4		1/4	1		4	52	3	1	
6	6	1/2	1/4		1/4	1		4	52	4	1	
6	6	1/2	1/4		1/4	1		8	68	2	1	
6	6	1/2	1/4		1/4	1		4	76	1	1	
6	6	3/4	1/4		1/4	1		4	52	3	1	
6	6	3/4	1/4		1/4	1		4	52	4	1	
6	6	3/4	1/4		1/4	1		8	68	1	1	
6	6	3/4	1/4		1/4	1	1	4	76	2	1	
7	7	0	1/4		1/4	1		6	54	3	1	
7	7	0	1/4		1/4	1		6	54	4	1	
