mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
1	1	0	1/4		1/4	1		4	52	3	1	
1	1	0	1/4		1/4	1		4	52	4	1	
1	1	0	1/4		1/4	1		10	70	2	1	
1	1	0	1/4		1/4	1		7	73	1	1	
1	1	1/4	1/4		1/4	1		9	51	3	1	
1	1	1/4	1/4		1/4	1		9	51	4	1	
1	1	1/4	1/8		1/8	1		6	78	1	1	
1	1	3/8	1/8		1/8	1		5	71	1	1	
1	1	1/2	1/4		1/4	1		7	49	3	1	
1	1	1/2	1/4		1/4	1		7	49	4	1	
1	1	1/2	3/8		1/4	3/2		4	76	1	1	
1	1	3/4	1/4		1/4	1		6	54	3	1	
1	1	3/4	1/4		1/4	1		6	54	4	1	
1	1	3/4	1/4		1/4	1	1	7	73	2	1	
1	1	7/8	1/16		1/16	1		9	75	1	1	
1	1	15/16	1/16		1/16	1		7	73	1	1	
2	2	0	1/4		1/4	1		5	59	3	1	
2	2	0	1/4		1/4	1		5	59	4	1	
2	2	0	1/4		1/4	1	-1	7	73	2	1	
2	2	0	1/4		1/4	1		9	75	1	1	
2	2	1/4	1/4		1/4	1		5	47	3	1	
2	2	1/4	1/4		1/4	1		5	47	4	1	
2	2	1/4	1/8		1/8	1		5	71	2	1	
2	2	3/8	1/8		1/8	1		3	69	2	1	
2	2	3/8	1/8		1/8	1		6	78	1	1	
2	2	1/2	1/4		1/4	1		4	52	3	1	
2	2	1/2	1/4		1/4	1		4	52	4	1	
2	2	1/2	1/8		1/8	1		8	68	2	1	
2	2	1/2	1/8		1/8	1		4	76	1	1	
2	2	5/8	1/8		1/8	1		10	70	2	1	
2	2	5/8	1/8		1/8	1		9	75	1	1	
2	2	3/4	1/4		1/4	1		5	47	3	1	
2	2	3/4	1/4		1/4	1		5	47	4	1	
2	2	3/4	1/4		1/4	1	1	5	71	2	1	
2	2	3/4	1/8		1/8	1		7	73	1	1	
2	2	7/8	1/8		1/8	1		5	71	1	1	
3	3	0	1/4		1/4	1		6	54	3	1	
3	3	0	1/4		1/4	1		6	54	4	1	
3	3	0	1/4		1/4	1	-1	5	71	2	1	
3	3	0	1/4		1/4	1		9	75	1	1	
3	3	1/4	1/4		1/4	1		6	42	3	1	
3	3	1/4	1/4		1/4	1		6	42	4	1	
3	3	1/4	1/4		1/4	1		10	70	2	1	
3	3	1/4	1/4		1/4	1		7	73	1	1	
3	3	1/2	3/8		1/4	3/2		5	47	3	1	
3	3	1/2	3/8		1/4	3/2		5	47	4	1	
3	3	1/2	1/4		1/4	1		5	71	1	1	
3	3	1/2	1/4		1/4	1		5	71	2	1	
3	3	3/4	1/4		1/4	1	1	5	83	1	1	
3	3	7/8	1/8		1/8	1		8	44	3	1	
3	3	7/8	1/8		1/8	1		8	44	4	1	
4	4	0	1/8		1/8	1		3	45	3	1	
4	4	0	1/8		1/8	1		3	45	4	1	
4	4	0	1/4		1/4	1	-1	5	83	1	1	
4	4	0	1/2		1/2	1		7	85	2	1	
4	4	1/8	1/8		1/8	1		5	47	3	1	
4	4	1/8	1/8		1/8	1		5	47	4	1	
4	4	1/4	1/8		1/8	1		7	49	3	1	
4	4	1/4	1/8		1/8	1		7	49	4	1	
4	4	1/4	1/2		1/2	1		3	81	1	1	
4	4	3/8	1/8		1/8	1		9	51	3	1	
4	4	3/8	1/8		1/8	1		9	51	4	1	
4	4	1/2	1/8		1/8	1		4	52	3	1	
4	4	1/2	1/8		1/8	1		4	52	4	1	
4	4	1/2	1/2		1/2	1		5	83	2	1	
4	4	5/8	1/8		1/8	1		6	54	3	1	
