mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	5/2	5/2	0.5		5/8	5/8	12/8	2	1	1/8	1/8	1		2	62	D4	4	1
1	1	5/2	5/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		3	69	A4	4	0
2	1	3	3	1.5		0	3/4	12/8	3	1	3/8	1/4	3/2		2	50	D3	3	12
2	1	3	3	0.5		0	3/4	12/8	2	1	1/8	1/8	1		2	62	D4	4	7
2	1	3	3	0.5		0	3/4	12/8	1	1	1/8	1/8	1		-1	65	F4	4	2
2	1	7/2	7/2	0.5		1/8	7/8	12/8	1	1	1/8	1/8	1		4	64	E4	4	3
2	1	7/2	7/2	0.5		1/8	7/8	12/8	2	1	1/8	1/8	1		4	64	E4	4	8
2	1	4	4	0.5		1/4	1	12/8	1	1	1/8	1/8	1		2	62	D4	4	4
2	1	4	4	0.5		1/4	1	12/8	2	1	1/8	1/8	1		-1	65	F4	4	9
2	1	9/2	9/2	1.0		3/8	9/8	12/8	3	1	1/4	1/4	1		0	48	C3	3	13
2	1	9/2	9/2	1.0		3/8	9/8	12/8	2	1	1/4	1/4	1		4	64	E4	4	10
2	1	9/2	9/2	1.0		3/8	9/8	12/8	1	1	1/4	1/4	1		3	69	A4	4	5
2	1	11/2	11/2	0.5		5/8	11/8	12/8	3	1	1/8	1/8	1		-2	46	Bb2	2	14
2	1	11/2	11/2	0.5		5/8	11/8	12/8	2	1	1/8	1/8	1		2	62	D4	4	11
2	1	11/2	11/2	0.5		5/8	11/8	12/8	1	1	1/8	1/8	1		2	74	D5	5	6
3	2	6	6	1.5		0	0	12/8	3	1	3/8	1/4	3/2		3	45	A2	2	28
3	2	6	6	1.5		0	0	12/8	2	1	3/8	1/4	3/2		3	69	A4	4	22
3	2	6	6	1.5		0	0	12/8	1	1	3/8	1/4	3/2		7	73	C#5	5	15
3	2	15/2	15/2	1.0		3/8	3/8	12/8	1	1	1/4	1/4	1		3	81	A5	5	16
3	2	17/2	17/2	0.5		5/8	5/8	12/8	3	1	1/8	1/8	1		-1	53	F3	3	29
3	2	17/2	17/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		2	74	D5	5	17
3	2	17/2	17/2	0.5		5/8	5/8	12/8	2	1	1/8	1/8	1		3	81	A5	5	23
3	2	9	9	1.0		3/4	3/4	12/8	3	1	1/4	1/4	1		4	52	E3	3	30
3	2	9	9	1.0		3/4	3/4	12/8	2	1	1/4	1/4	1		7	73	C#5	5	24
3	2	9	9	0.5		3/4	3/4	12/8	1	1	1/8	1/8	1		1	79	G5	5	18
3	2	19/2	19/2	0.5		7/8	7/8	12/8	1	1	1/8	1/8	1		3	81	A5	5	19
3	2	10	10	0.5		1	1	12/8	3	1	1/8	1/8	1		2	50	D3	3	31
3	2	10	10	0.5		1	1	12/8	2	1	1/8	1/8	1		2	74	D5	5	25
3	2	10	10	0.5		1	1	12/8	1	1	1/8	1/8	1		-1	77	F5	5	20
3	2	21/2	21/2	1.0		9/8	9/8	12/8	3	1	1/4	1/4	1		3	57	A3	3	32
3	2	21/2	21/2	1.0		9/8	9/8	12/8	2	1	1/4	1/4	1		2	74	D5	5	26
3	2	21/2	21/2	1.5		9/8	9/8	12/8	1	1	3/8	1/4	3/2		4	76	E5	5	21
3	2	23/2	23/2	0.5		11/8	11/8	12/8	3	1	1/8	1/8	1		3	45	A2	2	33
3	2	23/2	23/2	0.5		11/8	11/8	12/8	2	1	1/8	1/8	1		7	73	C#5	5	27
4	3	12	12	1.0		0	0	12/8	3	1	1/4	1/4	1		2	50	D3	3	47
4	3	12	12	1.5		0	0	12/8	1	1	3/8	1/4	3/2	1	2	74	D5	5	34
4	3	12	12	1.5		0	0	12/8	2	1	3/8	1/4	3/2	1	2	74	D5	5	42
4	3	13	13	0.5		1/4	1/4	12/8	3	1	1/8	1/8	1		4	52	E3	3	48
4	3	27/2	27/2	1.0		3/8	3/8	12/8	3	1	1/4	1/4	1		-1	53	F3	3	49
4	3	27/2	27/2	1.0		3/8	3/8	12/8	1	1	1/4	1/4	1	-1	2	74	D5	5	35
4	3	27/2	27/2	1.0		3/8	3/8	12/8	2	1	1/4	1/4	1	-1	2	74	D5	5	43
4	3	29/2	29/2	0.5		5/8	5/8	12/8	3	1	1/8	1/8	1		2	50	D3	3	50
4	3	29/2	29/2	0.5		5/8	5/8	12/8	2	1	1/8	1/8	1		-1	77	F5	5	44
4	3	29/2	29/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		2	86	D6	6	36
4	3	15	15	1.5		3/4	3/4	12/8	3	1	3/8	1/4	3/2		4	52	E3	3	51
4	3	15	15	1.5		3/4	3/4	12/8	2	1	3/8	1/4	3/2		1	79	G5	5	45
4	3	15	15	0.5		3/4	3/4	12/8	1	1	1/8	1/8	1		0	84	C6	6	37
4	3	31/2	31/2	0.5		7/8	7/8	12/8	1	1	1/8	1/8	1		-2	82	Bb5	5	38
4	3	16	16	0.5		1	1	12/8	1	1	1/8	1/8	1		3	81	A5	5	39
4	3	33/2	33/2	1.0		9/8	9/8	12/8	1	1	1/4	1/4	1		-2	82	Bb5	5	40
4	3	35/2	35/2	0.5		11/8	11/8	12/8	3	1	1/8	1/8	1		0	48	C3	3	52
4	3	35/2	35/2	0.5		11/8	11/8	12/8	2	1	1/8	1/8	1		1	79	G5	5	46
4	3	35/2	35/2	0.5		11/8	11/8	12/8	1	1	1/8	1/8	1		0	84	C6	6	41
5	4	18	18	1.0		0	0	12/8	3	1	1/4	1/4	1		-1	53	F3	3	65
5	4	18	18	1.5		0	0	12/8	2	1	3/8	1/4	3/2		0	72	C5	5	59
5	4	18	18	1.5		0	0	12/8	1	1	3/8	1/4	3/2		3	81	A5	5	53
5	4	19	19	0.5		1/4	1/4	12/8	3	1	1/8	1/8	1		1	55	G3	3	66
5	4	39/2	39/2	1.0		3/8	3/8	12/8	3	1	1/4	1/4	1		3	57	A3	3	67
