mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	3	1	1/4	1/4	1		3	57		8
1	1	0	0	4/4	4	1	1/4	1/4	1		3	57		12
1	1	0	0	4/4	2	1	1/4	1/4	1		0	72		4
1	1	0	0	4/4	1	1	1/4	1/4	1		4	76		0
1	1	3/8	3/8	4/4	3	1	1/8	1/8	1		3	57		9
1	1	3/8	3/8	4/4	4	1	1/8	1/8	1		3	57		13
1	1	3/8	3/8	4/4	2	1	1/8	1/8	1		0	72		5
1	1	3/8	3/8	4/4	1	1	1/8	1/8	1		4	76		1
1	1	1/2	1/2	4/4	3	1	1/4	1/4	1		2	50		10
1	1	1/2	1/2	4/4	4	1	1/4	1/4	1		2	50		14
1	1	1/2	1/2	4/4	2	1	1/4	1/4	1		3	69		6
1	1	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	77		2
1	1	3/4	3/4	4/4	3	1	1/4	1/4	1	1	2	62		11
1	1	3/4	3/4	4/4	4	1	1/4	1/4	1	1	2	62		15
1	1	7/8	7/8	4/4	2	1	1/8	1/8	1		3	69		7
1	1	7/8	7/8	4/4	1	1	1/8	1/8	1		-1	77		3
2	2	0	0	4/4	3	1	1/4	1/4	1	-1	2	62		25
2	2	0	0	4/4	4	1	1/4	1/4	1	-1	2	62		29
2	2	0	0	4/4	2	1	1/8	1/8	1		8	68		21
2	2	0	0	4/4	1	1	3/8	1/4	3/2		4	76		16
2	2	1/8	1/8	4/4	2	1	1/8	1/8	1		4	64		22
2	2	1/4	1/4	4/4	3	1	1/4	1/4	1		0	60		26
2	2	1/4	1/4	4/4	4	1	1/4	1/4	1		0	60		30
2	2	1/4	1/4	4/4	2	1	1/2	1/2	1		3	69		23
2	2	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		17
2	2	1/2	1/2	4/4	3	1	1/4	1/4	1		5	59		27
2	2	1/2	1/2	4/4	4	1	1/4	1/4	1		5	59		31
2	2	1/2	1/2	4/4	1	1	3/8	1/4	3/2		2	74		18
2	2	3/4	3/4	4/4	3	1	1/4	1/4	1		4	52		28
2	2	3/4	3/4	4/4	4	1	1/4	1/4	1		4	52		32
2	2	3/4	3/4	4/4	2	1	1/4	1/4	1		8	68		24
2	2	7/8	7/8	4/4	1	1	1/16	1/16	1		4	76		19
2	2	15/16	15/16	4/4	1	1	1/16	1/16	1		2	74		20
3	3	0	0	4/4	3	1	3/8	1/4	3/2		3	57		44
3	3	0	0	4/4	4	1	3/8	1/4	3/2		3	57		49
3	3	0	0	4/4	2	1	3/8	1/4	3/2		3	69		39
3	3	0	0	4/4	1	1	1/8	1/8	1		0	72		33
3	3	1/8	1/8	4/4	1	1	1/8	1/8	1		3	69		34
3	3	1/4	1/4	4/4	1	1	3/8	1/4	3/2		-1	77		35
3	3	3/8	3/8	4/4	3	1	1/8	1/8	1		3	57		45
3	3	3/8	3/8	4/4	4	1	1/8	1/8	1		3	57		50
3	3	3/8	3/8	4/4	2	1	1/8	1/8	1		0	72		40
3	3	1/2	1/2	4/4	3	1	3/8	1/4	3/2		1	55		46
3	3	1/2	1/2	4/4	4	1	3/8	1/4	3/2		1	55		51
3	3	1/2	1/2	4/4	2	1	3/8	1/4	3/2		5	71		41
3	3	5/8	5/8	4/4	1	1	1/16	1/16	1		4	76		36
3	3	11/16	11/16	4/4	1	1	1/16	1/16	1		2	74		37
3	3	3/4	3/4	4/4	1	1	1/4	1/4	1	1	4	76		38
3	3	7/8	7/8	4/4	3	1	1/16	1/16	1		-1	53		47
3	3	7/8	7/8	4/4	4	1	1/16	1/16	1		-1	53		52
3	3	7/8	7/8	4/4	2	1	1/16	1/16	1		3	69		42
3	3	15/16	15/16	4/4	3	1	1/16	1/16	1		4	52		48
3	3	15/16	15/16	4/4	4	1	1/16	1/16	1		4	52		53
3	3	15/16	15/16	4/4	2	1	1/16	1/16	1		8	68		43
4	4	0	0	4/4	3	1	3/8	1/4	3/2		-1	53		63
4	4	0	0	4/4	4	1	3/8	1/4	3/2		-1	53		66
4	4	0	0	4/4	2	1	3/8	1/4	3/2		3	69		60
4	4	0	0	4/4	1	1	1/8	1/8	1	-1	4	76		54
4	4	1/8	1/8	4/4	1	1	1/16	1/16	1		3	81		55
4	4	3/16	3/16	4/4	1	1	1/16	1/16	1		0	72		56
4	4	1/4	1/4	4/4	1	1	3/16	1/8	3/2		2	74		57
4	4	3/8	3/8	4/4	3	1	1/8	1/8	1		-1	41		64
4	4	3/8	3/8	4/4	4	1	1/8	1/8	1		-1	41		67
4	4	3/8	3/8	4/4	2	1	1/8	1/8	1		3	69		61
4	4	7/16	7/16	4/4	1	1	1/16	1/16	1		4	76		58
4	4	1/2	1/2	4/4	3	1	1/2	1/2	1		4	40		65
4	4	1/2	1/2	4/4	4	1	1/2	1/2	1		4	40		68
4	4	1/2	1/2	4/4	2	1	1/2	1/2	1		8	68		62
4	4	1/2	1/2	4/4	1	1	1/2	1/2	1		4	76		59
6	6	0	0	4/4	3	1	1/4	1/4	1		0	60		77
6	6	0	0	4/4	4	1	1/4	1/4	1		0	60		81
6	6	0	0	4/4	2	1	1/4	1/4	1		4	76		73
6	6	0	0	4/4	1	1	1/4	1/4	1		1	79		69
6	6	3/8	3/8	4/4	3	1	1/8	1/8	1		0	60		78
6	6	3/8	3/8	4/4	4	1	1/8	1/8	1		0	60		82
6	6	3/8	3/8	4/4	2	1	1/8	1/8	1		4	76		74
6	6	3/8	3/8	4/4	1	1	1/8	1/8	1		1	79		70
6	6	1/2	1/2	4/4	3	1	1/4	1/4	1		-1	53		79
6	6	1/2	1/2	4/4	4	1	1/4	1/4	1		-1	53		83
6	6	1/2	1/2	4/4	2	1	1/4	1/4	1		0	72		75
6	6	1/2	1/2	4/4	1	1	1/4	1/4	1		3	81		71
6	6	3/4	3/4	4/4	3	1	1/4	1/4	1	1	-1	65		80
6	6	3/4	3/4	4/4	4	1	1/4	1/4	1	1	-1	65		84
6	6	7/8	7/8	4/4	2	1	1/8	1/8	1		0	72		76
6	6	7/8	7/8	4/4	1	1	1/8	1/8	1		3	81		72
7	7	0	0	4/4	3	1	1/4	1/4	1	-1	-1	65		93
7	7	0	0	4/4	4	1	1/4	1/4	1	-1	-1	65		97
7	7	0	0	4/4	2	1	1/8	1/8	1		5	71		89
