mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	1	d.i{		d	i		i	i						{	m	1	1	2, -1, 3		2.0	2.0	6	14	0.3	0.375	1.625	0.1875
1	1	1/2	1/2	4/4	3	1	V		d	i		V	V							M	1	1	3, 7, 4		3.0	3.0	8	10	0.4444444444444444	0.5	1.0	0.3333333333333333
2	2	0	0	4/4	3	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	8	12	0.4	0.5	1.5	0.25
2	2	1/2	1/2	4/4	3	1	V/III		d	i		V/III	V				III			M	1	1	0, 4, 1		0.0	0.0	6	12	0.3333333333333333	0.375	1.125	0.25
3	3	0	0	4/4	3	1	iv		d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	4	6	0.4	0.25	1.0	0.2
3	3	1/4	1/4	4/4	3	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	4	6	0.4	0.25	0.5	0.3333333333333333
3	3	1/2	1/2	4/4	3	1	i		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	4	6	0.4	0.25	0.75	0.25
3	3	3/4	3/4	4/4	3	1	v6		d	i		v6	v		6					m	1	1	0, 4, 3		3.0	0.0	4	6	0.4	0.25	0.75	0.25
4	4	0	0	4/4	3	1	iv6(2)		d	i		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1.0	-2.0	2	8	0.2	0.125	1.125	0.1
4	4	1/4	1/4	4/4	3	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	2	7	0.2222222222222222	0.125	0.625	0.16666666666666666
4	4	1/2	1/2	4/4	3	1	V|HC}		d	i		V	V					HC	}	M	1	1	3, 7, 4		3.0	3.0	6	12	0.3333333333333333	0.375	1.625	0.1875
5	5	0	0	4/4	3	1	III.V/ii{		d	III		V/ii	V				ii		{	M	1	0	2, 6, 3		2.0	2.0	8	12	0.4	0.5	1.5	0.25
5	5	1/2	1/2	4/4	3	1	ii6		d	III		ii6	ii		6					m	1	0	-2, 2, 1		1.0	-2.0	4	6	0.4	0.25	0.75	0.25
5	5	3/4	3/4	4/4	3	1	ii		d	III		ii	ii							m	1	0	1, -2, 2		1.0	1.0	2	6	0.25	0.125	0.375	0.25
6	6	0	0	4/4	3	1	V		d	III		V	V							M	1	0	0, 4, 1		0.0	0.0	8	12	0.4	0.5	1.5	0.25
6	6	1/2	1/2	4/4	3	1	I6		d	III		I6	I		6					M	1	0	3, 0, -1		-1.0	3.0	4	6	0.4	0.25	0.75	0.25
6	6	3/4	3/4	4/4	3	1	I		d	III		I	I							M	1	0	-1, 3, 0		-1.0	-1.0	2	6	0.25	0.125	0.375	0.25
7	7	0	0	4/4	3	1	IV		d	III		IV	IV							M	1	0	-2, 2, -1		-2.0	-2.0	4	6	0.4	0.25	1.0	0.2
7	7	1/4	1/4	4/4	3	1	IV6		d	III		IV6	IV		6					M	1	0	2, -1, -2		-2.0	2.0	2	2	0.5	0.125	0.125	0.5
7	7	3/8	3/8	4/4	3	1	ii6		d	III		ii6	ii		6					m	1	0	-2, 2, 1		1.0	-2.0	0	6	0.0	0.0	0.5	0.0
7	7	1/2	1/2	4/4	3	1	V		d	III		V	V							M	1	0	0, 4, 1		0.0	0.0	4	6	0.4	0.25	0.75	0.25
7	7	3/4	3/4	4/4	3	1	I6		d	III		I6	I		6					M	1	0	3, 0, -1		-1.0	3.0	2	8	0.2	0.125	0.875	0.125
8	8	0	0	4/4	3	1	ii65		d	III		ii65	ii		65					mm7	1	0	-2, 2, -1, 1		1.0	-2.0	2	8	0.2	0.125	1.125	0.1
8	8	1/4	1/4	4/4	3	1	V7(4)		d	III		V7(4)	V		7	4				Mm7	1	0	0, -1, 1, -2		0.0	0.0	0	4	0.0	0.0	0.25	0.0
8	8	3/8	3/8	4/4	3	1	V		d	III		V	V							M	1	0	0, 4, 1		0.0	0.0	0	6	0.0	0.0	0.5	0.0
8	8	1/2	1/2	4/4	3	1	I|PAC}{		d	III		I	I					PAC	}{	M	1	0	-1, 3, 0		-1.0	-1.0	4	6	0.4	0.25	0.75	0.25
8	8	3/4	3/4	4/4	3	1	I6		d	III		I6	I		6					M	1	0	3, 0, -1		-1.0	3.0	4	6	0.4	0.25	0.75	0.25
9	9	0	0	4/4	3	1	V(4)		d	III		V(4)	V			4				M	1	0	0, -1, 1		0.0	0.0	4	4	0.5	0.25	0.25	0.5
9	9	1/4	1/4	4/4	3	1	V6		d	III		V6	V		6					M	1	0	4, 1, 0		0.0	4.0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
9	9	3/8	3/8	4/4	3	1	v.V65/iv		d	v		V65/iv	V		65		iv			Mm7	1	1	7, 4, 1, 3		3.0	7.0	0	4	0.0	0.0	0.25	0.0
9	9	1/2	1/2	4/4	3	1	iv(9)		d	v		iv(9)	iv			9				m	1	1	2, -1, 3	4	2.0	2.0	4	4	0.5	0.25	0.25	0.5
9	9	3/4	3/4	4/4	3	1	iv		d	v		iv	iv							m	1	1	2, -1, 3		2.0	2.0	4	6	0.4	0.25	0.75	0.25
10	10	0	0	4/4	3	1	V		d	v		V	V							M	1	1	4, 8, 5		4.0	4.0	2	6	0.25	0.125	0.375	0.25
10	10	1/4	1/4	4/4	3	1	i		d	v		i	i							m	1	1	3, 0, 4		3.0	3.0	2	8	0.2	0.125	1.375	0.08333333333333333
10	10	1/2	1/2	4/4	3	1	iv7(9)		d	v		iv7(9)	iv		7	9				mm7	1	1	2, -1, 3, 0	4	2.0	2.0	2	6	0.25	0.125	0.375	0.25
10	10	3/4	3/4	4/4	3	1	iio6	ii%65	d	v		iio6	ii	o	6					o	1	1	2, -1, 5		5.0	2.0	2	10	0.16666666666666666	0.25	0.75	0.25
11	11	0	0	4/4	3	1	V7		d	v		V7	V		7					Mm7	1	1	4, 8, 5, 2		4.0	4.0	2	8	0.2	0.125	0.875	0.125
11	11	1/4	1/4	4/4	3	1	i6		d	v		i6	i		6					m	1	1	0, 4, 3		3.0	0.0	2	8	0.2	0.125	0.625	0.16666666666666666
11	11	1/2	1/2	4/4	3	1	IV		d	v		IV	IV							M	1	1	2, 6, 3		2.0	2.0	5	6	0.45454545454545453	0.375	0.625	0.375
11	11	3/4	3/4	4/4	3	1	iv65		d	v		iv65	iv		65					mm7	1	1	-1, 3, 0, 2		2.0	-1.0	2	4	0.3333333333333333	0.125	0.5	0.2
11	11	7/8	7/8	4/4	3	1	ii%43		d	v		ii%43	ii	%	43					%7	1	1	-1, 3, 5, 2		5.0	-1.0	0	5	0.0	0.0	0.375	0.0
12	12	0	0	4/4	3	1	V(64)		d	v		V(64)	V			64				M	1	1	4, 3, 0		4.0	4.0	0	4	0.0	0.0	0.75	0.0
12	12	1/8	1/8	4/4	3	1	i		d	v		i	i							m	1	1	3, 0, 4		3.0	3.0	0	2	0.0	0.0	0.25	0.0
12	12	1/4	1/4	4/4	3	1	V		d	v		V	V							M	1	1	4, 8, 5		4.0	4.0	0	6	0.0	0.0	1.0	0.0
12	12	1/2	1/2	4/4	3	1	i|PAC}		d	v		i	i					PAC	}	m	1	1	3, 0, 4		3.0	3.0	0	4	0.0	0.0	2.0	0.0
13	13	0	0	4/4	3	1	III.V/vi{		d	III		V/vi	V				vi		{	M	1	0	3, 7, 4		3.0	3.0	8	12	0.4	0.5	1.5	0.25
13	13	1/2	1/2	4/4	3	1	vi6		d	III		vi6	vi		6					m	1	0	-1, 3, 2		2.0	-1.0	4	6	0.4	0.25	0.75	0.25
13	13	3/4	3/4	4/4	3	1	vi		d	III		vi	vi							m	1	0	2, -1, 3		2.0	2.0	2	6	0.25	0.125	0.375	0.25
