mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/2	3	1	g.VI{		g	i		VI	VI						{	M	1	1	-3, 1, -2		-3.0	-3.0	0	8	0.0	0.0	6.0	0.0
2	2	0	0	3/2	3	1	V65/iv	#viio/iv	g	i		V65/iv	V		65		iv			Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	8	0.0	0.0	6.0	0.0
3	3	0	0	3/2	3	1	iv		g	i		iv	iv							m	1	1	0, -3, 1		0.0	0.0	0	8	0.0	0.0	6.0	0.0
4	4	0	0	3/2	3	1	V6		g	i		V6	V		6					M	1	1	6, 3, 2		2.0	6.0	0	4	0.0	0.0	4.0	0.0
4	4	1	1	3/2	3	1	V65		g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	0	4	0.0	0.0	2.0	0.0
5	5	0	0	3/2	3	1	i		g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	0	4	0.0	0.0	4.0	0.0
5	5	1	1	3/2	3	1	v6		g	i		v6	v		6					m	1	1	-1, 3, 2		2.0	-1.0	0	8	0.0	0.0	4.0	0.0
6	6	1/2	1/2	3/2	3	1	iv6		g	i		iv6	iv		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	4.0	0.0
7	7	0	0	3/2	3	1	V|HC}		g	i		V	V					HC	}	M	1	1	2, 6, 3		2.0	2.0	0	8	0.0	0.0	6.0	0.0
8	8	0	0	3/2	3	1	IV6(2)		g	i		IV6(2)	IV		6	2				M	1	1	4, 1, 2		0.0	4.0	0	4	0.0	0.0	2.0	0.0
8	8	1/2	1/2	3/2	3	1	V65	#viio	g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	0	5	0.0	0.0	4.0	0.0
9	9	0	0	3/2	3	1	i(4)		g	i		i(4)	i			4				m	1	1	1, 0, 2		1.0	1.0	0	4	0.0	0.0	3.0	0.0
