mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	1	e.i{	e	i		i	i						{	m	1	1	4, 1, 5		4	4	0.0	2.0	0.0	0.0	1.5	0.0
1	1	1/2	1/2	4/4	3	1	ii%2	e	i		ii%2	ii	%	2					%7	1	1	4, 6, 3, 0		6	4						
1	1	3/4	3/4	4/4	3	1	v6	e	i		v6	v		6					m	1	1	2, 6, 5		5	2	0.0	3.0	0.0	0.0	0.75	0.0
2	2	0	0	4/4	3	1	iv6(2)	e	i		iv6(2)	iv		6	2				m	1	1	0, 4, 5		3	0	0.0	3.0	0.0	0.0	1.25	0.0
2	2	1/4	1/4	4/4	3	1	iv6	e	i		iv6	iv		6					m	1	1	0, 4, 3		3	0	0.0	2.0	0.0	0.0	0.75	0.0
2	2	1/2	1/2	4/4	3	1	V(64)	e	i		V(64)	V			64				M	1	1	5, 4, 1		5	5	0.0	3.0	0.0	0.0	1.25	0.0
2	2	3/4	3/4	4/4	3	1	III.viio	e	III		viio	vii	o						o	1	0	6, 3, 0		6	6	2.0	0.0	1.0	0.5	0.0	1.0
3	3	0	0	4/4	3	1	IV6(5)	e	III		IV6(5)	IV		6	5				M	1	0	4, 1, 0		0	4	1.0	3.0	0.25	0.25	1.0	0.2
3	3	1/4	1/4	4/4	3	1	viio	e	III		viio	vii	o						o	1	0	6, 3, 0		6	6	0.0	3.0	0.0	0.0	1.0	0.0
3	3	1/2	1/2	4/4	3	1	I(9)	e	III		I(9)	I			9				M	1	0	1, 5, 2	3	1	1	0.0	3.0	0.0	0.0	0.75	0.0
3	3	3/4	3/4	4/4	3	1	I	e	III		I	I							M	1	0	1, 5, 2		1	1	0.0	4.0	0.0	0.0	1.0	0.0
4	4	0	0	4/4	3	1	V(4)	e	III		V(4)	V			4				M	1	0	2, 1, 3		2	2	0.0	4.0	0.0	0.0	1.25	0.0
4	4	1/4	1/4	4/4	3	1	#viio/vi	e	III		#viio/vi	#vii	o			vi			o	1	0	9, 6, 3		9	9	0.0	3.0	0.0	0.0	1.0	0.0
4	4	1/2	1/2	4/4	3	1	vi(9)	e	III		vi(9)	vi			9				m	1	0	4, 1, 5	6	4	4	0.0	3.0	0.0	0.0	1.0	0.0
4	4	3/4	3/4	4/4	3	1	v.iv	e	v		iv	iv							m	1	1	4, 1, 5		4	4	0.0	3.0	0.0	0.0	0.75	0.0
5	5	0	0	4/4	3	1	V2	e	v		V2	V		2					Mm7	1	1	4, 6, 10, 7		6	4	0.0	4.0	0.0	0.0	1.0	0.0
5	5	1/4	1/4	4/4	3	1	i	e	v		i	i							m	1	1	5, 2, 6		5	5	3.0	4.0	0.42857142857142855	0.375	0.875	0.3
5	5	1/2	1/2	4/4	3	1	V(64)	e	v		V(64)	V			64				M	1	1	6, 5, 2		6	6	0.0	3.0	0.0	0.0	0.75	0.0
5	5	3/4	3/4	4/4	3	1	V	e	v		V	V							M	1	1	6, 10, 7		6	6	0.0	4.0	0.0	0.0	1.0	0.0
6	6	0	0	4/4	3	1	VI|DC}	e	v		VI	VI					DC	}	M	1	1	1, 5, 2		1	1	0.0	4.0	0.0	0.0	1.25	0.0
6	6	1/4	1/4	4/4	3	1	iv6{	e	v		iv6	iv		6				{	m	1	1	1, 5, 4		4	1	2.0	1.0	0.6666666666666666	0.25	0.5	0.3333333333333333
6	6	1/2	1/2	4/4	3	1	i(4)	e	v		i(4)	i			4				m	1	1	5, 4, 6		5	5	0.0	3.0	0.0	0.0	1.25	0.0
6	6	3/4	3/4	4/4	3	1	i	e	v		i	i							m	1	1	5, 2, 6		5	5	2.0	1.0	0.6666666666666666	0.25	0.25	0.5
7	7	0	0	4/4	3	1	iv.V65	e	iv		V65	V		65					Mm7	1	1	8, 5, 2, 4		4	8	0.0	6.0	0.0	0.0	1.25	0.0
7	7	1/4	1/4	4/4	3	1	i	e	iv		i	i							m	1	1	3, 0, 4		3	3	0.0	3.0	0.0	0.0	1.25	0.0
7	7	1/2	1/2	4/4	3	1	ii%2	e	iv		ii%2	ii	%	2					%7	1	1	3, 5, 2, -1		5	3	0.0	2.0	0.0	0.0	1.0	0.0
7	7	3/4	3/4	4/4	3	1	#viio	e	iv		#viio	#vii	o						o	1	1	8, 5, 2		8	8	0.0	2.0	0.0	0.0	0.5	0.0
