mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	1	g.i{		g	i		i	i						{	m	1	1	1, -2, 2		1	1	2	10	0.16666666666666666	0.25	3.5	0.06666666666666667
2	2	0	0	4/4	3	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	0	4	0.0	0.0	1.125	0.0
2	2	1/4	1/4	4/4	3	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	4	0.2	0.0625	0.9375	0.0625
2	2	1/2	1/2	4/4	3	1	i(9)		g	i		i(9)	i			9				m	1	1	1, -2, 2	3	1	1	0	4	0.0	0.0	0.875	0.0
2	2	3/4	3/4	4/4	3	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	5, 2, 1		1	5	1	4	0.2	0.125	0.875	0.125
3	3	0	0	4/4	3	1	iv		g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	1.0	0.0
3	3	1/4	1/4	4/4	3	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	1.25	0.0
3	3	1/2	1/2	4/4	3	1	iv6(2)		g	i		iv6(2)	iv		6	2				m	1	1	-3, 1, 2		0	-3	0	3	0.0	0.0	1.5	0.0
3	3	3/4	3/4	4/4	3	1	iv6		g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	1	0.0	0.0	0.25	0.0
4	4	0	0	4/4	3	1	V|HC}		g	i		V	V					HC	}	M	1	1	2, 6, 3		2	2	0	8	0.0	0.0	1.625	0.0
4	4	1/2	1/2	4/4	3	1	IV6(2)		g	i		IV6(2)	IV		6	2				M	1	1	4, 1, 2		0	4	0	4	0.0	0.0	0.875	0.0
4	4	5/8	5/8	4/4	3	1	IV6		g	i		IV6	IV		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.125	0.0
4	4	3/4	3/4	4/4	3	1	V65	#viio	g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	0	5	0.0	0.0	1.0	0.0
5	5	0	0	4/4	3	1	i(4)		g	i		i(4)	i			4				m	1	1	1, 0, 2		1	1	0	4	0.0	0.0	0.875	0.0
5	5	1/8	1/8	4/4	3	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.125	0.0
5	5	3/8	3/8	4/4	3	1	V/iv		g	i		V/iv	V				iv			M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
5	5	1/2	1/2	4/4	3	1	IV6(2)/iv		g	i		IV6(2)/iv	IV		6	2	iv			M	1	1	3, 0, 1		-1	3	0	4	0.0	0.0	0.875	0.0
5	5	5/8	5/8	4/4	3	1	IV6/iv		g	i		IV6/iv	IV		6		iv			M	1	1	3, 0, -1		-1	3	0	1	0.0	0.0	0.125	0.0
5	5	3/4	3/4	4/4	3	1	V65/iv	#viio/iv	g	i		V65/iv	V		65		iv			Mm7	1	1	5, 2, -1, 1		1	5	0	5	0.0	0.0	1.0	0.0
6	6	0	0	4/4	3	1	i(4)/iv		g	i		i(4)/iv	i			4	iv			m	1	1	0, -1, 1		0	0	0	4	0.0	0.0	0.875	0.0
6	6	1/8	1/8	4/4	3	1	i/iv		g	i		i/iv	i				iv			m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	1.375	0.0
6	6	1/2	1/2	4/4	3	1	V2		g	i		V2	V		2					Mm7	1	1	0, 2, 6, 3		2	0	0	3	0.0	0.0	0.5	0.0
6	6	3/4	3/4	4/4	3	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.875	0.0
7	7	0	0	4/4	3	1	ii7		g	i		ii7	ii		7					mm7	1	1	3, 0, 4, 1		3	3	0	6	0.0	0.0	1.125	0.0
7	7	1/4	1/4	4/4	3	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	5	0.0	0.0	0.875	0.0
7	7	1/2	1/2	4/4	3	1	i|IAC}		g	i		i	i					IAC	}	m	1	1	1, -2, 2		1	1	0	5	0.0	0.0	1.125	0.0
7	7	3/4	3/4	4/4	3	1	III.IV6		g	III		IV6	IV		6					M	1	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.625	0.0
8	8	0	0	4/4	3	1	iii6(2)		g	III		iii6(2)	iii		6	2				m	1	0	-1, 3, -3		2	-1	2	4	0.3333333333333333	0.125	1.25	0.09090909090909091
8	8	1/4	1/4	4/4	3	1	iii6		g	III		iii6	iii		6					m	1	0	-1, 3, 2		2	-1	0	1	0.0	0.0	0.5	0.0
8	8	3/8	3/8	4/4	3	1	I6		g	III		I6	I		6					M	1	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.375	0.0
8	8	1/2	1/2	4/4	3	1	IVM7		g	III		IVM7	IV	M	7					MM7	1	0	-3, 1, -2, 2		-3	-3	1	3	0.25	0.125	0.625	0.16666666666666666
8	8	3/4	3/4	4/4	3	1	viio7/V		g	III		viio7/V	vii	o	7		V			o7	1	0	4, 1, -2, -5		4	4	0	5	0.0	0.0	1.0	0.0
9	9	0	0	4/4	3	1	V(4)		g	III		V(4)	V			4				M	1	0	-1, -2, 0		-1	-1	0	4	0.0	0.0	1.375	0.0
9	9	1/4	1/4	4/4	3	1	V		g	III		V	V							M	1	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.625	0.0
9	9	1/2	1/2	4/4	3	1	I|PAC}		g	III		I	I					PAC	}	M	1	0	-2, 2, -1		-2	-2	1	7	0.125	0.125	1.625	0.07142857142857142
10	10	0	0	4/4	3	1	V6		g	III		V6	V		6					M	1	0	3, 0, -1		-1	3	0	8	0.0	0.0	1.625	0.0
10	10	3/8	3/8	4/4	3	1	iv.#viio	V65	g	iv		#viio	#vii	o						o	1	1	5, 2, -1		5	5	0	3	0.0	0.0	0.375	0.0
10	10	1/2	1/2	4/4	3	1	i(4)		g	iv		i(4)	i			4				m	1	1	0, -1, 1		0	0	0	5	0.0	0.0	0.875	0.0
10	10	3/4	3/4	4/4	3	1	i		g	iv		i	i							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.875	0.0
11	11	0	0	4/4	3	1	iv7		g	iv		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1	1	5	0.16666666666666666	0.0625	1.0625	0.05555555555555555
11	11	1/4	1/4	4/4	3	1	VII7		g	iv		VII7	VII		7					Mm7	1	1	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	1.0	0.0
11	11	1/2	1/2	4/4	3	1	IIIM7		g	iv		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	2	3	0.4	0.125	0.875	0.125
11	11	3/4	3/4	4/4	3	1	VIM7		g	iv		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4	0	5	0.0	0.0	0.875	0.0
12	12	0	0	4/4	3	1	ii%7	ii7	g	iv		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2	2	4	0.3333333333333333	0.125	1.0	0.1111111111111111
12	12	1/4	1/4	4/4	3	1	V7		g	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	0.875	0.0
12	12	1/2	1/2	4/4	3	1	i|IAC}		g	iv		i	i					IAC	}	m	1	1	0, -3, 1		0	0	0	8	0.0	0.0	1.75	0.0
13	13	0	0	4/4	3	1	i.V6(2)		g	i		V6(2)	V		6	2				M	1	1	6, 3, -3		2	6	0	4	0.0	0.0	1.0	0.0
13	13	1/4	1/4	4/4	3	1	V6		g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	0.5	0.0
13	13	3/8	3/8	4/4	3	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.375	0.0
13	13	1/2	1/2	4/4	3	1	i(9)		g	i		i(9)	i			9				m	1	1	1, -2, 2	3	1	1	0	4	0.0	0.0	1.125	0.0
13	13	3/4	3/4	4/4	3	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	1	4	0.2	0.125	0.625	0.16666666666666666
14	14	0	0	4/4	3	1	iio6(2)		g	i		iio6(2)	ii	o	6	2				o	1	1	0, -3, -2		3	0	0	5	0.0	0.0	1.25	0.0
14	14	1/4	1/4	4/4	3	1	iio6		g	i		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	1	4	0.2	0.125	0.875	0.125
14	14	1/2	1/2	4/4	3	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	8	0.1111111111111111	0.125	1.625	0.07142857142857142
15	15	0	0	4/4	3	1	iv6(2)		g	i		iv6(2)	iv		6	2				m	1	1	-3, 1, 2		0	-3	2	4	0.3333333333333333	0.125	1.25	0.09090909090909091
15	15	1/4	1/4	4/4	3	1	iv6		g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	1	0.0	0.0	0.5	0.0
15	15	3/8	3/8	4/4	3	1	ii6		g	i		ii6	ii		6					m	1	1	0, 4, 3		3	0	0	4	0.0	0.0	0.375	0.0
15	15	1/2	1/2	4/4	3	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	2	4	0.3333333333333333	0.25	0.75	0.25
15	15	7/8	7/8	4/4	3	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.5	0.0
16	16	0	0	4/4	3	1	bII6		g	i		bII6	bII		6					M	1	1	0, -3, -4		-4	0	1	4	0.2	0.125	0.875	0.125
16	16	1/4	1/4	4/4	3	1	viio7/V		g	i		viio7/V	vii	o	7		V			o7	1	1	7, 4, 1, -2		7	7	1	4	0.2	0.125	1.125	0.1
16	16	1/2	1/2	4/4	3	1	V(64)		g	i		V(64)	V			64				M	1	1	2, 1, -2		2	2	0	3	0.0	0.0	1.25	0.0
16	16	3/4	3/4	4/4	3	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
17	17	0	0	4/4	3	1	i|PAC}		g	i		i	i					PAC	}	m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	4.0	0.0
