mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/2	4	1	e.i{						e	i		i	i						{	m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	3.0	0.0
1	1	1	1	3/2	4	1	iv						e	i		iv	iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	1.5	0.0
2	2	0	0	3/2	4	1	V6(2)						e	i		V6(2)	V		6	2				M	1	1	9, 6, 0		5	9	0	3	0.0	0.0	2.5	0.0
2	2	1/2	1/2	3/2	4	1	V6						e	i		V6	V		6					M	1	1	9, 6, 5		5	9	0	1	0.0	0.0	0.5	0.0
2	2	1	1	3/2	4	1	#viio						e	i		#viio	#vii	o						o	1	1	9, 6, 3		9	9	0	3	0.0	0.0	1.5	0.0
3	3	0	0	3/2	4	1	i						e	i		i	i							m	1	1	4, 1, 5		4	4	1	9	0.1	0.5	5.5	0.08333333333333333
4	4	0	0	3/2	4	1	iio6(2)						e	i		iio6(2)	ii	o	6	2				o	1	1	3, 0, 1		6	3	0	4	0.0	0.0	4.0	0.0
4	4	1/2	1/2	3/2	4	1	iio6						e	i		iio6	ii	o	6					o	1	1	3, 0, 6		6	3	0	1	0.0	0.0	0.5	0.0
4	4	1	1	3/2	4	1	iv						e	i		iv	iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	1.5	0.0
5	5	0	0	3/2	4	1	V(9)						e	i		V(9)	V			9				M	1	1	5, 9, 6	0	5	5	0	4	0.0	0.0	4.0	0.0
5	5	1/2	1/2	3/2	4	1	V						e	i		V	V							M	1	1	5, 9, 6		5	5	0	1	0.0	0.0	0.5	0.0
5	5	1	1	3/2	4	1	V7						e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	0	3	0.0	0.0	1.5	0.0
6	6	0	0	3/2	4	1	i|PAC}{						e	i		i	i					PAC	}{	m	1	1	4, 1, 5		4	4	0	5	0.0	0.0	4.0	0.0
6	6	1	1	3/2	4	1	V7/iv						e	i		V7/iv	V		7		iv			Mm7	1	1	4, 8, 5, 2		4	4	0	4	0.0	0.0	2.0	0.0
7	7	0	0	3/2	4	1	iv(9)						e	i		iv(9)	iv			9				m	1	1	3, 0, 4	5	3	3	0	4	0.0	0.0	3.5	0.0
7	7	1/2	1/2	3/2	4	1	iv						e	i		iv	iv							m	1	1	3, 0, 4		3	3	0	5	0.0	0.0	2.5	0.0
8	8	0	0	3/2	4	1	V65						e	i		V65	V		65					Mm7	1	1	9, 6, 3, 5		5	9	0	4	0.0	0.0	2.5	0.0
8	8	1/2	1/2	3/2	4	1	i						e	i		i	i							m	1	1	4, 1, 5		4	4	0	3	0.0	0.0	1.5	0.0
8	8	1	1	3/2	4	1	V2					#viio64	e	i		V2	V		2					Mm7	1	1	3, 5, 9, 6		5	3	0	4	0.0	0.0	2.0	0.0
9	9	0	0	3/2	4	1	iv7						e	i		iv7	iv		7					mm7	1	1	3, 0, 4, 1		3	3	0	4	0.0	0.0	2.0	0.0
9	9	1/2	1/2	3/2	4	1	V(4)						e	i		V(4)	V			4				M	1	1	5, 4, 6		5	5	0	4	0.0	0.0	3.75	0.0
9	9	5/4	5/4	3/2	4	1	V	0	-2.72773		/		e	i		V	V							M	1	1	5, 9, 6		5	5	0	1	0.0	0.0	0.25	0.0
10	10	0	0	3/2	4	1	i|PAC}{						e	i		i	i					PAC	}{	m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	2.0	0.0
10	10	1/2	1/2	3/2	4	1	V						e	i		V	V							M	1	1	5, 9, 6		5	5	0	2	0.0	0.0	1.0	0.0
10	10	1	1	3/2	4	1	i						e	i		i	i							m	1	1	4, 1, 5		4	4	0	2	0.0	0.0	1.0	0.0
11	11	0	0	3/2	4	1	ii%2						e	i		ii%2	ii	%	2					%7	1	1	4, 6, 3, 0		6	4	0	3	0.0	0.0	1.5	0.0
11	11	1/2	1/2	3/2	4	1	v6						e	i		v6	v		6					m	1	1	2, 6, 5		5	2	0	3	0.0	0.0	1.5	0.0
11	11	1	1	3/2	4	1	v						e	i		v	v							m	1	1	5, 2, 6		5	5	0	3	0.0	0.0	1.5	0.0
12	12	0	0	3/2	4	1	iv6(2)						e	i		iv6(2)	iv		6	2				m	1	1	0, 4, 5		3	0	0	4	0.0	0.0	3.0	0.0
12	12	1/2	1/2	3/2	4	1	iv6						e	i		iv6	iv		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	1.0	0.0
12	12	1	1	3/2	4	1	iv						e	i		iv	iv							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	2.0	0.0
13	13	0	0	3/2	4	1	III.I6(2)						e	III		I6(2)	I		6	2				M	1	0	5, 2, 3		1	5	0	4	0.0	0.0	3.0	0.0
13	13	1/2	1/2	3/2	4	1	I6						e	III		I6	I		6					M	1	0	5, 2, 1		1	5	0	2	0.0	0.0	1.0	0.0
13	13	1	1	3/2	4	1	I						e	III		I	I							M	1	0	1, 5, 2		1	1	0	4	0.0	0.0	2.0	0.0
14	14	0	0	3/2	4	1	ii7						e	III		ii7	ii		7					mm7	1	0	3, 0, 4, 1		3	3	0	4	0.0	0.0	2.0	0.0
14	14	1/2	1/2	3/2	4	1	V7						e	III		V7	V		7					Mm7	1	0	2, 6, 3, 0		2	2	0	8	0.0	0.0	4.0	0.0
15	15	0	0	3/2	4	1	I(4)}						e	III		I(4)	I			4			}	M	1	0	1, 0, 2		1	1	0	4	0.0	0.0	2.0	0.0
15	15	1/2	1/2	3/2	4	1	I|PAC{						e	III		I	I					PAC	{	M	1	0	1, 5, 2		1	1	0	4	0.0	0.0	2.5	0.0
15	15	1	1	3/2	4	1	I6						e	III		I6	I		6					M	1	0	5, 2, 1		1	5	0	3	0.0	0.0	1.5	0.0
