mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	4	1	A.I{					A	I		I	I						{	M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	1.5	0.0
2	2	0	0	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	2	3	0.4	0.25	0.75	0.25
2	2	1/2	1/2	3/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.5	0.0
3	3	0	0	3/4	4	1	IV6					A	I		IV6	IV		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.5	0.0
3	3	1/4	1/4	3/4	4	1	V6					A	I		V6	V		6					M	0	0	8, 5, 4		4	8	1	2	0.3333333333333333	0.125	0.375	0.25
3	3	1/2	1/2	3/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.5	0.0
4	4	0	0	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	1.0	0.0
4	4	1/2	1/2	3/4	4	1	I|PAC}					A	I		I	I					PAC	}	M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.5	0.0
5	5	0	0	3/4	4	1	I6{					A	I		I6	I		6				{	M	0	0	7, 4, 3		3	7	1	2	0.3333333333333333	0.25	0.75	0.25
5	5	1/2	1/2	3/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.25	0.0
6	6	0	0	3/4	4	1	V6					A	I		V6	V		6					M	0	0	8, 5, 4		4	8	1	2	0.3333333333333333	0.25	0.75	0.25
6	6	1/2	1/2	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.25	0.0
7	7	0	0	3/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
8	8	0	0	3/4	4	1	V.I6{					A	V		I6	I		6				{	M	0	0	8, 5, 4		4	8	1	3	0.25	0.125	1.375	0.08333333333333333
8	8	1/2	1/2	3/4	4	1	I					A	V		I	I							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
9	9	0	0	3/4	4	1	V					A	V		V	V							M	0	0	5, 9, 6		5	5	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
9	9	1/2	1/2	3/4	4	1	iii6					A	V		iii6	iii		6					m	0	0	5, 9, 8		8	5	0	3	0.0	0.0	0.75	0.0
10	10	0	0	3/4	4	1	IV					A	V		IV	IV							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	1.0	0.0
10	10	1/4	1/4	3/4	4	1	V2					A	V		V2	V		2					Mm7	0	0	3, 5, 9, 6		5	3	0	3	0.0	0.0	0.5	0.0
10	10	1/2	1/2	3/4	4	1	I					A	V		I	I							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
11	11	0	0	3/4	4	1	V					A	V		V	V							M	0	0	5, 9, 6		5	5	0	3	0.0	0.0	1.5	0.0
11	11	1/2	1/2	3/4	4	1	I|PAC}					A	V		I	I					PAC	}	M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
12	12	0	0	3/4	4	1	I.V{					A	I		V	V						{	M	0	0	4, 8, 5		4	4	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
12	12	1/2	1/2	3/4	4	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.5	0.0
13	13	0	0	3/4	4	1	IV					A	I		IV	IV							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
13	13	1/2	1/2	3/4	4	1	V6/V					A	I		V6/V	V		6		V			M	0	0	9, 6, 5		5	9	0	2	0.0	0.0	0.5	0.0
14	14	0	0	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	5	5	0.5	0.625	0.875	0.4166666666666667
14	14	1/2	1/2	3/4	4	1	V6					A	I		V6	V		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.75	0.0
15	15	0	0	3/4	4	1	I|PAC}{					A	I		I	I					PAC	}{	M	0	0	3, 7, 4		3	3	2	9	0.18181818181818182	0.25	2.75	0.08333333333333333
