mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	4	1	D.I{				D	I		I	I						{	M	0	0	2, 6, 3		2	2	0	8	0.0	0.0	2.0	0.0
1	1	1/2	1/2	4/4	4	1	IV				D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
1	1	3/4	3/4	4/4	4	1	I				D	I		I	I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	1.0	0.0
2	2	0	0	4/4	4	1	viio(2)				D	I		viio(2)	vii	o		2				o	0	0	2, 4, 1		7	2	0	4	0.0	0.0	1.5	0.0
2	2	1/4	1/4	4/4	4	1	viio				D	I		viio	vii	o						o	0	0	7, 4, 1		7	7	0	2	0.0	0.0	0.5	0.0
2	2	1/2	1/2	4/4	4	1	I|IAC}				D	I		I	I					IAC	}	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	2.0	0.0
4	4	0	0	4/4	4	1	V.I{				D	V		I	I						{	M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	2.0	0.0
4	4	1/2	1/2	4/4	4	1	IV				D	V		IV	IV							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	1.0	0.0
4	4	3/4	3/4	4/4	4	1	I				D	V		I	I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	1.0	0.0
5	5	0	0	4/4	4	1	viio(2)				D	V		viio(2)	vii	o		2				o	0	0	3, 5, 2		8	3	0	4	0.0	0.0	1.5	0.0
5	5	1/4	1/4	4/4	4	1	viio				D	V		viio	vii	o						o	0	0	8, 5, 2		8	8	0	2	0.0	0.0	0.5	0.0
5	5	1/2	1/2	4/4	4	1	I|IAC}				D	V		I	I					IAC	}	M	0	0	3, 7, 4		3	3	0	14	0.0	0.0	4.0	0.0
7	7	1/2	1/2	4/4	4	1	IV(9)				D	V		IV(9)	IV			9				M	0	0	2, 6, 3	4	2	2	0	3	0.0	0.0	0.75	0.0
7	7	3/4	3/4	4/4	4	1	IV				D	V		IV	IV							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.75	0.0
8	8	0	0	4/4	4	1	I(4)				D	V		I(4)	I			4				M	0	0	3, 2, 4		3	3	0	4	0.0	0.0	1.0	0.0
8	8	1/4	1/4	4/4	4	1	I				D	V		I	I							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	1.0	0.0
8	8	1/2	1/2	4/4	4	1	ii(9)				D	V		ii(9)	ii			9				m	0	0	5, 2, 6	7	5	5	0	3	0.0	0.0	0.75	0.0
8	8	3/4	3/4	4/4	4	1	V7				D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	5	0.0	0.0	0.75	0.0
9	9	0	0	4/4	4	1	I(9)				D	V		I(9)	I			9				M	0	0	3, 7, 4	5	3	3	0	4	0.0	0.0	0.875	0.0
9	9	1/4	1/4	4/4	4	1	I6				D	V		I6	I		6					M	0	0	7, 4, 3		3	7	0	6	0.0	0.0	0.875	0.0
9	9	1/2	1/2	4/4	4	1	IV				D	V		IV	IV							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.625	0.0
9	9	5/8	5/8	4/4	4	1	V7				D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.375	0.0
9	9	3/4	3/4	4/4	4	1	vi				D	V		vi	vi							m	0	0	6, 3, 7		6	6	0	4	0.0	0.0	0.625	0.0
9	9	7/8	7/8	4/4	4	1	ii65				D	V		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	0	3	0.0	0.0	0.375	0.0
10	10	0	0	4/4	4	1	V(64)				D	V		V(64)	V			64				M	0	0	4, 3, 7		4	4	2	4	0.3333333333333333	0.25	0.75	0.25
10	10	1/4	1/4	4/4	4	1	V				D	V		V	V							M	0	0	4, 8, 5		4	4	0	6	0.0	0.0	1.0	0.0
10	10	1/2	1/2	4/4	4	1	I|PAC}				D	V		I	I					PAC	}	M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.25	0.75	0.25
10	10	3/4	3/4	4/4	4	1	I.I6{				D	I		I6	I		6				{	M	0	0	6, 3, 2		2	6	0	5	0.0	0.0	0.75	0.0
11	11	0	0	4/4	4	1	ii65				D	I		ii65	ii		65					mm7	0	0	1, 5, 2, 4		4	1	0	6	0.0	0.0	1.5	0.0
11	11	1/4	1/4	4/4	4	1	V				D	I		V	V							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.75	0.0
11	11	1/2	1/2	4/4	4	1	I(9)				D	I		I(9)	I			9				M	0	0	2, 6, 3	4	2	2	0	3	0.0	0.0	0.75	0.0
11	11	3/4	3/4	4/4	4	1	I				D	I		I	I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.75	0.0
12	12	0	0	4/4	4	1	V(4)				D	I		V(4)	V			4				M	0	0	3, 2, 4		3	3	0	4	0.0	0.0	1.0	0.0
12	12	1/4	1/4	4/4	4	1	#viio/vi				D	I		#viio/vi	#vii	o			vi			o	0	0	10, 7, 4		10	10	0	5	0.0	0.0	1.0	0.0
