mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	3/4	4	1	A.I{					A	I		I	I						{	M	0	0	3, 7, 4		3	3	0	14	0.0	0.0	3.5	0.0
3	2	0	0	3/4	4	1	V6					A	I		V6	V		6					M	0	0	8, 5, 4		4	8	1	4	0.2	0.125	0.875	0.125
3	2	1/4	1/4	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	1	4	0.2	0.125	0.875	0.125
3	2	1/2	1/2	3/4	4	1	V65					A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	5	0.0	0.0	1.0	0.0
4	3	0	0	3/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	2	12	0.14285714285714285	0.25	2.75	0.08333333333333333
5	4	0	0	3/4	4	1	V6	0	-2.69058	-1.9084	/	A	I		V6	V		6					M	0	0	8, 5, 4		4	8	1	11	0.08333333333333333	0.125	2.875	0.041666666666666664
6	5	0	0	3/4	4	1	ii7/V					A	I		ii7/V	ii		7		V			mm7	0	0	6, 3, 7, 4		6	6	1	4	0.2	0.125	0.875	0.125
6	5	1/4	1/4	3/4	4	1	V7/V					A	I		V7/V	V		7		V			Mm7	0	0	5, 9, 6, 3		5	5	1	8	0.1111111111111111	0.125	1.875	0.0625
7	6	0	0	3/4	4	1	I/V|IAC}					A	I		I/V	I				V	IAC	}	M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	1.25	0.0
7	6	1/4	1/4	3/4	4	1	iii6{	-0.24084	-4.25945	0.380493	/	A	I		iii6	iii		6				{	m	0	0	4, 8, 7		7	4	1	6	0.14285714285714285	0.125	1.625	0.07142857142857142
8	7	0	0	3/4	4	1	vi2					A	I		vi2	vi		2					mm7	0	0	4, 6, 3, 7		6	4	0	5	0.0	0.0	1.0	0.0
8	7	1/4	1/4	3/4	4	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	7	0.125	0.125	1.875	0.0625
9	8	0	0	3/4	4	1	V2					A	I		V2	V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	5	0.0	0.0	1.25	0.0
9	8	1/4	1/4	3/4	4	1	iii					A	I		iii	iii							m	0	0	7, 4, 8		7	7	1	3	0.25	0.125	0.625	0.16666666666666666
9	8	1/2	1/2	3/4	4	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	1.0	0.0
10	9	0	0	3/4	4	1	IV					A	I		IV	IV							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	1.25	0.0
10	9	1/4	1/4	3/4	4	1	IV6					A	I		IV6	IV		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.75	0.0
10	9	1/2	1/2	3/4	4	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	0	5	0.0	0.0	1.0	0.0
11	10	0	0	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	1.25	0.0
11	10	1/4	1/4	3/4	4	1	V2					A	I		V2	V		2					Mm7	0	0	2, 4, 8, 5		4	2	1	3	0.25	0.125	0.625	0.16666666666666666
11	10	1/2	1/2	3/4	4	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	1.0	0.0
12	11	0	0	3/4	4	1	ii65					A	I		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	0	5	0.0	0.0	1.0	0.0
12	11	1/4	1/4	3/4	4	1	V(4)					A	I		V(4)	V			4				M	0	0	4, 3, 5		4	4	0	4	0.0	0.0	1.375	0.0
12	11	1/2	1/2	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.625	0.0
13	12	0	0	3/4	4	1	I|PAC}{					A	I		I	I					PAC	}{	M	0	0	3, 7, 4		3	3	0	12	0.0	0.0	3.0	0.0
14	13	0	0	3/4	4	1	V6					A	I		V6	V		6					M	0	0	8, 5, 4		4	8	0	5	0.0	0.0	1.0	0.0
14	13	1/4	1/4	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	1.0	0.0
14	13	1/2	1/2	3/4	4	1	V6					A	I		V6	V		6					M	0	0	8, 5, 4		4	8	0	5	0.0	0.0	1.0	0.0
15	14	0	0	3/4	4	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	0	14	0.0	0.0	3.0	0.0
16	15	0	0	3/4	4	1	V.V					A	V		V	V							M	0	0	5, 9, 6		5	5	0	15	0.0	0.0	3.0	0.0
17	16	0	0	3/4	4	1	I|IAC}{					A	V		I	I					IAC	}{	M	0	0	4, 8, 5		4	4	0	11	0.0	0.0	3.0	0.0
18	17	0	0	3/4	4	1	V6					A	V		V6	V		6					M	0	0	9, 6, 5		5	9	0	9	0.0	0.0	1.75	0.0
18	17	1/2	1/2	3/4	4	1	iii7					A	V		iii7	iii		7					mm7	0	0	8, 5, 9, 6		8	8	0	5	0.0	0.0	1.0	0.0
19	18	0	0	3/4	4	1	IV6(9)					A	V		IV6(9)	IV		6	9				M	0	0	7, 4, 3	5	3	7	0	5	0.0	0.0	1.5	0.0
