mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	3	1	g.i{	g	i		i	i						{	m	1	1	1, -2, 2		1	1	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
2	2	0	0	3/8	3	1	iv	g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	0.5	0.0
2	2	1/4	1/4	3/8	3	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
3	3	0	0	3/8	3	1	iv6	g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	3	4	0.42857142857142855	0.1875	0.5625	0.25
4	4	0	0	3/8	3	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
4	4	1/4	1/4	3/8	3	1	VI	g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
5	5	0	0	3/8	3	1	v.i	g	v		i	i							m	1	1	2, -1, 3		2	2	4	8	0.3333333333333333	0.25	0.875	0.2222222222222222
6	6	0	0	3/8	3	1	iv	g	v		iv	iv							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.75	0.0
6	6	1/4	1/4	3/8	3	1	i	g	v		i	i							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.375	0.0
7	7	0	0	3/8	3	1	iv	g	v		iv	iv							m	1	1	1, -2, 2		1	1	5	4	0.5555555555555556	0.3125	0.4375	0.4166666666666667
7	7	1/4	1/4	3/8	3	1	iv6	g	v		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
8	8	0	0	3/8	3	1	V	g	v		V	V							M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	0.75	0.0
8	8	1/4	1/4	3/8	3	1	i6	g	v		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.375	0.0
9	9	0	0	3/8	3	1	i.i	g	i		i	i							m	1	1	1, -2, 2		1	1	2	5	0.2857142857142857	0.125	0.875	0.125
9	9	1/4	1/4	3/8	3	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
10	10	0	0	3/8	3	1	iv6	g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	1.0	0.0
10	10	1/4	1/4	3/8	3	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
11	11	0	0	3/8	3	1	iv	g	i		iv	iv							m	1	1	0, -3, 1		0	0	5	5	0.5	0.3125	0.6875	0.3125
11	11	1/4	1/4	3/8	3	1	iv7	g	i		iv7	iv		7					mm7	1	1	0, -3, 1, -2		0	0	0	4	0.0	0.0	0.5	0.0
12	12	0	0	3/8	3	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	1.0	0.0
12	12	1/4	1/4	3/8	3	1	i|PAC}	g	i		i	i					PAC	}	m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
13	13	0	0	3/8	3	1	VI6{	g	i		VI6	VI		6				{	M	1	1	1, -2, -3		-3	1	0	8	0.0	0.0	1.5	0.0
14	14	0	0	3/8	3	1	v6	g	i		v6	v		6					m	1	1	-1, 3, 2		2	-1	2	9	0.18181818181818182	0.125	1.375	0.08333333333333333
15	15	0	0	3/8	3	1	iv6	g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	4	7	0.36363636363636365	0.3125	1.1875	0.20833333333333334
16	16	0	0	3/8	3	1	V|HC}	g	i		V	V					HC	}	M	1	1	2, 6, 3		2	2	2	9	0.18181818181818182	0.125	2.375	0.05
17	17	1/4	1/4	3/8	3	1	i6	g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.25	0.0
18	18	0	0	3/8	3	1	iv	g	i		iv	iv							m	1	1	0, -3, 1		0	0	2	5	0.2857142857142857	0.125	0.875	0.125
18	18	1/4	1/4	3/8	3	1	III.viio	g	III		viio	vii	o						o	1	0	3, 0, -3		3	3	0	2	0.0	0.0	0.25	0.0
19	19	0	0	3/8	3	1	V7	g	III		V7	V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	1	6	0.14285714285714285	0.0625	0.9375	0.0625
19	19	1/4	1/4	3/8	3	1	vi	g	III		vi	vi							m	1	0	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
20	20	0	0	3/8	3	1	ii6	g	III		ii6	ii		6					m	1	0	-3, 1, 0		0	-3	2	5	0.2857142857142857	0.125	0.875	0.125
20	20	1/4	1/4	3/8	3	1	V	g	III		V	V							M	1	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
21	21	0	0	3/8	3	1	I6	g	III		I6	I		6					M	1	0	2, -1, -2		-2	2	2	5	0.2857142857142857	0.125	0.875	0.125
21	21	1/4	1/4	3/8	3	1	IV	g	III		IV	IV							M	1	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.5	0.0
22	22	0	0	3/8	3	1	viio6	g	III		viio6	vii	o	6					o	1	0	0, -3, 3		3	0	2	5	0.2857142857142857	0.125	0.875	0.125
22	22	1/4	1/4	3/8	3	1	iii	g	III		iii	iii							m	1	0	2, -1, 3		2	2	0	4	0.0	0.0	0.5	0.0
23	23	0	0	3/8	3	1	I	g	III		I	I							M	1	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.125	0.375	0.25
23	23	1/8	1/8	3/8	3	1	IV	g	III		IV	IV							M	1	0	-3, 1, -2		-3	-3	2	4	0.3333333333333333	0.125	0.375	0.25
23	23	1/4	1/4	3/8	3	1	I	g	III		I	I							M	1	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
24	24	0	0	3/8	3	1	V	g	III		V	V							M	1	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
24	24	1/4	1/4	3/8	3	1	I|PAC}	g	III		I	I					PAC	}	M	1	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
25	25	0	0	3/8	3	1	ii{	g	III		ii	ii						{	m	1	0	0, -3, 1		0	0	2	5	0.2857142857142857	0.125	0.875	0.125
25	25	1/4	1/4	3/8	3	1	V	g	III		V	V							M	1	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
26	26	0	0	3/8	3	1	I6	g	III		I6	I		6					M	1	0	2, -1, -2		-2	2	2	5	0.2857142857142857	0.125	0.875	0.125
26	26	1/4	1/4	3/8	3	1	IV	g	III		IV	IV							M	1	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.5	0.0
27	27	0	0	3/8	3	1	viio6	g	III		viio6	vii	o	6					o	1	0	0, -3, 3		3	0	2	5	0.2857142857142857	0.125	0.875	0.125
27	27	1/4	1/4	3/8	3	1	iii	g	III		iii	iii							m	1	0	2, -1, 3		2	2	0	4	0.0	0.0	0.5	0.0
28	28	0	0	3/8	3	1	I	g	III		I	I							M	1	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.125	0.375	0.25
28	28	1/8	1/8	3/8	3	1	IV	g	III		IV	IV							M	1	0	-3, 1, -2		-3	-3	2	4	0.3333333333333333	0.125	0.375	0.25
28	28	1/4	1/4	3/8	3	1	I	g	III		I	I							M	1	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
29	29	0	0	3/8	3	1	V	g	III		V	V							M	1	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
29	29	1/4	1/4	3/8	3	1	I|PAC}	g	III		I	I					PAC	}	M	1	0	-2, 2, -1		-2	-2	2	9	0.18181818181818182	0.125	1.25	0.09090909090909091
31	31	0	0	3/8	3	1	V6	g	III		V6	V		6					M	1	0	3, 0, -1		-1	3	2	6	0.25	0.125	1.25	0.09090909090909091
32	32	0	0	3/8	3	1	ii	g	III		ii	ii							m	1	0	0, -3, 1		0	0	2	6	0.25	0.125	1.25	0.09090909090909091
