mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	1	G.V{	G	I		V	V						{	M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	1.25	0.0
1	1	1/2	1/2	4/4	3	1	V7	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	1.25	0.0
1	1	3/4	3/4	4/4	3	1	V(64)	G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	0	2	0.0	0.0	0.5	0.0
2	2	0	0	4/4	3	1	V7	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	4	0.0	0.0	2.0	0.0
2	2	1/4	1/4	4/4	3	1	V(64)	G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	0	2	0.0	0.0	0.5	0.0
2	2	1/2	1/2	4/4	3	1	V	G	I		V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
2	2	3/4	3/4	4/4	3	1	I6	G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	1.0	0.0
3	3	0	0	4/4	3	1	IV(9)	G	I		IV(9)	IV			9				M	0	0	0, 4, 1	2	0	0	1	5	0.16666666666666666	0.0625	1.4375	0.041666666666666664
3	3	1/4	1/4	4/4	3	1	ii6	G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	1	2	0.3333333333333333	0.0625	0.6875	0.08333333333333333
3	3	1/2	1/2	4/4	3	1	V7	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	4	0.0	0.0	1.25	0.0
3	3	3/4	3/4	4/4	3	1	V(64)	G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	0	2	0.0	0.0	0.5	0.0
4	4	0	0	4/4	3	1	V(4)	G	I		V(4)	V			4				M	0	0	2, 1, 3		2	2	0	4	0.0	0.0	1.75	0.0
