mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	4	1	b.i{		b	i		i	i						{	m	1	1	5, 2, 6		5.0	5.0	0	4	0.0	0.0	1.0	0.0
1	1	1/4	1/4	4/4	4	1	V6		b	i		V6	V		6					M	1	1	10, 7, 6		6.0	10.0	0	4	0.0	0.0	1.0	0.0
1	1	1/2	1/2	4/4	4	1	i		b	i		i	i							m	1	1	5, 2, 6		5.0	5.0	0	8	0.0	0.0	3.0	0.0
2	2	1/4	1/4	4/4	4	1	v6		b	i		v6	v		6					m	1	1	3, 7, 6		6.0	3.0	0	4	0.0	0.0	1.0	0.0
2	2	1/2	1/2	4/4	4	1	iv6(2)		b	i		iv6(2)	iv		6	2				m	1	1	1, 5, 6		4.0	1.0	0	4	0.0	0.0	1.75	0.0
2	2	3/4	3/4	4/4	4	1	iv6		b	i		iv6	iv		6					m	1	1	1, 5, 4		4.0	1.0	0	1	0.0	0.0	0.25	0.0
3	3	0	0	4/4	4	1	V|HC}		b	i		V	V					HC	}	M	1	1	6, 10, 7		6.0	6.0	0	4	0.0	0.0	2.0	0.0
3	3	1/2	1/2	4/4	4	1	III.I{		b	III		I	I						{	M	1	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	1.25	0.0
3	3	3/4	3/4	4/4	4	1	V6		b	III		V6	V		6					M	1	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.75	0.0
4	4	0	0	4/4	4	1	IV6		b	III		IV6	IV		6					M	1	0	5, 2, 1		1.0	5.0	0	4	0.0	0.0	1.0	0.0
4	4	1/4	1/4	4/4	4	1	iii6		b	III		iii6	iii		6					m	1	0	3, 7, 6		6.0	3.0	0	4	0.0	0.0	1.25	0.0
4	4	1/2	1/2	4/4	4	1	ii6(2)		b	III		ii6(2)	ii		6	2				m	1	0	1, 5, 6		4.0	1.0	1	3	0.25	0.125	0.625	0.16666666666666666
4	4	3/4	3/4	4/4	4	1	viio7/V		b	III		viio7/V	vii	o	7		V			o7	1	0	8, 5, 2, -1		8.0	8.0	0	4	0.0	0.0	1.0	0.0
5	5	0	0	4/4	4	1	V(4)		b	III		V(4)	V			4				M	1	0	3, 2, 4		3.0	3.0	0	4	0.0	0.0	1.25	0.0
5	5	1/4	1/4	4/4	4	1	V		b	III		V	V							M	1	0	3, 7, 4		3.0	3.0	0	3	0.0	0.0	0.75	0.0
