mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
17	17	3/4	3/4	4/4	4	1	viio7/V					e	i		viio7/V	vii	o	7		V			o7	1	1	10, 7, 4, 1		10	10	1	4	0.2	0.125	0.875	0.125
18	18	0	0	4/4	4	1	V(64)					e	i		V(64)	V			64				M	1	1	5, 4, 1		5	5	0	4	0.0	0.0	1.5	0.0
18	18	1/4	1/4	4/4	4	1	V					e	i		V	V							M	1	1	5, 9, 6		5	5	0	2	0.0	0.0	0.5	0.0
18	18	1/2	1/2	4/4	4	1	i|PAC}					e	i		i	i					PAC	}	m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	1.0	0.0
18	18	3/4	3/4	4/4	4	1	i6{					e	i		i6	i		6				{	m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.75	0.0
19	19	0	0	4/4	4	1	iv(9)					e	i		iv(9)	iv			9				m	1	1	3, 0, 4	5	3	3	0	4	0.0	0.0	1.75	0.0
19	19	1/4	1/4	4/4	4	1	iv					e	i		iv	iv							m	1	1	3, 0, 4		3	3	0	1	0.0	0.0	0.5	0.0
19	19	1/2	1/2	4/4	4	1	V7					e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	0	3	0.0	0.0	1.25	0.0
19	19	3/4	3/4	4/4	4	1	V(64)					e	i		V(64)	V			64				M	1	1	5, 4, 1		5	5	0	2	0.0	0.0	0.5	0.0
20	20	0	0	4/4	4	1	V(4)					e	i		V(4)	V			4				M	1	1	5, 4, 6		5	5	0	4	0.0	0.0	1.75	0.0
20	20	1/4	1/4	4/4	4	1	V					e	i		V	V							M	1	1	5, 9, 6		5	5	0	1	0.0	0.0	0.25	0.0
20	20	1/2	1/2	4/4	4	1	i|PAC}					e	i		i	i					PAC	}	m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	2.0	0.0
