mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	4	1	e.i{	0	-1.83146	-999	/	e	i		i	i						{	m	1	1	4, 1, 5		4	4	0	2	0.0	0.0	1.0	0.0
1	1	1/2	1/2	4/4	4	1	VI6					e	i		VI6	VI		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.5	0.0
1	1	3/4	3/4	4/4	4	1	V65/III	-1.31155	-3.88649		/	e	i		V65/III	V		65		III			Mm7	1	1	6, 3, 0, 2		2	6	0	1	0.0	0.0	0.25	0.0
2	2	0	0	4/4	4	1	III	0.14989	-2.67164	-4.1466	/	e	i		III	III							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	1.0	0.0
2	2	1/4	1/4	4/4	4	1	V65/iv					e	i		V65/iv	V		65		iv			Mm7	1	1	8, 5, 2, 4		4	8	0	2	0.0	0.0	0.5	0.0
2	2	1/2	1/2	4/4	4	1	iv(9)					e	i		iv(9)	iv			9				m	1	1	3, 0, 4	5	3	3	0	2	0.0	0.0	1.0	0.0
2	2	3/4	3/4	4/4	4	1	iv					e	i		iv	iv							m	1	1	3, 0, 4		3	3	0	1	0.0	0.0	0.25	0.0
3	3	0	0	4/4	4	1	V65					e	i		V65	V		65					Mm7	1	1	9, 6, 3, 5		5	9	0	3	0.0	0.0	1.25	0.0
3	3	1/4	1/4	4/4	4	1	i					e	i		i	i							m	1	1	4, 1, 5		4	4	1	3	0.25	0.125	0.625	0.16666666666666666
3	3	1/2	1/2	4/4	4	1	iv6(2)					e	i		iv6(2)	iv		6	2				m	1	1	0, 4, 5		3	0	0	3	0.0	0.0	1.5	0.0
3	3	3/4	3/4	4/4	4	1	iv6					e	i		iv6	iv		6					m	1	1	0, 4, 3		3	0	0	1	0.0	0.0	0.25	0.0
4	4	0	0	4/4	4	1	V7					e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	0	4	0.0	0.0	1.0	0.0
4	4	1/4	1/4	4/4	4	1	i					e	i		i	i							m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	0.875	0.0
4	4	3/8	3/8	4/4	4	1	v6					e	i		v6	v		6					m	1	1	2, 6, 5		5	2	0	3	0.0	0.0	0.375	0.0
4	4	1/2	1/2	4/4	4	1	iv6(2)					e	i		iv6(2)	iv		6	2				m	1	1	0, 4, 5		3	0	0	3	0.0	0.0	1.5	0.0
4	4	3/4	3/4	4/4	4	1	iv6					e	i		iv6	iv		6					m	1	1	0, 4, 3		3	0	0	1	0.0	0.0	0.25	0.0
5	5	0	0	4/4	4	1	V|HC}					e	i		V	V					HC	}	M	1	1	5, 9, 6		5	5	0	4	0.0	0.0	2.0	0.0
5	5	1/2	1/2	4/4	4	1	v.i{					e	v		i	i						{	m	1	1	5, 2, 6		5	5	0	3	0.0	0.0	1.25	0.0
6	6	0	0	4/4	4	1	VI6					e	v		VI6	VI		6					M	1	1	5, 2, 1		1	5	0	3	0.0	0.0	1.0	0.0
6	6	1/4	1/4	4/4	4	1	V65/III					e	v		V65/III	V		65		III			Mm7	1	1	7, 4, 1, 3		3	7	0	2	0.0	0.0	0.5	0.0
6	6	1/2	1/2	4/4	4	1	III					e	v		III	III							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	1.0	0.0
6	6	3/4	3/4	4/4	4	1	V65/iv					e	v		V65/iv	V		65		iv			Mm7	1	1	9, 6, 3, 5		5	9	0	3	0.0	0.0	0.75	0.0
7	7	0	0	4/4	4	1	iv(9)					e	v		iv(9)	iv			9				m	1	1	4, 1, 5	6	4	4	0	4	0.0	0.0	1.75	0.0
7	7	1/4	1/4	4/4	4	1	iv					e	v		iv	iv							m	1	1	4, 1, 5		4	4	0	1	0.0	0.0	0.5	0.0
7	7	1/2	1/2	4/4	4	1	V65					e	v		V65	V		65					Mm7	1	1	10, 7, 4, 6		6	10	0	3	0.0	0.0	1.0	0.0
7	7	3/4	3/4	4/4	4	1	i					e	v		i	i							m	1	1	5, 2, 6		5	5	1	3	0.25	0.125	0.625	0.16666666666666666
8	8	0	0	4/4	4	1	iv6(2)					e	v		iv6(2)	iv		6	2				m	1	1	1, 5, 6		4	1	0	4	0.0	0.0	1.75	0.0
8	8	1/4	1/4	4/4	4	1	iv6					e	v		iv6	iv		6					m	1	1	1, 5, 4		4	1	0	1	0.0	0.0	0.5	0.0
8	8	1/2	1/2	4/4	4	1	V7					e	v		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	0	3	0.0	0.0	0.75	0.0
8	8	3/4	3/4	4/4	4	1	i					e	v		i	i							m	1	1	5, 2, 6		5	5	0	4	0.0	0.0	0.625	0.0
8	8	7/8	7/8	4/4	4	1	v6					e	v		v6	v		6					m	1	1	3, 7, 6		6	3	0	3	0.0	0.0	0.375	0.0
9	9	0	0	4/4	4	1	iv6(2)					e	v		iv6(2)	iv		6	2				m	1	1	1, 5, 6		4	1	0	4	0.0	0.0	1.75	0.0
9	9	1/4	1/4	4/4	4	1	iv(6)					e	v		iv(6)	iv			6				m	1	1	4, 1, 7		4	4	0	1	0.0	0.0	0.25	0.0
9	9	1/2	1/2	4/4	4	1	V|HC}					e	v		V	V					HC	}	M	1	1	6, 10, 7		6	6	0	4	0.0	0.0	2.0	0.0
10	10	0	0	4/4	4	1	V{					e	v		V	V						{	M	1	1	6, 10, 7		6	6	2	3	0.4	0.5	1.25	0.2857142857142857
10	10	1/2	1/2	4/4	4	1	V6					e	v		V6	V		6					M	1	1	10, 7, 6		6	10	0	3	0.0	0.0	1.25	0.0
10	10	3/4	3/4	4/4	4	1	V65					e	v		V65	V		65					Mm7	1	1	10, 7, 4, 6		6	10	0	3	0.0	0.0	0.5	0.0
11	11	0	0	4/4	4	1	i(9)					e	v		i(9)	i			9				m	1	1	5, 2, 6	7	5	5	0	6	0.0	0.0	1.25	0.0
11	11	1/4	1/4	4/4	4	1	i6					e	v		i6	i		6					m	1	1	2, 6, 5		5	2	2	3	0.4	0.25	0.75	0.25
11	11	1/2	1/2	4/4	4	1	V(4)					e	v		V(4)	V			4				M	1	1	6, 5, 7		6	6	0	3	0.0	0.0	0.875	0.0
11	11	3/4	3/4	4/4	4	1	v					e	v		v	v							m	1	1	6, 3, 7		6	6	0	4	0.0	0.0	0.875	0.0
12	12	0	0	4/4	4	1	i.V7					e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	0	5	0.0	0.0	1.5	0.0
12	12	1/4	1/4	4/4	4	1	V(64)					e	i		V(64)	V			64				M	1	1	5, 4, 1		5	5	0	2	0.0	0.0	0.75	0.0
12	12	1/2	1/2	4/4	4	1	V(4)					e	i		V(4)	V			4				M	1	1	5, 4, 6		5	5	0	3	0.0	0.0	1.375	0.0
12	12	3/4	3/4	4/4	4	1	v					e	i		v	v							m	1	1	5, 2, 6		5	5	0	2	0.0	0.0	0.375	0.0
13	13	0	0	4/4	4	1	V7/iv					e	i		V7/iv	V		7		iv			Mm7	1	1	4, 8, 5, 2		4	4	0	5	0.0	0.0	1.5	0.0
13	13	1/4	1/4	4/4	4	1	V(64)/iv					e	i		V(64)/iv	V			64	iv			M	1	1	4, 3, 0		4	4	0	2	0.0	0.0	0.75	0.0
13	13	1/2	1/2	4/4	4	1	V(4)/iv					e	i		V(4)/iv	V			4	iv			M	1	1	4, 3, 5		4	4	0	3	0.0	0.0	1.25	0.0
13	13	3/4	3/4	4/4	4	1	V/iv					e	i		V/iv	V				iv			M	1	1	4, 8, 5		4	4	0	2	0.0	0.0	0.5	0.0
14	14	0	0	4/4	4	1	i(6v5)/iv					e	i		i(6v5)/iv	i			6v5	iv			m	1	1	3, 0, -1		3	3	1	4	0.2	0.125	1.625	0.07142857142857142
14	14	1/4	1/4	4/4	4	1	i(64)/iv					e	i		i(64)/iv	i			64	iv			m	1	1	3, 2, -1		3	3	0	1	0.0	0.0	0.5	0.0
14	14	1/2	1/2	4/4	4	1	V/iv					e	i		V/iv	V				iv			M	1	1	4, 8, 5		4	4	0	5	0.0	0.0	1.0	0.0
14	14	3/4	3/4	4/4	4	1	iv					e	i		iv	iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.75	0.0
15	15	0	0	4/4	4	1	V2					e	i		V2	V		2					Mm7	1	1	3, 5, 9, 6		5	3	0	5	0.0	0.0	1.0	0.0
15	15	1/4	1/4	4/4	4	1	i6					e	i		i6	i		6					m	1	1	1, 5, 4		4	1	0	4	0.0	0.0	1.25	0.0
15	15	1/2	1/2	4/4	4	1	ii%7					e	i		ii%7	ii	%	7					%7	1	1	6, 3, 0, 4		6	6	0	3	0.0	0.0	1.0	0.0
15	15	3/4	3/4	4/4	4	1	V7					e	i		V7	V		7					Mm7	1	1	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.75	0.0
16	16	0	0	4/4	4	1	i(4)|EC					e	i		i(4)	i			4		EC		m	1	1	4, 3, 5		4	4	0	4	0.0	0.0	1.5	0.0
16	16	1/4	1/4	4/4	4	1	V/iv					e	i		V/iv	V				iv			M	1	1	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
16	16	1/2	1/2	4/4	4	1	iv(9)					e	i		iv(9)	iv			9				m	1	1	3, 0, 4	5	3	3	0	3	0.0	0.0	1.0	0.0
16	16	3/4	3/4	4/4	4	1	iv					e	i		iv	iv							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.75	0.0
17	17	0	0	4/4	4	1	V65					e	i		V65	V		65					Mm7	1	1	9, 6, 3, 5		5	9	0	6	0.0	0.0	1.125	0.0
17	17	1/4	1/4	4/4	4	1	i					e	i		i	i							m	1	1	4, 1, 5		4	4	0	6	0.0	0.0	0.875	0.0
17	17	1/2	1/2	4/4	4	1	bII6					e	i		bII6	bII		6					M	1	1	3, 0, -1		-1	3	1	4	0.2	0.125	0.875	0.125
