mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
4	4	1/8	1/8	4/4	4	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	3	0.0	0.0	0.5	0.0
4	4	1/4	1/4	4/4	4	1	ii%65					c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2.0	-1.0	0	3	0.0	0.0	0.5	0.0
4	4	3/8	3/8	4/4	4	1	V					c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.375	0.0
4	4	1/2	1/2	4/4	4	1	i					c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.5	0.0
4	4	5/8	5/8	4/4	4	1	v6					c	i		v6	v		6					m	1	1	-2, 2, 1		1.0	-2.0	0	4	0.0	0.0	0.625	0.0
4	4	3/4	3/4	4/4	4	1	IV6(2)	-0.22544	6.01643	0.27456	/	c	i		IV6(2)	IV		6	2				M	1	1	3, 0, 1		-1.0	3.0						
4	4	3/4	3/4	4/4	4	1	IV6	6.1996	5.95428	0.253651	/	c	i		IV6	IV		6					M	1	1	3, 0, -1		-1.0	3.0	2	2	0.5	0.5	0.375	0.5714285714285714
5	5	0	0	4/4	4	1	V|HC}					c	i		V	V					HC	}	M	1	1	1, 5, 2		1.0	1.0	0	4	0.0	0.0	2.0	0.0
6	6	0	0	4/4	4	1	III.I{					c	III		I	I						{	M	1	0	-3, 1, -2		-3.0	-3.0	0	8	0.0	0.0	1.625	0.0
6	6	1/2	1/2	4/4	4	1	V6					c	III		V6	V		6					M	1	0	2, -1, -2		-2.0	2.0	0	4	0.0	0.0	0.5	0.0
6	6	5/8	5/8	4/4	4	1	I					c	III		I	I							M	1	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	0.5	0.0
6	6	3/4	3/4	4/4	4	1	V					c	III		V	V							M	1	0	-2, 2, -1		-2.0	-2.0	0	4	0.0	0.0	0.5	0.0
6	6	7/8	7/8	4/4	4	1	I					c	III		I	I							M	1	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	0.5	0.0
7	7	0	0	4/4	4	1	V6					c	III		V6	V		6					M	1	0	2, -1, -2		-2.0	2.0	0	4	0.0	0.0	1.0	0.0
7	7	3/8	3/8	4/4	4	1	vi6					c	III		vi6	vi		6					m	1	0	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.625	0.0
7	7	1/2	1/2	4/4	4	1	vii%7					c	III		vii%7	vii	%	7					%7	1	0	2, -1, -4, 0		2.0	2.0	0	3	0.0	0.0	0.5	0.0
7	7	5/8	5/8	4/4	4	1	iii7					c	III		iii7	iii		7					mm7	1	0	1, -2, 2, -1		1.0	1.0	0	3	0.0	0.0	0.5	0.0
7	7	3/4	3/4	4/4	4	1	vi7					c	III		vi7	vi		7					mm7	1	0	0, -3, 1, -2		0.0	0.0	0	3	0.0	0.0	0.5	0.0
7	7	7/8	7/8	4/4	4	1	ii7					c	III		ii7	ii		7					mm7	1	0	-1, -4, 0, -3		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
8	8	0	0	4/4	4	1	V7					c	III		V7	V		7					Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0	0	4	0.0	0.0	0.625	0.0
8	8	1/8	1/8	4/4	4	1	IM7					c	III		IM7	I	M	7					MM7	1	0	-3, 1, -2, 2		-3.0	-3.0	0	3	0.0	0.0	0.5	0.0
8	8	1/4	1/4	4/4	4	1	IVM7					c	III		IVM7	IV	M	7					MM7	1	0	-4, 0, -3, 1		-4.0	-4.0	0	3	0.0	0.0	0.5	0.0
8	8	3/8	3/8	4/4	4	1	vii%7					c	III		vii%7	vii	%	7					%7	1	0	2, -1, -4, 0		2.0	2.0	0	3	0.0	0.0	0.5	0.0
8	8	1/2	1/2	4/4	4	1	iii7					c	III		iii7	iii		7					mm7	1	0	1, -2, 2, -1		1.0	1.0	0	3	0.0	0.0	0.5	0.0
8	8	5/8	5/8	4/4	4	1	vi7					c	III		vi7	vi		7					mm7	1	0	0, -3, 1, -2		0.0	0.0	0	3	0.0	0.0	0.5	0.0
8	8	3/4	3/4	4/4	4	1	ii7					c	III		ii7	ii		7					mm7	1	0	-1, -4, 0, -3		-1.0	-1.0	0	3	0.0	0.0	0.5	0.0
8	8	7/8	7/8	4/4	4	1	V7					c	III		V7	V		7					Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0	0	3	0.0	0.0	0.375	0.0
9	9	0	0	4/4	4	1	I					c	III		I	I							M	1	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	0.625	0.0
9	9	1/8	1/8	4/4	4	1	I6					c	III		I6	I		6					M	1	0	1, -2, -3		-3.0	1.0	0	3	0.0	0.0	0.375	0.0
9	9	1/4	1/4	4/4	4	1	IV					c	III		IV	IV							M	1	0	-4, 0, -3		-4.0	-4.0	0	7	0.0	0.0	1.0	0.0
9	9	1/2	1/2	4/4	4	1	V7					c	III		V7	V		7					Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0	0	3	0.0	0.0	0.375	0.0
9	9	5/8	5/8	4/4	4	1	vi					c	III		vi	vi							m	1	0	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.625	0.0
9	9	3/4	3/4	4/4	4	1	ii65					c	III		ii65	ii		65					mm7	1	0	-4, 0, -3, -1		-1.0	-4.0	0	3	0.0	0.0	0.5	0.0
9	9	7/8	7/8	4/4	4	1	V					c	III		V	V							M	1	0	-2, 2, -1		-2.0	-2.0	0	3	0.0	0.0	0.375	0.0
10	10	0	0	4/4	4	1	I|IAC}					c	III		I	I					IAC	}	M	1	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	0.625	0.0
10	10	1/8	1/8	4/4	4	1	i.i6{					c	i		i6	i		6				{	m	1	1	-3, 1, 0		0.0	-3.0	0	3	0.0	0.0	0.5	0.0
10	10	1/4	1/4	4/4	4	1	ii%65					c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2.0	-1.0	0	3	0.0	0.0	0.625	0.0
10	10	3/8	3/8	4/4	4	1	V					c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.375	0.0
10	10	1/2	1/2	4/4	4	1	i(9)					c	i		i(9)	i			9				m	1	1	0, -3, 1	2	0.0	0.0	0	3	0.0	0.0	0.5	0.0
10	10	5/8	5/8	4/4	4	1	i					c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.625	0.0
10	10	3/4	3/4	4/4	4	1	ii%2					c	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2.0	0.0	0	2	0.0	0.0	0.375	0.0
10	10	7/8	7/8	4/4	4	1	#viio					c	i		#viio	#vii	o						o	1	1	5, 2, -1		5.0	5.0	0	3	0.0	0.0	0.375	0.0
11	11	0	0	4/4	4	1	v.iv6(2)					c	v		iv6(2)	iv		6	2				m	1	1	-3, 1, 2		0.0	-3.0						
11	11	0	0	4/4	4	1	iv6	7.32681	6.17972	0.479092	/	c	v		iv6	iv		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	1.0	0.0
11	11	1/4	1/4	4/4	4	1	V(4)					c	v		V(4)	V			4				M	1	1	2, 1, 3		2.0	2.0						
11	11	1/4	1/4	4/4	4	1	V	4.95968	6.3006		/	c	v		V	V							M	1	1	2, 6, 3		2.0	2.0	0	4	0.0	0.0	1.0	0.0
11	11	1/2	1/2	4/4	4	1	i(9)					c	v		i(9)	i			9				m	1	1	1, -2, 2	3	1.0	1.0	0	1	0.0	0.0	0.25	0.0
11	11	5/8	5/8	4/4	4	1	i					c	v		i	i							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	0.625	0.0
11	11	3/4	3/4	4/4	4	1	ii%2					c	v		ii%2	ii	%	2					%7	1	1	1, 3, 0, -3		3.0	1.0	0	2	0.0	0.0	0.375	0.0
11	11	7/8	7/8	4/4	4	1	#viio					c	v		#viio	#vii	o						o	1	1	6, 3, 0		6.0	6.0	0	3	0.0	0.0	0.375	0.0
12	12	0	0	4/4	4	1	i6(2)					c	v		i6(2)	i		6	2				m	1	1	-2, 2, 3		1.0	-2.0						
12	12	0	0	4/4	4	1	i6	4.73424	6.067	0.366372	/	c	v		i6	i		6					m	1	1	-2, 2, 1		1.0	-2.0	0	4	0.0	0.0	1.0	0.0
12	12	1/4	1/4	4/4	4	1	IV(9)					c	v		IV(9)	IV			9				M	1	1	0, 4, 1	2	0.0	0.0						
12	12	1/4	1/4	4/4	4	1	IV	5.29784	7.85641		/	c	v		IV	IV							M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	1.0	0.0
12	12	1/2	1/2	4/4	4	1	V7					c	v		V7	V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	0	3	0.0	0.0	0.375	0.0
12	12	5/8	5/8	4/4	4	1	i					c	v		i	i							m	1	1	1, -2, 2		1.0	1.0	0	4	0.0	0.0	0.625	0.0
12	12	3/4	3/4	4/4	4	1	ii%65					c	v		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3.0	0.0	0	3	0.0	0.0	0.5	0.0
12	12	7/8	7/8	4/4	4	1	V					c	v		V	V							M	1	1	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.375	0.0
13	13	0	0	4/4	4	1	i|PAC}{					c	v		i	i					PAC	}{	m	1	1	1, -2, 2		1.0	1.0	1	5	0.16666666666666666	0.125	1.5	0.07692307692307693
13	13	3/8	3/8	4/4	4	1	iv.ii2					c	iv		ii2	ii		2					mm7	1	1	-1, 1, -2, 2		1.0	-1.0	0	3	0.0	0.0	0.375	0.0
13	13	1/2	1/2	4/4	4	1	V65					c	iv		V65	V		65					Mm7	1	1	4, 1, -2, 0		0.0	4.0	0	3	0.0	0.0	0.375	0.0
13	13	5/8	5/8	4/4	4	1	i					c	iv		i	i							m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.625	0.0
13	13	3/4	3/4	4/4	4	1	ii%65					c	iv		ii%65	ii	%	65					%7	1	1	-2, -5, -1, 1		1.0	-2.0	0	3	0.0	0.0	0.5	0.0
13	13	7/8	7/8	4/4	4	1	V					c	iv		V	V							M	1	1	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.375	0.0
14	14	0	0	4/4	4	1	i					c	iv		i	i							m	1	1	-1, -4, 0		-1.0	-1.0	0	6	0.0	0.0	1.625	0.0
14	14	3/8	3/8	4/4	4	1	III.ii2					c	III		ii2	ii		2					mm7	1	0	-3, -1, -4, 0		-1.0	-3.0	0	3	0.0	0.0	0.375	0.0
14	14	1/2	1/2	4/4	4	1	V65					c	III		V65	V		65					Mm7	1	0	2, -1, -4, -2		-2.0	2.0	0	3	0.0	0.0	0.375	0.0
14	14	5/8	5/8	4/4	4	1	I					c	III		I	I							M	1	0	-3, 1, -2		-3.0	-3.0	0	4	0.0	0.0	0.625	0.0
14	14	3/4	3/4	4/4	4	1	ii65					c	III		ii65	ii		65					mm7	1	0	-4, 0, -3, -1		-1.0	-4.0	0	3	0.0	0.0	0.5	0.0
14	14	7/8	7/8	4/4	4	1	V					c	III		V	V							M	1	0	-2, 2, -1		-2.0	-2.0	0	3	0.0	0.0	0.375	0.0
15	15	0	0	4/4	4	1	I|IAC}					c	III		I	I					IAC	}	M	1	0	-3, 1, -2		-3.0	-3.0	0	8	0.0	0.0	1.125	0.0
15	15	1/4	1/4	4/4	4	1	i.IV65					c	i		IV65	IV		65					Mm7	1	1	3, 0, -3, -1		-1.0	3.0	0	3	0.0	0.0	0.5	0.0
15	15	3/8	3/8	4/4	4	1	#viio					c	i		#viio	#vii	o						o	1	1	5, 2, -1		5.0	5.0	0	3	0.0	0.0	0.5	0.0
15	15	1/2	1/2	4/4	4	1	i(9)					c	i		i(9)	i			9				m	1	1	0, -3, 1	2	0.0	0.0	0	3	0.0	0.0	0.5	0.0
15	15	5/8	5/8	4/4	4	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	3	0.0	0.0	0.5	0.0
15	15	3/4	3/4	4/4	4	1	ii%65					c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2.0	-1.0	0	3	0.0	0.0	0.5	0.0
15	15	7/8	7/8	4/4	4	1	v					c	i		v	v							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	0.375	0.0
16	16	0	0	4/4	4	1	VI(9)					c	i		VI(9)	VI			9				M	1	1	-4, 0, -3	-2	-4.0	-4.0	0	4	0.0	0.0	0.625	0.0
16	16	1/8	1/8	4/4	4	1	VI6					c	i		VI6	VI		6					M	1	1	0, -3, -4		-4.0	0.0	0	3	0.0	0.0	0.5	0.0
16	16	1/4	1/4	4/4	4	1	iv.IV65					c	iv		IV65	IV		65					Mm7	1	1	2, -1, -4, -2		-2.0	2.0	0	3	0.0	0.0	0.5	0.0
16	16	3/8	3/8	4/4	4	1	#viio					c	iv		#viio	#vii	o						o	1	1	4, 1, -2		4.0	4.0	0	3	0.0	0.0	0.5	0.0
16	16	1/2	1/2	4/4	4	1	i(9)					c	iv		i(9)	i			9				m	1	1	-1, -4, 0	1	-1.0	-1.0	0	3	0.0	0.0	0.5	0.0
16	16	5/8	5/8	4/4	4	1	i6					c	iv		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	3	0.0	0.0	0.5	0.0
16	16	3/4	3/4	4/4	4	1	ii%65					c	iv		ii%65	ii	%	65					%7	1	1	-2, -5, -1, 1		1.0	-2.0	0	3	0.0	0.0	0.5	0.0
16	16	7/8	7/8	4/4	4	1	V					c	iv		V	V							M	1	1	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.375	0.0
17	17	0	0	4/4	4	1	i|PAC}{					c	iv		i	i					PAC	}{	m	1	1	-1, -4, 0		-1.0	-1.0	0	7	0.0	0.0	1.0	0.0
17	17	1/4	1/4	4/4	4	1	#viio6					c	iv		#viio6	#vii	o	6					o	1	1	1, -2, 4		4.0	1.0	0	3	0.0	0.0	0.375	0.0
17	17	3/8	3/8	4/4	4	1	i6					c	iv		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.5	0.0
17	17	1/2	1/2	4/4	4	1	#viio6					c	iv		#viio6	#vii	o	6					o	1	1	1, -2, 4		4.0	1.0	0	3	0.0	0.0	0.375	0.0
17	17	5/8	5/8	4/4	4	1	i					c	iv		i	i							m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
17	17	3/4	3/4	4/4	4	1	#viio6					c	iv		#viio6	#vii	o	6					o	1	1	1, -2, 4		4.0	1.0	0	3	0.0	0.0	0.375	0.0
17	17	7/8	7/8	4/4	4	1	i6					c	iv		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.5	0.0
18	18	0	0	4/4	4	1	#viio6					c	iv		#viio6	#vii	o	6					o	1	1	1, -2, 4		4.0	1.0	0	3	0.0	0.0	0.5	0.0
18	18	1/8	1/8	4/4	4	1	V					c	iv		V	V							M	1	1	0, 4, 1		0.0	0.0	0	3	0.0	0.0	0.375	0.0
18	18	1/4	1/4	4/4	4	1	i.#viio6					c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5.0	2.0	0	3	0.0	0.0	0.375	0.0
18	18	3/8	3/8	4/4	4	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.5	0.0
18	18	1/2	1/2	4/4	4	1	#viio6					c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5.0	2.0	0	3	0.0	0.0	0.375	0.0
18	18	5/8	5/8	4/4	4	1	i					c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.5	0.0
18	18	3/4	3/4	4/4	4	1	#viio6					c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5.0	2.0	0	3	0.0	0.0	0.375	0.0
18	18	7/8	7/8	4/4	4	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.5	0.0
19	19	0	0	4/4	4	1	#viio6					c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5.0	2.0	0	3	0.0	0.0	0.375	0.0
19	19	1/8	1/8	4/4	4	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.5	0.0
19	19	1/4	1/4	4/4	4	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
19	19	3/8	3/8	4/4	4	1	V					c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.5	0.0
19	19	1/2	1/2	4/4	4	1	iv6					c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	3	0.0	0.0	0.375	0.0
19	19	5/8	5/8	4/4	4	1	III6					c	i		III6	III		6					M	1	1	1, -2, -3		-3.0	1.0	0	4	0.0	0.0	0.5	0.0
19	19	3/4	3/4	4/4	4	1	iv6					c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	3	0.0	0.0	0.375	0.0
19	19	7/8	7/8	4/4	4	1	III6					c	i		III6	III		6					M	1	1	1, -2, -3		-3.0	1.0	0	4	0.0	0.0	0.5	0.0
20	20	0	0	4/4	4	1	iio6					c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	0	3	0.0	0.0	0.375	0.0
20	20	1/8	1/8	4/4	4	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.5	0.0
20	20	1/4	1/4	4/4	4	1	iio6					c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	0	3	0.0	0.0	0.375	0.0
20	20	3/8	3/8	4/4	4	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.5	0.0
20	20	1/2	1/2	4/4	4	1	#viio6					c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5.0	2.0	0	3	0.0	0.0	0.375	0.0
20	20	5/8	5/8	4/4	4	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.5	0.0
20	20	3/4	3/4	4/4	4	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
20	20	7/8	7/8	4/4	4	1	iv6					c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.5	0.0
21	21	0	0	4/4	4	1	V7					c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	0.5	0.0
21	21	1/8	1/8	4/4	4	1	i					c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.625	0.0
21	21	1/4	1/4	4/4	4	1	V(4)					c	i		V(4)	V			4				M	1	1	1, 0, 2		1.0	1.0	0	3	0.0	0.0	0.5	0.0
21	21	3/8	3/8	4/4	4	1	V					c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.375	0.0
21	21	1/2	1/2	4/4	4	1	i|PAC}{					c	i		i	i					PAC	}{	m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	1.25	0.0
21	21	5/8	5/8	4/4	4	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	2	0.0	0.0	0.25	0.0
21	21	3/4	3/4	4/4	4	1	V6/iv					c	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0.0	4.0	0	2	0.0	0.0	0.25	0.0
21	21	7/8	7/8	4/4	4	1	V/iv					c	i		V/iv	V				iv			M	1	1	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.25	0.0
22	22	0	0	4/4	4	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	6	0.0	0.0	2.5	0.0
22	22	1/4	1/4	4/4	4	1	V6/iv					c	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0.0	4.0	0	2	0.0	0.0	0.25	0.0
22	22	3/8	3/8	4/4	4	1	V/iv					c	i		V/iv	V				iv			M	1	1	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.25	0.0
22	22	1/2	1/2	4/4	4	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	2	2	0.5	0.25	0.25	0.5
22	22	3/4	3/4	4/4	4	1	iv6					c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	2	0.0	0.0	0.25	0.0
22	22	7/8	7/8	4/4	4	1	iv					c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	2	0.0	0.0	0.25	0.0
23	23	0	0	4/4	4	1	#viio6					c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5.0	2.0	0	4	0.0	0.0	1.0	0.0
23	23	1/4	1/4	4/4	4	1	i					c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	1.25	0.0
23	23	1/2	1/2	4/4	4	1	V(4)					c	i		V(4)	V			4				M	1	1	1, 0, 2		1.0	1.0	0	3	0.0	0.0	1.5	0.0
23	23	3/4	3/4	4/4	4	1	V					c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	0	1	0.0	0.0	0.25	0.0
24	24	0	0	4/4	4	1	i|PAC}					c	i		i	i					PAC	}	m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	4.0	0.0
