mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	3/4	4	1	D.I{					D	I		I	I						{	M	0	0	2, 6, 3		2.0	2.0	0	16	0.0	0.0	4.5	0.0
3	2	1/4	1/4	3/4	4	1	V					D	I		V	V							M	0	0	3, 7, 4		3.0	3.0	0	8	0.0	0.0	2.0	0.0
4	3	0	0	3/4	4	1	I					D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	0	6	0.0	0.0	2.0	0.0
4	3	1/2	1/2	3/4	4	1	V6					D	I		V6	V		6					M	0	0	7, 4, 3		3.0	7.0	0	4	0.0	0.0	1.0	0.0
5	4	0	0	3/4	4	1	IV6(2)					D	I		IV6(2)	IV		6	2				M	0	0	5, 2, 3		1.0	5.0	0	4	0.0	0.0	1.75	0.0
5	4	1/4	1/4	3/4	4	1	IV6					D	I		IV6	IV		6					M	0	0	5, 2, 1		1.0	5.0	1	1	0.5	0.125	0.125	0.5
5	4	1/2	1/2	3/4	4	1	ii7				viio6	D	I		ii7	ii		7					mm7	0	0	4, 1, 5, 2		4.0	4.0	1	4	0.2	0.125	0.875	0.125
6	5	0	0	3/4	4	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	5	0.0	0.0	2.0	0.0
6	5	1/2	1/2	3/4	4	1	I					D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	1.0	0.0
7	6	0	0	3/4	4	1	ii6(2)					D	I		ii6(2)	ii		6	2				m	0	0	1, 5, 6		4.0	1.0	0	4	0.0	0.0	1.625	0.0
7	6	1/4	1/4	3/4	4	1	ii6					D	I		ii6	ii		6					m	0	0	1, 5, 4		4.0	1.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
7	6	1/2	1/2	3/4	4	1	ii					D	I		ii	ii							m	0	0	4, 1, 5		4.0	4.0	3	4	0.42857142857142855	0.375	0.625	0.375
8	7	0	0	3/4	4	1	I6(2)					D	I		I6(2)	I		6	2				M	0	0	6, 3, 4		2.0	6.0	0	5	0.0	0.0	2.0	0.0
8	7	1/2	1/2	3/4	4	1	I6					D	I		I6	I		6					M	0	0	6, 3, 2		2.0	6.0	0	4	0.0	0.0	1.0	0.0
9	8	0	0	3/4	4	1	ii65					D	I		ii65	ii		65					mm7	0	0	1, 5, 2, 4		4.0	1.0	0	5	0.0	0.0	1.0	0.0
9	8	1/4	1/4	3/4	4	1	V					D	I		V	V							M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	2.0	0.0
10	9	0	0	3/4	4	1	I|PAC}					D	I		I	I					PAC	}	M	0	0	2, 6, 3		2.0	2.0	0	8	0.0	0.0	3.0	0.0
11	10	0	0	3/4	4	1	viio(2)					D	I		viio(2)	vii	o		2				o	0	0	2, 4, 1		7.0	2.0	0	4	0.0	0.0	1.25	0.0
11	10	1/4	1/4	3/4	4	1	V6					D	I		V6	V		6					M	0	0	7, 4, 3		3.0	7.0	0	5	0.0	0.0	1.75	0.0
12	11	0	0	3/4	4	1	I					D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	2.0	0.0
12	11	1/2	1/2	3/4	4	1	V6					D	I		V6	V		6					M	0	0	7, 4, 3		3.0	7.0	0	8	0.0	0.0	2.0	0.0
13	12	1/4	1/4	3/4	4	1	V.viio6					D	V		viio6	vii	o	6					o	0	0	5, 2, 8		8.0	5.0	1	4	0.2	0.125	1.875	0.0625
14	13	0	0	3/4	4	1	I					D	V		I	I							M	0	0	3, 7, 4		3.0	3.0	0	5	0.0	0.0	2.0	0.0
14	13	1/2	1/2	3/4	4	1	V6					D	V		V6	V		6					M	0	0	8, 5, 4		4.0	8.0	0	4	0.0	0.0	1.0	0.0
15	14	0	0	3/4	4	1	IV6(2)					D	V		IV6(2)	IV		6	2				M	0	0	6, 3, 4		2.0	6.0	0	5	0.0	0.0	2.0	0.0
15	14	1/2	1/2	3/4	4	1	ii7					D	V		ii7	ii		7					mm7	0	0	5, 2, 6, 3		5.0	5.0	0	5	0.0	0.0	1.0	0.0
16	15	0	0	3/4	4	1	V7					D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	0	5	0.0	0.0	2.0	0.0
16	15	1/2	1/2	3/4	4	1	IM7					D	V		IM7	I	M	7					MM7	0	0	3, 7, 4, 8		3.0	3.0	0	4	0.0	0.0	1.0	0.0
17	16	0	0	3/4	4	1	ii6(2)					D	V		ii6(2)	ii		6	2				m	0	0	2, 6, 7		5.0	2.0	0	5	0.0	0.0	2.0	0.0
17	16	1/2	1/2	3/4	4	1	ii6					D	V		ii6	ii		6					m	0	0	2, 6, 5		5.0	2.0	0	4	0.0	0.0	1.0	0.0
18	17	0	0	3/4	4	1	V2					D	V		V2	V		2					Mm7	0	0	2, 4, 8, 5		4.0	2.0	0	5	0.0	0.0	2.0	0.0
18	17	1/2	1/2	3/4	4	1	I6					D	V		I6	I		6					M	0	0	7, 4, 3		3.0	7.0	0	4	0.0	0.0	1.0	0.0
19	18	0	0	3/4	4	1	IV					D	V		IV	IV							M	0	0	2, 6, 3		2.0	2.0	1	4	0.2	0.125	0.875	0.125
19	18	1/4	1/4	3/4	4	1	V(4)					D	V		V(4)	V			4				M	0	0	4, 3, 5		4.0	4.0	0	4	0.0	0.0	1.75	0.0
19	18	1/2	1/2	3/4	4	1	V					D	V		V	V							M	0	0	4, 8, 5		4.0	4.0	0	2	0.0	0.0	0.25	0.0
20	19	0	0	3/4	4	1	I|IAC}					D	V		I	I					IAC	}	M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	2.0	0.0
20	19	5/8	5/8	3/4	4	1	I.V{					D	I		V	V						{	M	0	0	3, 7, 4		3.0	3.0	0	10	0.0	0.0	2.5	0.0
21	20	1/2	1/2	3/4	4	1	I6					D	I		I6	I		6					M	0	0	6, 3, 2		2.0	6.0	0	4	0.0	0.0	1.0	0.0
22	21	0	0	3/4	4	1	IV					D	I		IV	IV							M	0	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	1.0	0.0
22	21	1/4	1/4	3/4	4	1	ii7					D	I		ii7	ii		7					mm7	0	0	4, 1, 5, 2		4.0	4.0	0	4	0.0	0.0	1.75	0.0
22	21	1/2	1/2	3/4	4	1	viio6					D	I		viio6	vii	o	6					o	0	0	4, 1, 7		7.0	4.0	1	1	0.5	0.125	0.125	0.5
23	22	0	0	3/4	4	1	I}					D	I		I	I						}	M	0	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	3.0	0.0
24	23	0	0	3/4	4	1	vi.IV6(2)					D	vi		IV6(2)	IV		6	2				M	0	1	8, 5, 6		4.0	8.0	0	4	0.0	0.0	1.0	0.0
24	23	1/4	1/4	3/4	4	1	#viio					D	vi		#viio	#vii	o						o	0	1	10, 7, 4		10.0	10.0	0	5	0.0	0.0	2.0	0.0
25	24	0	0	3/4	4	1	i}					D	vi		i	i						}	m	0	1	5, 2, 6		5.0	5.0	0	5	0.0	0.0	2.0	0.0
25	24	1/2	1/2	3/4	4	1	i6{					D	vi		i6	i		6				{	m	0	1	2, 6, 5		5.0	2.0	0	4	0.0	0.0	1.0	0.0
26	25	0	0	3/4	4	1	iv					D	vi		iv	iv							m	0	1	4, 1, 5		4.0	4.0	1	4	0.2	0.125	0.875	0.125
26	25	1/4	1/4	3/4	4	1	V(4)					D	vi		V(4)	V			4				M	0	1	6, 5, 7		6.0	6.0	0	4	0.0	0.0	1.875	0.0
26	25	1/2	1/2	3/4	4	1	V					D	vi		V	V							M	0	1	6, 10, 7		6.0	6.0	0	1	0.0	0.0	0.125	0.0
27	26	0	0	3/4	4	1	i|PAC}{					D	vi		i	i					PAC	}{	m	0	1	5, 2, 6		5.0	5.0	0	8	0.0	0.0	3.0	0.0
28	27	0	0	3/4	4	1	I.V6/V					D	I		V6/V	V		6		V			M	0	0	8, 5, 4		4.0	8.0	0	8	0.0	0.0	3.0	0.0
29	28	0	0	3/4	4	1	V					D	I		V	V							M	0	0	3, 7, 4		3.0	3.0	0	8	0.0	0.0	3.0	0.0
30	29	0	0	3/4	4	1	I6					D	I		I6	I		6					M	0	0	6, 3, 2		2.0	6.0	0	4	0.0	0.0	1.0	0.0
30	29	1/4	1/4	3/4	4	1	V6					D	I		V6	V		6					M	0	0	7, 4, 3		3.0	7.0	0	6	0.0	0.0	2.0	0.0
31	30	0	0	3/4	4	1	I					D	I		I	I							M	0	0	2, 6, 3		2.0	2.0	0	8	0.0	0.0	3.0	0.0
32	31	0	0	3/4	4	1	ii6(2)					D	I		ii6(2)	ii		6	2				m	0	0	1, 5, 6		4.0	1.0	0	4	0.0	0.0	1.0	0.0
32	31	1/4	1/4	3/4	4	1	V6/V					D	I		V6/V	V		6		V			M	0	0	8, 5, 4		4.0	8.0	1	4	0.2	0.125	1.875	0.0625
33	32	0	0	3/4	4	1	V|HC}					D	I		V	V					HC	}	M	0	0	3, 7, 4		3.0	3.0	0	5	0.0	0.0	2.0	0.0
33	32	1/2	1/2	3/4	4	1	I6{					D	I		I6	I		6				{	M	0	0	6, 3, 2		2.0	6.0	0	4	0.0	0.0	1.0	0.0
34	33	0	0	3/4	4	1	IV					D	I		IV	IV							M	0	0	1, 5, 2		1.0	1.0	0	5	0.0	0.0	2.0	0.0
