mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
36	34	142	142	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	479								
36	34	285/2	285/2	0.0	5/8	5/8	FiguredBass	4/4	3	1	0								1/8	3		
36	34	287/2	287/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	5		
36	34	287/2	287/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	480								
37	35	144	144	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	481								
37	35	289/2	289/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	482								
37	35	145	145	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	483								
37	35	146	146	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	484								
37	35	293/2	293/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	485								
37	35	295/2	295/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	486								
37	35	144	144	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	487								
37	35	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	488								
37	35	146	146	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	489								
37	35	293/2	293/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	490								
37	35	147	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	491								
37	35	144	144	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	5	4	
37	35	144	144	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	492								
37	35	289/2	289/2	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	#		
37	35	291/2	291/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	5		
37	35	291/2	291/2	1.0	3/8	3/8	Chord	4/4	3	1	1/4	1/4	1	493								
37	35	146	146	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	4	2	
37	35	293/2	293/2	0.0	5/8	5/8	FiguredBass	4/4	3	1	0								1/8	6		
37	35	293/2	293/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	494								
37	35	147	147	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	7		
37	35	147	147	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	495								
37	35	295/2	295/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6		
38	36	148	148	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	496								
38	36	297/2	297/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	497								
38	36	299/2	299/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	498								
38	36	150	150	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	499								
38	36	301/2	301/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	500								3
38	36	603/4	603/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	501								
38	36	151	151	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	502								4
38	36	605/4	605/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	503								
38	36	303/2	303/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	504								5
38	36	607/4	607/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	505								
38	36	148	148	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	506								
38	36	149	149	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	507								
38	36	150	150	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	508								
38	36	301/2	301/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	509								6
38	36	603/4	603/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	510								
38	36	151	151	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	511								
38	36	605/4	605/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	512								
38	36	303/2	303/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	513								
38	36	607/4	607/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	514								
38	36	148	148	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	7		
38	36	148	148	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	515								
38	36	297/2	297/2	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	7		
38	36	297/2	297/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	516								
38	36	149	149	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	7		
38	36	149	149	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	517								
38	36	299/2	299/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	7		
38	36	299/2	299/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	518								
38	36	150	150	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	519								
38	36	303/2	303/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6\		
38	36	303/2	303/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	520								
39	37	152	152	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	521								
39	37	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	522								
39	37	153	153	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	523								
39	37	615/4	615/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	524								
39	37	154	154	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	525								
39	37	309/2	309/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	526								
39	37	155	155	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	527								
39	37	152	152	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	528								
39	37	305/2	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	529								
39	37	153	153	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	530								
39	37	615/4	615/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	531								
39	37	154	154	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	532								
39	37	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	533								
39	37	152	152	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	5	#	
39	37	152	152	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	534								
39	37	305/2	305/2	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	7	5	
39	37	305/2	305/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	535								
39	37	153	153	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	5	4	
39	37	153	153	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	536								
39	37	307/2	307/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	#		
39	37	307/2	307/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	537								
39	37	154	154	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	h		
39	37	154	154	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	538								
39	37	311/2	311/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6	#	
39	37	311/2	311/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	539								
40	38	156	156	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	540								
40	38	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	541								
40	38	157	157	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	542								
40	38	317/2	317/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	543								
40	38	159	159	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	544								
40	38	156	156	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	545								
40	38	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	546								
40	38	158	158	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	547								
40	38	319/2	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	548								
40	38	156	156	0.0	0	0	FiguredBass	4/4	3	1	0								1/4	5		
40	38	156	156	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	549								
40	38	315/2	315/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	6		
40	38	315/2	315/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	550								
40	38	158	158	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	5		
40	38	158	158	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	551								
40	38	319/2	319/2	0.0	7/8	7/8	FiguredBass	4/4	3	1	0								1/8	6		
40	38	319/2	319/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	552								
41	39	160	160	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	553								
41	39	321/2	321/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	554								
41	39	161	161	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	555								
41	39	323/2	323/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	556								7
41	39	647/4	647/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	557								
41	39	162	162	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	558								
41	39	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	559								
41	39	163	163	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	560								
41	39	327/2	327/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	561								8
41	39	655/4	655/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	562								
41	39	160	160	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	563								
41	39	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	564								
41	39	162	162	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	565								
41	39	163	163	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	566								
41	39	160	160	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	b		
41	39	160	160	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	567								
41	39	321/2	321/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	568								
41	39	161	161	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	6		
41	39	161	161	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	569								
41	39	323/2	323/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	570								
41	39	647/4	647/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	571								
41	39	162	162	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	6		
41	39	162	162	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	572								
41	39	325/2	325/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	573								
41	39	163	163	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/4	5		
41	39	163	163	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	574								
42	40	164	164	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	575								
42	40	329/2	329/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	576								
42	40	165	165	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	577								
42	40	663/4	663/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	578								
42	40	166	166	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	579								
42	40	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	580								
42	40	164	164	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	581								
42	40	329/2	329/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	582								
42	40	165	165	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	583								
42	40	166	166	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	584								
42	40	333/2	333/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	585								
42	40	167	167	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	586								
42	40	335/2	335/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	587								
42	40	671/4	671/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	588								
42	40	164	164	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	589								
42	40	329/2	329/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	590								
42	40	165	165	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/4	6\		
42	40	165	165	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	591								
42	40	166	166	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/8	5		
42	40	166	166	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	592								
42	40	333/2	333/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	593								
42	40	167	167	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6	4+	
42	40	167	167	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	594								
42	40	335/2	335/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	595								
42	40	671/4	671/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	596								
43	41	168	168	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	597								
43	41	337/2	337/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	598								
43	41	169	169	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	599								
43	41	339/2	339/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	600								9
43	41	679/4	679/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	601								
43	41	170	170	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	602								
43	41	341/2	341/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	603								
43	41	171	171	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	604								
43	41	168	168	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	605								
43	41	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	606								
43	41	341/2	341/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	607								
43	41	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	608								
43	41	343/2	343/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	609								
43	41	168	168	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	6		
43	41	168	168	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	610								
43	41	337/2	337/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	611								
43	41	169	169	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/4	6	5	
43	41	169	169	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	612								
43	41	170	170	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	613								
43	41	341/2	341/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	614								
43	41	171	171	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/8	6		
43	41	171	171	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	615								
43	41	343/2	343/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	616								
44	42	172	172	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	617								
44	42	345/2	345/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	618								
44	42	173	173	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	619								
44	42	695/4	695/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	620								
44	42	174	174	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	621								
44	42	175	175	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	622								
44	42	172	172	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	623								
44	42	345/2	345/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	624								
44	42	347/2	347/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	625								
44	42	174	174	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	626								
44	42	175	175	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	627								
44	42	172	172	0.0	0	0	FiguredBass	4/4	3	1	0								1/8	7	#	
44	42	172	172	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	628								
44	42	345/2	345/2	0.0	1/8	1/8	FiguredBass	4/4	3	1	0								1/8	7	5	
44	42	345/2	345/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	629								
44	42	173	173	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/8	5	4	
44	42	173	173	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	630								
44	42	347/2	347/2	0.0	3/8	3/8	FiguredBass	4/4	3	1	0								1/8	#		
44	42	347/2	347/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	631								
44	42	174	174	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/4	h		
44	42	174	174	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	632								
44	42	175	175	0.0	3/4	3/4	FiguredBass	4/4	3	1	0								1/4	6		
44	42	175	175	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	633								
45	43	177	177	0.0	1/4	1/4	StaffText	4/4	1	1	0				piano							
45	43	177	177	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	634								
45	43	711/4	711/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	635								
45	43	178	178	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	636								
45	43	177	177	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	637								
45	43	711/4	711/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	638								
45	43	178	178	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	639								
45	43	177	177	0.0	1/4	1/4	FiguredBass	4/4	3	1	0								1/4	6		
45	43	177	177	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	640								
45	43	178	178	0.0	1/2	1/2	FiguredBass	4/4	3	1	0								1/2	#		
45	43	178	178	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	641								
