mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
4	3	19/2	19/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	21					
4	3	7	7	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	22					
4	3	17/2	17/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	23					
4	3	9	9	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	24					
4	3	19/2	19/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	25					
4	3	7	7	0.0	0	0	FiguredBass	3/4	3	1	0					1/2	6		
4	3	7	7	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	26					
4	3	9	9	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
4	3	9	9	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	27					
5	4	10	10	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	28					
5	4	10	10	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	29					
5	4	10	10	0.0	0	0	FiguredBass	3/4	3	1	0					3/4	#		
5	4	10	10	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	30					
6	5	13	13	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	31					
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	32					
6	5	13	13	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	33					
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	34					
6	5	13	13	0.0	0	0	FiguredBass	3/4	3	1	0					1/2	6		
6	5	13	13	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	35					
6	5	15	15	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
6	5	15	15	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	36					
7	6	16	16	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	37					
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	38					
7	6	16	16	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	39					
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	40					
7	6	16	16	0.0	0	0	FiguredBass	3/4	3	1	0					1/2	6		
7	6	16	16	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	41					
7	6	18	18	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/2	6		
7	6	18	18	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	42					
8	7	19	19	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	43					
8	7	20	20	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	44					
8	7	43/2	43/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	45					
8	7	19	19	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	46					
8	7	20	20	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	47					
8	7	43/2	43/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	48					
8	7	19	19	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	49					
8	7	20	20	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/2	6		
8	7	20	20	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	50					
9	8	22	22	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	51					
9	8	24	24	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	52					
9	8	22	22	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	53					
9	8	24	24	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	54					
9	8	22	22	0.0	0	0	FiguredBass	3/4	3	1	0					5/8	#		
9	8	22	22	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	55					
9	8	24	24	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	56					
9	8	49/2	49/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	57					
10	9	25	25	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	58					
10	9	53/2	53/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	59					
10	9	27	27	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	60					
10	9	25	25	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	61					
10	9	27	27	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	62					
10	9	25	25	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	6		
10	9	25	25	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	63					
10	9	26	26	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	#		
10	9	26	26	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	64					
10	9	27	27	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	65					
11	10	28	28	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	66	ornamentLinePrall				0
11	10	29	29	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	67					
11	10	30	30	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	68					
11	10	28	28	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	69					
11	10	30	30	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	70					
11	10	28	28	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	5	4	
11	10	28	28	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	71					
11	10	29	29	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					3/8	3		
11	10	29	29	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	72					
11	10	30	30	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	73					
11	10	61/2	61/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	74					
12	11	31	31	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	75					
12	11	65/2	65/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	76					
12	11	67/2	67/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	77					
12	11	31	31	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	78					
12	11	33	33	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	79					
12	11	31	31	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	6		
12	11	31	31	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	80					
12	11	32	32	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	81					
12	11	33	33	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	82					
13	12	34	34	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	83	ornamentLinePrall				1
13	12	35	35	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	84					
13	12	36	36	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	85					
13	12	34	34	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	86					
13	12	36	36	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	87					
13	12	34	34	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	5	4	
13	12	34	34	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	88					
13	12	35	35	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	3		
13	12	35	35	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	89					
13	12	36	36	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
13	12	36	36	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	90					
14	13	37	37	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	91					
14	13	77/2	77/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	92					
14	13	39	39	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	93					
14	13	37	37	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	94					
14	13	39	39	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	95					
14	13	37	37	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	6		
14	13	37	37	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	96					
14	13	38	38	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	#		
14	13	38	38	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	97					
14	13	39	39	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	98					
15	14	40	40	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	99	ornamentLinePrall				2
15	14	41	41	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	100					
15	14	42	42	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	101					
15	14	40	40	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	102					
15	14	42	42	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	103					
15	14	40	40	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	5	4	
15	14	40	40	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	104					
15	14	41	41	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	3		
15	14	41	41	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	105					
15	14	42	42	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
15	14	42	42	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	106					
16	15	43	43	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	107					
16	15	44	44	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	108					
16	15	45	45	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	109					
16	15	43	43	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	110					
16	15	45	45	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	111					
16	15	43	43	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	7		
16	15	43	43	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	112					
16	15	44	44	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6		
16	15	45	45	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	113					
17	16	46	46	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	114					
17	16	48	48	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	115					
17	16	46	46	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	116					
17	16	48	48	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	117					
17	16	46	46	0.0	0	0	FiguredBass	3/4	3	1	0					1/2	7	#	
17	16	46	46	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	118					
17	16	48	48	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/2	7	5	
17	16	48	48	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	119					
18	17	49	49	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	120					
18	17	50	50	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	121					
18	17	103/2	103/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	122					
18	17	49	49	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	123					
18	17	50	50	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	124					
18	17	49	49	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	125					
18	17	50	50	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					3/8	5	4	
18	17	50	50	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	126					
18	17	103/2	103/2	0.0	5/8	5/8	FiguredBass	3/4	3	1	0					1/8	#		
19	18	52	52	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	127					
19	18	54	54	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	128					
19	18	52	52	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	129					
19	18	54	54	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	130					
19	18	52	52	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	131					
19	18	54	54	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/2	6		
19	18	54	54	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	132					
20	19	55	55	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	133					
20	19	56	56	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	134					
20	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	135					
20	19	55	55	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	136					
20	19	56	56	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	137					
20	19	55	55	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	138					
20	19	56	56	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	7		
20	19	56	56	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	139					
20	19	57	57	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
21	20	58	58	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	140					
21	20	58	58	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	141					
21	20	58	58	0.0	0	0	FiguredBass	3/4	3	1	0					1/2	#		
21	20	58	58	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	142					
22	20	60	60	1.0	0	1/2	Chord	3/4	1	1	1/4	1/4	1	143					
22	20	60	60	1.0	0	1/2	Chord	3/4	2	1	1/4	1/4	1	144					
22	20	60	60	0.0	0	1/2	FiguredBass	3/4	3	1	0					1/4	6		
22	20	60	60	1.0	0	1/2	Chord	3/4	3	1	1/4	1/4	1	145					
23	21	61	61	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	146					3
23	21	62	62	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	147					
23	21	63	63	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	148					
23	21	61	61	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	149					
23	21	63	63	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	150					
23	21	61	61	0.0	0	0	FiguredBass	3/4	3	1	0					1/2	5		
23	21	61	61	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	151					
23	21	63	63	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
23	21	63	63	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	152					
24	22	64	64	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	153					4
24	22	65	65	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	154					
24	22	66	66	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	155					
24	22	64	64	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	156					
24	22	66	66	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	157					
24	22	64	64	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	158					
24	22	66	66	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	159					
25	23	67	67	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	160					5
25	23	68	68	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	161					
25	23	69	69	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	162					
25	23	67	67	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	163					
25	23	69	69	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	164					
25	23	67	67	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	165					
25	23	69	69	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
25	23	69	69	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	166					
26	24	70	70	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	167					
26	24	72	72	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	168					
26	24	70	70	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	169					
26	24	72	72	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	170					
26	24	70	70	0.0	0	0	FiguredBass	3/4	3	1	0					1/2	6		
26	24	70	70	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	171					
26	24	72	72	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
26	24	72	72	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	172					
27	25	73	73	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	173	ornamentLinePrall				6
27	25	74	74	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	174					
27	25	75	75	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	175					
27	25	73	73	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	176					7
27	25	74	74	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	177					
27	25	75	75	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	178					
27	25	73	73	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	7	3	
27	25	73	73	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	179					
27	25	74	74	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	6	4	
27	25	75	75	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
27	25	75	75	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	180					
28	26	76	76	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	181					
28	26	153/2	153/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	182					
28	26	77	77	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	183					
28	26	157/2	157/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	184					
28	26	76	76	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	185					
28	26	77	77	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	186					
28	26	157/2	157/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	187					
28	26	76	76	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	6	5	
28	26	76	76	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	188					
28	26	77	77	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					3/8	6	4	
28	26	77	77	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	189					
28	26	157/2	157/2	0.0	5/8	5/8	FiguredBass	3/4	3	1	0					1/8	3		
29	27	79	79	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	190					
29	27	79	79	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	191					
29	27	80	80	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	192					
29	27	81	81	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	193					
29	27	79	79	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	194					
29	27	80	80	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	195					
29	27	81	81	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6	4+	
29	27	81	81	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	196					
30	28	83	83	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	197					
30	28	84	84	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	198					
30	28	82	82	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	199					
30	28	82	82	0.0	0	0	FiguredBass	3/4	3	1	0					1/2	6		
30	28	82	82	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	200					
30	28	84	84	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	201					
31	29	85	85	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	202					
31	29	87	87	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	203					
31	29	85	85	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	204					
31	29	86	86	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	205					
31	29	85	85	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	7		
31	29	85	85	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	206					
31	29	86	86	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/2	7	#	
31	29	86	86	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	207					
31	29	87	87	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	208					
32	30	88	88	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	209	ornamentLinePrall				8
32	30	89	89	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	210					
32	30	90	90	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	211					
32	30	88	88	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	212					
32	30	89	89	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	213					
32	30	90	90	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	214					
32	30	88	88	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	5	4	
32	30	88	88	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	215					
32	30	89	89	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/2	3		
32	30	90	90	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	216					
33	31	91	91	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	217					
33	31	93	93	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	218					9
33	31	187/2	187/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	219					
33	31	91	91	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	220					
33	31	92	92	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	221					
33	31	91	91	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	5	4	
33	31	91	91	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	222					
33	31	92	92	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	#3		
33	31	93	93	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6	5	
33	31	93	93	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	223					
34	32	94	94	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	224					
34	32	96	96	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	225					
34	32	94	94	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	226					
34	32	95	95	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	227					
34	32	96	96	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	228					
34	32	94	94	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	9		
34	32	94	94	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	229					
34	32	95	95	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					1/4	8		
34	32	96	96	0.0	1/2	1/2	FiguredBass	3/4	3	1	0					1/4	6		
34	32	96	96	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	230					
35	33	97	97	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	231					
35	33	195/2	195/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	232					
35	33	98	98	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	233					
35	33	199/2	199/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	234					
35	33	97	97	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	235					
35	33	98	98	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	236					
35	33	199/2	199/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	237					
35	33	97	97	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	6\	5	
35	33	97	97	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	238					
35	33	98	98	0.0	1/4	1/4	FiguredBass	3/4	3	1	0					3/8	5	4	
35	33	98	98	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	239					
35	33	199/2	199/2	0.0	5/8	5/8	FiguredBass	3/4	3	1	0					1/8	#		
36	34	100	100	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	240					
36	34	102	102	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	241					
36	34	100	100	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	242					
36	34	101	101	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	243					
36	34	100	100	0.0	0	0	FiguredBass	3/4	3	1	0					1/4	h		
36	34	100	100	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	244					
36	34	101	101	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	245					
36	34	102	102	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	246					
37	35	103	103	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	247					
37	35	103	103	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	248					
